,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X002508.SZ,X300136.SZ,X002008.SZ,X600177.SH,X600089.SH,X300003.SZ,X002085.SZ,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600487.SH,X600118.SH,X000050.SZ,X600809.SH,X000981.SZ,X300115.SZ,X600699.SH,X600867.SH,X002074.SZ,X600566.SH,X600372.SH,X000066.SZ,X000559.SZ,X002179.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0261343711999192,0.0221431012866879,0,0,0.0380632025939792,0,0,0,0.340230933653037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132567420829561,0.0809169546291837,0,0,0,0,0,0,0,0.1871164618475,0,0,0,0,-0.0476447069760021,0,0,0,0,0,0,0,0.00159247642774733,-0.0155974085055828,0,0,0,0,0,0
X600104.SH,0,0,-0.060061544497585,0.244956476013338,0,0,0,0.029790473852254,0,0,0,0,0.42888427570238,0.00342587481649674,0,0,0,0,0,0,0,0,0,0,-0.157764529217281,2.16840434497101e-19,0,0,0,0,0,-0.049449822785871,0,0,0,0,0,0,0,0,0,0,0.110160291511243,0,0,-0.180245431990793,0,0,0,-0.0895405116898989,0.032188152766875,0.0138251841487946,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.305391967035007,0,0.104487334253882,0,0,0,0,0,0.0659474646282722,0,0.313488627939447,0.242444794598929,0,0,0,0,0,0,0,0.225351093799553,0,0,0,0,0.0655413289204225,0,0,0,0,0,0,0,0,0,0,0,-0.0214157510892914,0,0,0,-0.0862390896116929,-0.188189030994389,0,0,0,0,-0.0177061950183589,0.0378279496786201,0,0,0,0,0,0
X000651.SZ,0,0.151466147445997,1.73472347597681e-18,0,0.133615498163164,0,0.0977953394261183,0,0,0.0518203148929867,0,-1.73472347597681e-18,0,0,0.081705104302487,0,0,0,0,0,0,0.0448308228897353,0,0.0115298222011012,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690474720739697,0,0,0,0,0,0,0.114428487107269,0,0,0,0,0,0,-0.00230961173377632,-0.0119688552930538,0,0,0,0,0,0
X000858.SZ,0,0,0,0.182434930094106,0,0,0,0,0,0,0,0.54347300185428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.106185595196131,0,0,0,0,0.02482710144668,0,0,0,0,0,0.0266107046290707,0,0,0,0,0,0,0,0,0,0,0.00788599689072336,0.0111514161184652,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.118529907342967,0,0,0,-0.0985998795570814,0,0,0,0.121814920511096,-0.00450749585493107,0,0,-0.00164217699029748,-0.00181615739301896,-0.0613672551667407,0,0,0,0,0,0,0,0,0,0.120750047457852,0,0,-0.0593221210494599,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789852433249997,-0.0816621721621201,0,0,-0.0847686267548926,-0.0387961859513765,0.0157924953086276,-0.025595395465452,0,0,0,0,0,0
X000725.SZ,0,0,0.125658601228912,0,0,0,0,0,0.100072411308074,0,0,0.0775033794932677,0,0,-0.0708600801063795,0,0,0,0,0.0434533473120886,-0.0486680101274824,0,0,0,0,0,0,0.206244619511074,0,0.284866476481472,0,0.573463704052612,0,0,0,0,0.163285041692446,0,0,0,0,0,-0.0856776367188683,0,0,0,0,0.130612756425497,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0.646037293009447,0.224427655688049,0,0,0,0.122139200985562,0,0,0,0.209792054588953,0,0,-6.93889390390723e-18,0,0,-0.64477508322718,0,0,0,0,0.213094996140657,0,0,0,0,0.364599064494027,0,0,0,-0.0921840314823419,0,0,-0.226033768704174,-0.254592096970968,0,0,0.169053878535212,0,0,-0.0134512210181297,0,0,0,0,0,0,0,0.180998369534062,0,0,-0.0140925900724078,-0.127639732616583,0,0,0,-0.175217994427351,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.221251771722714,0.0461019296141317,0.0430528831052283,0,0.0928312678290607,0,0,0.0777029827039956,0,0,0,0,0,0,0,0.186193151490834,0,0,0.101144552712735,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546807428967737,0,0,0.14050631269499,0,0.0321380370498891,0,0,0,-0.0319152743231381,0,0,0,0,-0.258535112371619,0,0
X600690.SH,0,0,0,0.290353260361554,0,0,0,0.0623024767559929,0,0,0,0,0.234451309048519,0.122138731278444,0.0936745995815177,0,0,0,0,0,0,-0.0843498639759648,0,0,-0.106068301204474,0,0,0,0,0.0571726185359238,0,0,0,0.200898232942385,0.045473567276136,0,0,0,0,0,0,0,0,0,0,-0.101892714595041,0,0,0,0,0.0321988747793266,-0.0337283238835235,0,0,0,0,0,0
