,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600690.SH,X600809.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X601877.SH,X002129.SZ,X002007.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X600584.SH,X600183.SH,X002414.SZ,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X300146.SZ,X000066.SZ,X000977.SZ,X600089.SH,X600177.SH,X002294.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181314760538052,0.0117791562562475,0,0,0,0.154603999749035,0,0,0,0.0946437365643032,0,0,0.00309102062114038,0,0,0,0,0,0.0281698887188296,0,0.0354273925580239,0,0,0,-0.121219730106314,0,0,0,0,0,0,0,0,0,0,0,0.0942572707555478,0.0465567239333173,0,0,0,0.0316288744215997,0,0,0,0,0,0,0,0.0298346627159483,0,-0.0243282315143078,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.380700996566054,0,0,0.146496391113965,0.0778474243985934,0,0,0,0,0,0,0,0,0,0,0,0,0.0226445647239432,0.0335852032628366,0,0,0,0,0,0,0,0,0,0,0,0.0110497317978263,0,0,0,0,0,0.0939549877625102,0,0,0,0,0,0,0,0,0,-0.0228193510512617,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0739458808558802,0,0.0302496058736756,0,0,0,0,0.0224538898411201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196247001309962,0.0754298551968582,0.564395728677954,0,0,0,0,0,0,0,0,0,0,0,0.0307627354933455,0,-0.127862232246065,0,-0.0728871869409813,0,0,0,-0.000645285004875711,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366124508449357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195447714746678,0,0,0,0,0,0,0.059376200661979,0,0,0,0,0,-0.163725824792852,0,0,0,0,0.132200058315405,0,0,0.00456206911577892,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,-0.0568350124858524,0,0,0.267907511075124,0.0706615064644228,0,0,0,0,0,-0.0810708182399158,0,0,0,0,0,0.139125296380147,-0.0758473474927445,0,0,0,0,0.0710796175852963,0.130343622835145,0,0.0657074560023881,0,0.00277913098918162,0,0,0,0,-0.0631987604766373,0,0,0,0,0,0,0,0,0,0,-0.0845823926990726,0,0,0.0201385147056213,-0.00796002787909849,0,0,0,0,0,0
X600031.SH,0,0,0.0829655939839668,0,0,0,0,0,0.0745268002565209,0.23445677810941,0,0,0,0,0,0,0,0,0,0,0.221889576413467,0.0679416987937971,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.160251652621889,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666277772444715,0,0,-0.00211971756692524,0,-0.0127354487112501,0,0,0,0,-0.0107795511574772,0,0
X000568.SZ,0.113671533999591,0.546548114613601,0.0600337560830368,0,0,0,0,0,0,0.0464812938132361,0.0706761847957021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505235613019733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259617347437545,-0.0196442789372597,-0.0656219520387409,-0.0251285378549073,0,0,0,0,0,0,-0.02970454384172,0,0,0,0,0,0
X002475.SZ,0,0,0,0.357489147062188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746003029576202,0.257726431636686,0,-0.0107887660803794,0,0,0,0,0.0272519268913312,-0.0455720661844691,0,0,0,0,0.124725551355513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184345011935292,0,0,0,0,0,0,0
X600690.SH,0,0,0.156500425785925,0,0,0,0.0520880987829043,0,0,0.353858334225016,0,0,0,0.115381284566152,0,0,0,0,0,0,0,0,0,0,0,0,0.127615098364972,0,0,0,0.0106605643341508,0,0,0,0,0,0,0,0,0,0,0,0.0415997172542705,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.359585297570898,0,0,0,0,0,0,-0.0276838481658694,0.0944155969894933,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.260559310603404,0,0,0,0,0,0.048150506614463,0,0,0,0,0,0,0,0,0,0,0,0,0.145564403226622,-0.0204675440255323,0,0,0,0,0,0,0,-0.0188299173058064,-0.0523851240427187,0,0,0,0,0,0
X002304.SZ,0,0.22020307178483,0,0,0,0,0.0678429250228585,0,0,0.0178354367211018,0,0,0,0,-0.0815423837737492,0,0,0,0,0,0.0552549226563172,-0.00738790878691211,0,0,0,0,0,0,0,0,0,0.0422303480421749,0,0,0,0,0,0.0862375222123194,0,0,0.145768339114698,0,0.115965072788495,0,0,0,-0.00566516169905382,0,0,0,0,-0.0356590291942922,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0535540076642918,0,0.085450819620867,0,0,0,0,0.220383389107794,0,0.0233100982950288,0,0,0,-0.186673628427926,-0.0136210798955295,0,0,0,0,0,0,0,0.184230612357994,0.247268435543197,0,-0.0140534025676723,0,0,0,0,0,0,0.0733513137642513,0,-0.0211358574090565,0.0333814696918176,0,0,0,-0.0362124920631714,0,0
X000725.SZ,0,0,0.148207980521503,0,0,0.0578953656195743,0,0.0420912568025351,0,0,0,0,0,0,0,0,0,0,0,0.0307394268451474,0,0,0.103121355193181,0,0,0,0,0,0.0738370798261469,0,0,0.154140135299148,0,0,0.0651539450287187,0,0,0,0.0376377772740284,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0602434557734495,0.0591229682276393,0,0,0,0,0,0
