,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X000625.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000157.SZ,X600372.SH,X002236.SZ,X600741.SH,X002049.SZ,X000661.SZ,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600183.SH,X002463.SZ,X600522.SH,X000800.SZ,X002074.SZ,X601799.SH,X002007.SZ,X600460.SH,X300142.SZ,X002223.SZ,X600066.SH,X002294.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.317997186086394,0,0,0,0.278019021779616,0,0.0128186719765503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291710976037574,0,0,0,0,0.0213704624563313,0,0,0,-1.73472347597681e-18,0,0.0709230987314644,-0.0299985465188869,0,0,-0.0120947384088424,0,0,0,0,0.14745059465205,0,0
X000858.SZ,0.195127923524538,0,0,0,0,0.360810732283914,0,0.111203495447722,0,0,-0.00541588812152086,0,-0.0321846986346848,0,0,0,0,0,0.100186334142742,0,0.0642517927136346,0,0,0,0,0,0,0,0,0,0,0,0.00266914831451395,0,0,0,0,0,0,0,0,0,0,0,0,0.0661274561044111,0,-0.0287653044107045,0,0,0.0388112909608636,0,-0.00170399304938578,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.00836605700482786,0,0,0,0.130007870848051,-0.0483223581452498,0,0,0,0,0,0,0.366257915142832,-3.46944695195361e-18,0,0,0.102626795196991,0,0.207422095805762,-0.0213420658032578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571361597612328,0,0,0.060294930055864,0.0102929684736368,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00394813848878495,0,0,0.179502508027771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333429517480747,0,0,-0.031353937650348,0,0,0,0.0369990593494945,0,0,0,0.221433821704942,0,0,0.0952833997829073,0.176141746892564,0,0,0,-0.02781390376851,0,0,0,0,-0.0108063954960489,0,0
X600809.SH,0.146448731151759,0,0,0,0,0.332531194833929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381219518147166,0.159850284254544,0.0641817667867345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219609779872812,0.00993467588114201,0,-0.0557012095618662,0,0.0314104908827433,0,0,0,0,0,0,0,0,-0.00940944386481099,0,0,0,0,-0.0715516783502867,0,0
X000568.SZ,0.0491263197195068,0.669034407936556,0,0,0.0177881117298376,0,0,0,0,0,0.0359058944106261,0,0.0612188761618835,0.149569489891362,0,0,0,0,0,0,0,0,0,-0.246916940265212,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053980750596247,0,0,0,0,0,0,0,0.113360207092806,0,0,0,0,0,0.0124657136102621,-0.00891297984929091,0,0,0,-0.0744785362939995,0,0
X002475.SZ,0,0.0592985895642196,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0121038596945391,0.0129843877760052,0,0,0,0,0,0.0895099727671605,0,0,0,0,0,0,0,0.20848621888313,0,-0.082539396588252,0,0.117702943944629,0,0.213247355311153,0.044565808683724,0,0,0,0,0,0,-0.00281938230364878,0,0,0,-0.0590639051535661,0.0310192840850291,0,0,0,0,0,0
X600690.SH,0,0,0,0.00853087817114102,0,0.30935569651427,0,0,0.0493555041830351,0,-0.0145289396887825,0,0,0,0,0.0730746264411726,0,0,0,0,0,0,0,0,0,-0.0273929679329951,0,0,0,0,0,0,0.0691231593645365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173728435217662,0.0266155416878729,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-4.33680868994202e-19,0,0,0.334507917243869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196062283738615,0.0909494376702149,0.164384965574654,0.151035718538028,0,0,0,0,0.156573973689684,0.112335734546655,0.0347326583473432,0,0,0.09812043782195,0,0,0,0,0.0246671992281499,-0.0107853242457971,0,0,0.441954633552062,0,0.0735791931251827,-0.0421655610896591,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00710327937426398,0,0.104189097165949,0,0,0,0,0,0,0,-0.111505586268254,0,-0.0846852035057172,-0.0534973219671383,0.0692035983924536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581593307887096,0,0,0,0,0,0,0,0.0541941466982033,-0.0103418600216664,0.00401253294239967,0,0,0,0.0936809374077642,0,0
