,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X600031.SH,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X300124.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X600741.SH,X002371.SZ,X000625.SZ,X000100.SZ,X002049.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X300003.SZ,X600183.SH,X002179.SZ,X002414.SZ,X000800.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000547.SZ,X000050.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.190189281167189,0,0.061724138448523,0,0,0,0,0,0.119742134136586,0.193200620915468,0,0,0,0,0,0,0,0.0770678838886155,0,0.0132837796275172,0,0,0,0,0,0,0,0.0032630213055005,0,0,0,0.0691931923877391,0,0,0,0,0,0,0,0,0,0.0562909199827173,0,0,0,0,0,0,0,0,0,0.00215571493314863,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.190883920019726,0.0834149812356831,0,0.458784032350311,0,0,0,0,0,0.0853500492798901,0,-0.00978487918829898,0,0,0,0,0,0,0,0,0,0.00998582911357478,0,0,0,0,0,0,0,0.0120173804893513,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0558078319056492,0,0,0,0,0,0
X600276.SH,0.247689576543012,0,0,0,0.0376534132206047,0,0,0.0363882402816079,0,0.14232428003909,0.0601658376424249,0,0,0,0,0,0,0,0,-0.0696534834034453,0.0452061118989641,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.11268158366908,0,0,-0.0488865981769549,0,0.0622737599090799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183098005423994,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314041810356229,0,0,0,6.93889390390723e-18,0,0,0,0,0.0337578492287993,0,0.0677425934570872,0,0.0555535661912876,0,0,0,0.107162721863968,0,0,0,0,0,0,0,0,0.0299165277856306,0.00694972269571196,0,0.0869728365430436,0.0203490845701232,0.0458640658118124,0.0382717613847059,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.1328943807106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320503241353474,0,0,0,0.186886951989613,0,0,0,0.109142095051012,0,0,0.0712492766315064,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019196884815552,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435112432914779,0,0.0415006653005021,0.0103068672226796,0,0,-8.67361737988404e-19,0,0.0656051759044477,0.0153176265012365,0,0,0.038695602981841,0,0.161601110854496,8.67361737988404e-19,0.0930238082560772,-0.0329006156311004,0,0,0.0924282991784583,0,0,0.0146813900707244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364335089883092,-0.0215156839142342,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.220603452286456,0,-0.0278115178517882,0,0,0,2.16840434497101e-19,0,0,0.0531510237995318,0.0835379402387812,0,0,0,0,-0.0177582680890276,0,0,0.0769925014208388,0,0,0,0,0,0,0,0,0.165070151543019,0,0,0,0,0.0875773029916333,0,0,0,0,0,0,0,0,0,0,0,0.0214767199533244,0,0,0,0,0,0
X002304.SZ,0,0.327708098922782,0,0,0,0,0,0,0,0.285416072118312,0,0,0,0,0,0,0,0,0,0,-0.0158504665513658,0.0518465729744952,0,0,0,0,4.33680868994202e-19,-0.00193913849615858,0,0.180323053748159,0,0,0.0552899656437215,0,0,0,0,0,0,0,0,0,0.012753594334314,-0.0253799033776836,0,0,0,0,0,0,0,-0.00162407232197945,0,0,0,0,0,0,0
X600031.SH,0,0.0567929822146047,0,0,0,0,0,0,0,0,0,0.040461945049884,0,0,0,0,0,0.458459223458328,0,0.0470265419822198,0.00492662063493063,0.0433309099544607,0,0,0.0833411654047912,0,0,0,0,0,0.205605306723477,0,0,0,0,0,0,0,0,0.00633376700342582,0,0,0,0,0,0,0,0,-0.0682566162317657,0,0,0,0.000736746021678695,0,0,0,0,0,0
X000568.SZ,0,0.222085548196935,0,0,0,0,0,0.482527019875903,0,0,0,0,0,-0.161031210313575,0,0,0.144710976422382,0,0,0,0.0447646824094711,0.137259911087436,0,0,0,0,-0.0753945091269876,0,0,0,0,0,-0.0753424794186715,0,0,0,0,0,0,0,0,0.0352149850803838,0,0,0,0,0,0,0,0,0,0,0.0130295286747884,0,0,0,0,0,0
X600809.SH,0,0.204702769105643,0.285288270635816,0,0,0,0,0.054329229541287,0,0.298411016164045,0,0,0,0,0,0,0,0,0,0,0.0927460948031363,0,0,0.0344586364610975,0,0,0,0,-0.0260128817330711,0,0,-0.0212799556944412,0.0151113902807298,0,0,-0.0900984890812137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358571088497869,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297685757287645,0,0.0293962769659046,0,0,0,-0.0335678235213646,0.418936998772541,0,0.175109924561974,0.122625563006539,0,0,0,0,0,0,0,0,0,0,0,-0.0912358101184916,0,0.0173655795530984,0,0,0.228775511471225,0,0.137444058000449,0,0,0.0220317512731185,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0483136982221692,0,0,0,0.29075029724139,0,0,6.93889390390723e-18,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0865383922926162,0,-0.0455080717293135,0,0,0,0,0,0.262661740203542,0.0870175678319499,0,0,0.00731221945955325,0,0.0639183761167274,0.00626840187260697,0,0,0,0,0,0
X000661.SZ,0,0,0.406498669666241,0,0,0,0,0,0,0,0,0,0.112315620663739,0,-0.188253749859416,0,0,0,-0.483988318773399,0,0,0.188863879041075,-0.647112916123484,0.524182176376773,0.082695812748698,0.0852689108416389,0,0.209370534596292,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.214174806577087,0,0,0,0,0,0,0,0,0,0,0,0.226857529357644,0,-0.0118248806891287,0,0,0,0,0,0
