,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002304.SZ,X002475.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X000799.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X002414.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X600779.SH,X601799.SH,X300146.SZ,X300003.SZ,X000800.SZ,X600183.SH,X002074.SZ,X000977.SZ,X000066.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.144434270753421,0,0,0.151721061284504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0167440357774594,0,0,0,0,0,0,0.0928935128716911,0,0,0,0,0,0.0321916729085624,0,0.0291446937683888,0,-0.142756628353196,0,0,0.0319128409997461,0,0,0,0,0,0
X000858.SZ,0,0,0,0.272139592314955,0,0.418857906080582,0,0,0,0,0,0,0,0.0423540421330207,0,0,0,0,0.0444885078188278,0,0,0.00619115956023712,0,0.0226251046754907,0,0,0,0.0674638401509866,0,0.007943718699517,0,0,-0.0290792619620309,0,0,0,0,0,0,0,0,0.0538953416378117,0,0,0,0.0285574165950497,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0119449644959613,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.124212100007485,0,0,0,0.018858575720287,0,0,0,0,0,0,0,0.154222256486436,0,0.0151893080901464,0.0323424949626376,0,0.0352961200361365,0.0297389542551277,0,0,0,0,0.10201662691668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149914039538161,0,0,0,-0.0404828962367108,0,0,0,0,0.0013077862919269,0,0
X600276.SH,0,0,0,0,0,0,0,0.0568027427951851,0.188112873927801,0,0,0,-0.105716091155475,0,0,0,0.0779118538822993,0,0,0,0,0,0,0,0,0.058925541844529,0,0,0.013473157230645,0,0,0,0,0.00775406665749517,1.73472347597681e-18,0,0,0.0466987213127451,0,-0.0297020967856051,0,0,0,0,0,0,0,0,0,-0.0104400640961444,0,0.203705015284504,-0.076949777894825,0,0,0,0.0340967944332206,0,0
X600809.SH,0,0,0,0,0,0.0449317905252119,0,0.0575376299702026,0,0,0,0,0,0,0.0918652299884036,0,0,0,0,0,0,0,0,0.0456321660721564,0,0,0.085173799559095,0.35199018326516,0,0,0,0,0.0456911105144968,0,0,0,0,0,0,0.0602993222751572,0,0.0825979520303236,0,0,0,0.145507216189418,0,0.0520103143901313,0,0,0,0,0,0,0,0,0.0407391469471587,0,0
X000568.SZ,0,0.618413716591494,0,0,-3.46944695195361e-18,0,0,0.223210109606147,0,0,0,0,0,0,0,0,0,0,-0.0356659509047097,0,0,0.0400667725098448,-0.105513198315599,0.0413858612717543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649314430628033,0,0,0,0,0,0.191447234551298,0.0603421578940262,0,0,0,0,0,0,0,0,0,0.00772040652858966,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00525356654241971,0,0,0.107502341825978,0,0,0,0,0.0828758314540483,0,0,0,0,0,0,0,0,0.172230666456543,-0.00345528855291426,0.00560457607587861,0,0,0,0,0.157509940472166,0.0387490402172535,-0.0701576301324919,0,0,0,0,0,0.0300387574424321,-0.135345530579009,0,0,0,0,0,0,0,0,0.0282428333161017,0,0,0,0,0,0,-0.0126120148811398,0,0
X002304.SZ,0,0,0,0,0,0.116100950421028,0,0,0.00778479828482155,0,0,0,0,-0.108057733960889,0,0,0,0,0,0.553376729176921,0,0,0,0,-0.0557027727283888,0.0516460825192937,0,0,0,0.040807870193338,0,0,2.16840434497101e-19,0,0,0.0569866746892232,0,0,0,0,0,0.312651005125751,0,0,0,0,0,0,0,0,0,-0.162642260907525,0.152900118120401,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10535852651688,0.00348535054483885,0.00362532667558313,0,0,0.0409902843342459,0.321270545962603,0,0.0639134156380463,-0.0721403528680517,0,0.161667000849956,0,0.0716709479649181,0,0,0,0,0,0,0,0.0569393083515515,0,0,0,0,0.0225807910620491,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510667197134496,0,0
X600104.SH,0,0,0,0,0,0,0.064702923619731,0,0.0619628619253631,0,0,0,0,8.67361737988404e-19,0.0727554339718139,-0.0248996229698256,0,0,0,0,0,0,0.0822401049705699,-0.0665603627660503,0.0141689946816623,0.124006437688188,0,-0.0576684245677209,0,0,0,0,0.0828600284294393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645505509228516,0.0256073267056324,0,0,0,0.00375254568520488,0,0
