,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000338.SZ,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600584.SH,X600066.SH,X600372.SH,X000977.SZ,X600522.SH,X002028.SZ,X600741.SH,X002236.SZ,X600183.SH,X000921.SZ,X002049.SZ,X601877.SH,X002223.SZ,X000661.SZ,X002180.SZ,X600487.SH,X000800.SZ,X002129.SZ,X002074.SZ,X600418.SH,X002156.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.195924249478077,0,0,0,0.165828177578775,0,0,0,0.157221138207295,0,0,0,0,0,0,0,0,0,0.10537650643972,0,0,0,0,0,0,0,-0.0248718234402093,-0.00591705154435091,0,0,0,0,0,0,0,0,0,-0.0192800843267852,0,0,-0.0482100183841205,-0.0322499860590535,0,0,0,0,-0.0402185752698191,0.0463156277171564,0,0,-0.0286404363583129,0,0,0,0,0.0175421947952624,0,0
X000858.SZ,0.14404790662577,0,0,0,0,0,0,0,0,0.436128087567873,0,0,0.0528919881376118,0,0,0,-0.016363135013429,0,0.0495385277215312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741494657666211,0,0,0,0,0,0.0366125758618263,0.031496171147448,0,0,0,0,0.0103710406081405,0,0.0804107734392155,0,0,-0.0286119813181214,-0.0314493549704983,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.0134466123251953,0,0,0.144331413967573,0,0,0,0,0,0,0,0,0,-0.139509016638924,0,0,0,0,0.0499193606581354,0,0,0,0,0,0,0,0,0,0.0178064219349528,0,0,0,0.00576500045163908,0.112404479858125,0,0.0255838304617607,0,0,0,0,0,0,0.120570931024511,0,0,0,0,0,0,0,-0.187206413590011,0,0,0.0273262611835373,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0955492587064719,0,0,0,0,0,0,0,0,0,0,0.0195713876713723,0,0,0.0190981734512479,0,0,0.440191504140378,0,0,0,0,0.166082385814757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652228735585496,0,0.00252595525085732,0.0243571914223407,0,0,0.112656032189087,0.0150462821532899,-0.114334060082675,0,0,0,0,0
X600690.SH,0,0,0,0.0444515329722989,0,0,0,0,0.166344099536311,0,0,0,0,0,0.0289932693128412,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.00567763316362489,0,0,0,0,0.00192814430993014,0,-0.0333429721100144,0,0.1640431184935,0,0,0,0,-0.150456984200219,0,0,0,0,0,0,0,0,0.0325408520593346,0.0444009367080291,0,0,0,0.133175300617834,0,0
X600809.SH,0.561265073690866,0.00452231980824961,0,0,0,0,0,0,0,0,0,0,0,0,-0.0824186295692796,0,0,-0.0212961461851709,0,0.0729566468779083,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.00902082478174885,0.0816216771663059,0,0,0,0,0,0,0,0,0,0,0,0,0.153697974433689,-0.131962783129103,0,0,0,0,0.00478646181665516,0,0,0,0,0,0,0,0.0216595796442764,0,0
X600276.SH,0,0,0,0,-0.158465105286438,0,0,0,0,0,0,0,0,0,0,0,0,0.0720846777888285,0,0,0.0578430613546276,0.154820282130339,0.464645066929954,0,0,0,0,0,0,0,-0.378069975895443,-0.0135294679928484,0.0671784234447828,0,0,0,0,0,0.134567404406375,0,0,0,0,0,0,0,0,0,-0.0440659319033275,0,0,-0.0420016237217587,0.0340949779864325,-0.0132625502348455,0,0,0,0,0
X003816.SZ,0,0,-0.0626472896086371,0,0,0,0,0,0,0,0.0165247866792151,0,0,0,0,0,0,0,0,0,0,0,0,-0.244814228361527,0,0,0,-4.33680868994202e-19,-0.0250561689389032,0.00311221624677743,0,0,0.0947951310297136,0.0757266779819883,0,0,-0.0943680729265353,0,0,0,0,0,0,0,0,0,0,0,0.0082139521745295,0.05431347856953,0,0.0161666182758876,-0.043227067334026,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.266112470625875,0,0,0,0,0.127649184364474,0,0,0,0,0,0.0834603278118319,-0.109869606607982,0,0,0,0,0.1070898757115,0,0,0.230415102997611,0.219581973132054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0804010488620149,-0.0290253264010581,0,0,0,0,0.00947998344766048,-0.0241538951420025,0.0665711295480619,0,0,-0.0256219677221815,0,0
X000568.SZ,0,0.857362427032364,0,0,0,0,0,0,0,0,0.0464848412761626,0,0,0,0,0,0,0,0,0.136757629953469,0,0,0,0,0,0,0,0,0,0.0599852335055743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128326489046677,0,0,0.162104437538964,0,0.00508330427397916,0,0,-8.67361737988404e-19,-0.0313353207897516,0,0,0,-7.99645993909951e-05,0,0
