,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X002236.SZ,X002292.SZ,X002475.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X300003.SZ,X600839.SH,X600177.SH,X002294.SZ,X002074.SZ,X002129.SZ,X600867.SH,X002506.SZ,X000869.SZ,X002276.SZ,X000977.SZ,X600498.SH,X000800.SZ,X600582.SH,X002008.SZ,X002180.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0952359265421897,0,0,0,0,0.251304606869461,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0518756655869356,0,0,0,0,0.191746571016722,0,0,0,0,0,0,0,0,0,-0.00297191835532433,0,0,0,0,0,0,0,0,-0.074977831549584,0.0809602933798315,0.0195070744170913,0,0,0,0,0
X600104.SH,0,0,0,0,0.00296124824737054,0,0,0.0109553244446112,0.260511810717011,0,0,0,0,0,0,0,0,0.253146307158259,0,0,0,0,0,0,0,0.333607185499261,0,0,0,0,0,0,0,0,0,0.0191537990856124,0,0.0449559347413224,0,0,0,0,0,0,0,-0.0930243813306879,0,0,0,0,-0.0269203353277739,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495758753750929,0,0.0335098215238569,0,0,0,0,0.0325829188268931,0,0,0,0.0350710312894799,0.116392451371785,0,0.00287539511598313,0.0527589210875848,0,0,0,0,0,0.145053928406166,0,0,0.181813991882204,0,0,0,0,0,0,0,0,-0.151818923598058,0,0.0356302621185765,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0970714546207447,0,0,0,0,0,0,0.115218964107977,0.0481558330109762,0,0,0,0,0,0.0138004781307238,0,0,0,0.030044647361502,0,0,0,0.165828351656628,0,0.00581037558749035,0,0,0,0,0.0264026329395153,0,0,0,0.117297924992033,0,0,0,0,0,0.122324521765528,0,-0.0253530816849319,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00659135440420464,0,0.0512856012298875,0.122255945987703,0.150784950747082,0,0,0,0,0.0841375101536696,0,0,0,0,0.0768935433207201,0,0,8.67361737988404e-19,0,0,0.0265948930590443,0,0.163031767216943,0,0,0,0.0416232323264151,0,0,0,0,0.00966464866407744,0,0,0,0.0559210694615308,0,-0.0293893671981308,0,0,0,0,0,0,0
X000858.SZ,0.0400507413755585,0,0,0,0,0,0.244521701788573,0.165691852480863,0,0,0,0,0,0,0,0.0282162783698646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635038310102492,0,0,0,0,-0.148029130549934,0,0,0,0.0282947925293626,0,0,0,0,0,0,0,0.022972211171034,0,-0.0252780934802828,-0.0732962812326165,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304940383260013,0,0.146829106834871,0,0.0775479140578452,0,0,0,0,0.176090422951621,0,0.0690630153082321,0,0,0.110644810232519,-0.0575029255729906,0,0,-0.189393375306856,0,0,0,0,0,0.188510089540221,0,0,0.0130776378950917,0,-0.0357231337337083,0.118178540440324,0,-0.0321308809111032,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.185774218722787,0,0.201455802577608,0,0,0,0,0,0,0,0,0,0,0.116680163361142,0,0,0,0,0,0,0,0.255316704925616,0,0,0,0,-0.013561579639071,0,0,0,0.15264650622895,0.0232380034147794,0,0,-0.0335804223631475,0,0,0,-0.0438242740931472,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0577372969946956,0,0,0.105565707694502,0,0,0,0,0.0133536169241058,0,0,0.00636238905036746,0,0.0862054229263759,0.180034175186364,0,0,0,0,0.245556221988391,0,0,0,0,0,0,0,0,0.0719648715597512,0,0,0,0,0,0,0,0,0,0,0,0,0.00499123594749814,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.167531135381974,0.0261217404682703,0,0,0,0.164140889830665,0,0,0,0.00826668923341988,0.124493292001451,0.0271494401766141,0,0,0,0,0,0.0101513186295564,0.0558428008762009,0.00303447753392452,0,0,0,0,0,0,0,0,0,0.0223669667841935,0.0365295874032744,0.0148969482426239,0,0.244885670521224,0,0.000422567449848673,0,0,0,0,0,0,0,0,0
