,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X000661.SZ,X600372.SH,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002007.SZ,X000800.SZ,X600522.SH,X601799.SH,X600460.SH,X600183.SH,X002463.SZ,X300142.SZ,X002180.SZ,X002074.SZ,X002028.SZ,X600418.SH,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.496065118352718,0,0,0,0.0247175109558024,0,0,0.0298574345329291,0,0,0,0,0,0,0,0,0,0,0,0,0.0319243195822495,0,0,0,0,0,0,0,0,-0.168015416913836,0,0,0,0,0,0,0,0,0.184964360579405,0,0,0,0.0602162424321173,0,0,0.18732000350387,0.0959101504930664,0,0,0,-0.000700173338810367,0,0,0,0,0.0814998309872043,0,0
X000858.SZ,0.276294122167414,0,0,0.0260633016206734,0,0.16971359284659,0,0.00889161643434083,0,0,0,0.181214873314698,-0.136328289743278,0,0,0,-0.0343045274918917,0,0,0,0.113094913839528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673750617230225,0,0,0.0195642806607822,0,0,0,0,0.0192797420066455,0,0,0.000618248352919862,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0497947386285649,0,0,0,0,0,0,0,0,0.113582560933051,0,0,0,0,0,0,0,0,0,0,0,0.241103660618043,-0.0813619047850476,0,0,0,0.0855545006807569,0,0,0,0,-0.0535864715009669,0,0,0.0329983934248979,0,0,0,0.0757215924235739,0,0,0,0.0861293460070805,0.00541391116251998,0,0,0,0,0,0,0
X000568.SZ,0.344250015307693,0.14234707149304,0,0,0,0.192721874013223,0,0,0.00357090716964833,0,0.157557206810423,0,0,0,0,0.293760036583929,-0.0255718192132238,-0.0421177464949758,0.0556021016174567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538625701453235,0,0,-0.00689397590453015,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0755363802984525,0,0,0.0790814207635395,0,0.0320248768517316,0,0,0,0,0,0,0,0,0,0.0980631440878438,-0.0694378049661293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00704621146574129,0,0,0.0126801662439117,0,0.0127267472755411,0,0,0,0,0,0,0,0,0.294356066190711,0,0,0.00987936298670289,-0.000921355334658868,0,0,0,0,0,0
X600809.SH,0.204229643625618,0,0,0.367009764001064,0,0,0.0644091350739966,0,0,0,0,0,0,0,0,0.0740552934286306,0,-0.0204980619624897,0,0,0,0.0936688264071627,0,0,0,0,0,0.00550823980650841,0,0,0,0,0,0,0.0104179313105422,0,0,-0.0840817638324585,0,0,0,0,0.045947753215743,0,0,0,0,0,0,0,-0.0307084705881087,0.0497202400808372,-0.0981549867607045,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.303714778781973,0,0,0,0,-0.140768104306508,0,0,0,0,0,0.103130641029679,0,0,0,0,0,0,0,0,-0.0482847290479594,0.0526765288452981,0,0,0.158122638565772,0,0,0,0,-0.109093109599824,0,0,0.025529027582337,0.100895667128847,0,0,0,0.318003173975605,0,0,0,0,0.0431988807198135,0.250359889918381,0.139090509794039,0,-0.0899320448108916,0.12845201630582,0,-0.113387584743709,0,-0.120489800778159,0,0
X600690.SH,0.182047413626377,0.0434926279082376,0,0,0,0,0,0,-3.46944695195361e-18,0.0285482348960593,0,0,0,0,0,0.111149693381541,-0.0257748703476852,0,0.0584775199276766,0,0,0,0,0,0,0,-0.011928789315495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262641107786358,0,0,0,-0.0133339804807807,-0.00449227161941422,0,0,0,0.0115370854275197,0,0,0,0,-0.0537912183946417,0,0
X000625.SZ,0,0,0,0.139933257989641,0.191065366850741,0,0,0,0,0,0,0.103525936687841,0,0,-0.110329870061964,0,0,0,0.322066792619694,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.713194595440653,0,0,-0.136305396535499,0,-0.103867572278058,0,0.102296077721769,0,0,0,0,0.389356289298729,0,0,0.0833735646254555,-0.00905532113743487,0.0315052734576382,-0.355326325902737,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0423032801911454,0.188725122338774,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166561238128055,0,0,0,0,0,0,0,0,-0.163193628853548,0.0653288689047583,0,0,0,0,0,0.0326591732539694,0.0757589121057278,0,0,0,0.0574279426487423,0.110149194831588,0,0,0,0,0,0,0,0.0816742271302533,-0.158200227511445,0,0,0,0,0,0
X300124.SZ,0,0,0,0.133940843028871,-0.00942972449763347,0,0,0,0,0,0,0,0,0,0,0,0,-0.114559698831344,0,0.220567172171468,0,0,0,0,0,0,0.127679021749685,0,0,0,0,0.152905961170388,0,0,-0.0520388544710252,0,0,-0.188797838979584,0,0,0,-0.0757385527803962,0,0,0.200658769289236,0,0,-0.00669747179164487,0,0,0,0.0139025635967061,-0.0160099181313403,0,0,0,0.0220489861400641,0,0
