,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X600372.SH,X600741.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X002236.SZ,X600118.SH,X000581.SZ,X601877.SH,X002475.SZ,X000550.SZ,X600177.SH,X000800.SZ,X600582.SH,X002129.SZ,X000568.SZ,X300124.SZ,X002294.SZ,X000559.SZ,X000623.SZ,X002292.SZ,X600060.SH,X000050.SZ,X300003.SZ,X002456.SZ,X000400.SZ,X000869.SZ,X300146.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.229927502044913,0,0,0,0.0923291047107558,0,0.106511470167866,0.127561512021258,3.46944695195361e-18,0,0.305986788008742,0,0,0,0,0.147384479172495,-0.00818025771992814,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0801681268629839,0,0,0,0,0.0787435561561653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123376615459426,0.000818671032553801,0,0,0,0,0,0
X600519.SH,0,0,0.0231125889606543,-0.0201076489658871,0,0,0.0983569435668285,0.189440626457138,0,0.115608421960525,0,0,0,0,0,0,0,0,0,0,0,-0.0211911469534319,0,0,0.0593539120213922,0.135886111035234,-0.100954595366818,0,0.00542984059253314,0,0,0,0,0,0,0,0.00129582169512033,0,0,0,-0.0243775791642978,0,0,0,0,0,0,0,0,0,0,0,-0.00405092512936277,0,-0.109572474414165,0,0,0,0
X000651.SZ,0.0914179516173395,0,0,0,0.130039666001701,0.210085014390849,0,0,0.12193166949231,0,0,0,0.0235541947279773,0,0.0254250687371426,0,0,0,0,0,0,0.0606486415197715,0,0,0,0,0,0,0,0,0,0,0,0.0117923544537656,0,0,0,0.0435076743250621,0,0,0,0,0,0,0,0,0,0,0.214304790810824,0,0,0,-0.0129653579395904,0,-0.102927794075785,0,0,0,0
X002415.SZ,0,0,0,0,0,0.308409749390512,0,0,0,0,0,0,0.098203948155161,0,0,0,0,0,0,0.0146446319349698,0,0,0.202551482436425,0,0,0,0,0.0111045189744577,-0.160366357181186,0.212729368541114,0,0,0,0.163926858530918,0,0,0,0.02519539842981,0.032727821452385,0,0,0,0.138172940356019,0,0,0,0,0,0,0.0636570841041968,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.14908065356723,0,0,0,0.220862959158448,0,0,0,0,0.0532828199460119,0,0.076092623626104,0,0,0,0,0.0858268832467036,0.0650497494939807,0,0,0.0969494235553543,0,0,0,0.0759547433557157,0.0969778405881186,0,0,0.0103998634957835,0,0,0,0,-0.0336620212782735,0.109926859615856,0.10602480461864,0,0,0,0,0.0110428853280124,0,0.045995353534147,0,0,0,0
X000625.SZ,0.314813842068975,0,0.101185621467925,0,0.0113031370562364,0,0,0,0.0867765657222961,0,0,0,0,0,0,0.125269618467356,0,0,-0.207241197402337,0,0,0,0,0,0,0,0,0.277086608856821,0,0,0,0,0,0,0,-0.0124025186250826,6.93889390390723e-18,0,0,0.0145260613904595,0,0,0,0,-0.0909775237236486,0,0,0,0,0,0,0,0.0154962181126162,0,0.180719620349051,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.543358091872072,0.0331264602552516,0,0.0711240803307855,0,0,0,0,0,0,0,0,0.216919823973207,0,0,0,-0.0982804310993975,0,0,0,0.0764557594132223,0,-0.0162190279497544,0,0,0,0,0,0.0222146344142346,0,0,0,0,-0.0367950349938559,0,0,0,0,0,0,0,0,0,0,0,-0.0160353788693153,0,0,0,0,0,0
X000858.SZ,0.0118006531245274,0,0,0,0.0619834473032712,0,0,0,0.103814332020065,0.0938839948666445,0,0.0344150648485183,0.0487012888531436,0.0951762673021074,0,0,0.169060271558479,0,0,0,0,0,0,0,0,0,0,0,0,0.0466933706626407,0,0,0,0,0,0,0,0,0,0.0478116876367501,0,0,0,0,0,-0.00755722931791685,0,0,0,0,0,0,-0.0031041661351831,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0666633210345644,0,0,0,0,0.129313577266912,0.104104076790813,0.0205372374176073,0,0.0103774973835562,0.155000436930004,0,0.0535528875397596,0,0,0,0.0428842489806823,0,0.0764400989527023,0,0,0,0.0343964674556188,0,0,0,0,0.0629630191145421,0,0,0.0564224454767599,0,0,0,0,0,0,0,0,-0.0978832578824682,0,0,0,0,0,0.0289083093797704,-0.00307726384043252,0,0,0,0,0,0
X600690.SH,0,0,0.15977123170564,0,0,0,0,0.0938856430168838,0,0,0,0,0.244002832390518,0.176795276724841,0,0.0311169474880247,0,0,0.0520359745117569,0.0377226284123251,0,0,0,0,0,0,0,0.00606792484444185,0.0964588136975886,0,0,0,0,0.0122568378527557,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.00497321862435001,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.012012570406592,0,0,0.033784804560671,0,-0.0902447789398484,0,0,0,0.000918878021927659,0,0,0,0,0,0.0569238650084431,0.229936105010709,0,0.00692884004308176,0.0688515658523759,0,0,0,0.0413900252349392,0,0,0,0,0.15021833639854,0,0,0,0,0,0,-0.0479845759690283,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137060008163374,-0.00702250473457197,0,0,0,0,0,0
X600031.SH,0.113863017634666,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.808825238377491,0,0,0,0.019335185192892,0,0,0,0,0,0,-0.022769375330499,0.0632355397556848,0,0,0,0,0,0,0,0.00648901387991741,0,-0.00271077893678024,0.0194526825090423,0,0,0,0,0,0,0,0,0,0,0,-0.0145760007852904,-1.0842021724855e-19,0,0,0,0,0,0
X000100.SZ,0.101813986092051,0,0,0,0.20827445236871,0,0,0.0708386450657447,0,0.0392362011186855,0,0.00989712611687717,0,0,0,0,0.0224091989953148,0,0,0,0,0,0,0,0,0.0316739163953459,0,0.0263936976088838,0,0,0,0,0,0,0,0,0,0,0.290701133490622,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199526759511666,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.11307627908412,0.119183025982955,0,0,0,0,0,0,0.628311027363765,0,0.091962168006242,0,0,0.0276279463010073,0,0,0,0,0,0,0.0286382158679323,0,0,0,0,0,0,0.0144842104065361,0,0,0.00523981708549301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261651144145522,0,0,0,0,0,0
X600372.SH,0,0,0.0709026042806958,0,0,0,-0.0407844656988121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420648611853677,0,0.193395400609256,0,0,0.126736571241654,0,0,0.101870945905856,0,0,0,0,0,0,0.0119950177769701,0,0,-0.0523499699364903,0,0,0,0,0,0,0.0562635006511178,0,0.0226257362011898,0,0,-0.0297601365817132,0.0401519118045286,-0.0913875272365268,0,0,0,0,0
X600741.SH,0.402396966414957,0,0.0642267290656137,0,0,0,0,0,0,0.0775918653048313,0,0,0,0,0,0,0,0,0,0,0.101693145540145,-0.0305622907874439,0,0,0,0,0,0.0313237765429661,0,0,0,0,0,0.062956030246022,0,0,0,0,0.0260480390507959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143763926504741,0,0,0,0,0,0
X000157.SZ,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.784523226348675,0,0.0109730167310933,0,0,0,0,-0.0263149576505454,0,0,0,0,-5.42101086242752e-20,0,0,0,-0.014976659917928,0,0,0,0,0.0376000844717877,0.0547506989865205,0,0,0,0,0.00608875811253534,0.212405954636579,0,0,0,0.012631621113202,0,0,0,0.0392419691258874,0,0,0,-0.0604994480454425,0.00965319637665624,0.118845785522022,0,0,0,0,0
