,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X600703.SH,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002007.SZ,X002129.SZ,X000157.SZ,X002179.SZ,X601877.SH,X002049.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X000800.SZ,X300003.SZ,X002008.SZ,X002074.SZ,X000977.SZ,X600779.SH,X002185.SZ,X002508.SZ,X000547.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.51270519089507,0,-0.146337311583079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00780858784661298,0,0,0,0,0,-0.0586166395744255,0,0,0,-0.092004895398029,0,0,0,0.123147626015758,-0.0247608722666205,0,0,0,0,0,0,0,0,0,-0.00299695129232196,0,0,0,0,0,0,-0.0416432181558895,0,0.0143381342276527,0.0126435911196797,0,0,0,0,0,0
X000858.SZ,0.117885359856687,0,0,0,0,0,0.147752066114367,0,0.255015338235517,0.0322407198964353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824999051049722,0,0,0,0,0,0.0102767906277226,0.0272333697440355,0,0,0.0272713748053069,0.0710620314465781,0,0.0173565254437853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352466149389537,0,0,0,-0.00602681950617978,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0224328123230688,0,0,-0.0795937985471263,0,0,0,0,0,0,0,0,0,0,0,0,0.015735948218912,0,0,0.194263642545423,0,0,0.0343000978095436,0.00524371202625836,0.016837976048201,0,0,0,-0.0280381081294998,0,0.0150244326829808,0,0,0,0.0711580207637061,0,0,0,0,0,0,0,0,-0.00216582422924342,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0468250443181057,0,0,-0.0374511888239997,0,0,0,0,0,0,0,0,0,0.00334816010393226,0,0.130881215678061,0,0.0563162494090007,-0.0703419880661956,0.027581531291037,0,0,0,0,0.18978793815769,0,0.12454069591141,0.0755347618287004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134032762117934,0,0,0,-0.00658534704281462,0,0
X002475.SZ,0,0,0,0,0,0,-0.0209756050399328,0.102981755164271,0,0,0,0,0,0,0,0.0608219213697749,0,0.0908176225229303,0,0,0.499462213409237,0.0688013876883873,0,0,0,0,0,0,0,0,0,-0.0968539529454849,0,0,0,0.0791899214299982,0,0,0,0.0534515392837804,0,0,0,0,0,0,0,0,0,-0.044622179305315,0,-0.00529984147948551,-0.0507784633053719,0,0,0,0.0151813479505874,0,0
X000651.SZ,0,0,0,0,0,0,0.0241167160055979,0,0,0,0.180207209572997,0.0751281473208898,0,-0.0295193565497256,-0.0434922031799406,0,0,0,0,0,-0.0777921501267612,0,0,0,0,0,0,0,0.229269842944069,0,0,0,0,0,0,0,0,0,0.0247059853477467,0,0,0,0,0.130087532746414,0,0,0.0989741518266679,0,0,0,0,0.00912736064230305,0,0,0,0,-0.0174369578028304,0,0
X000568.SZ,0,0.0825530297539954,0,0,0,0,0,0.0291331510678789,0.335251518050083,0.121736911470585,0,0,0,0,0,0,0,0.0353984854444684,0,0,0,0,0,0,-0.0467060707947239,0,0,0,0,-0.0228290942165906,0,0,-0.0521636228802502,0,0,0,0.0584000659700984,-0.0409505522301587,0.0232054020075848,0,0,0,0,0,0,0.100253310040878,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.198428778892932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506647102347694,0,0,0,0.298307372856193,0,0,0,0,0,0,0,0.0617478182708447,-0.0126044614280124,-0.031948131633754,0.351720202690783,0,-0.0144390282305505,0,0,0,0,0,0,0,-0.00493224767974551,0,-0.0164941760125381,0,0,0,0,0.0132205250278745,0,0
X600809.SH,0,0.0969223440521254,0,0,0,0,0,0,0,0.0478906953752459,0.344349845413264,0,0,0,0,0,0,0,0,0,0,0,0.202079693251177,0,-0.0970945049193222,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,8.67361737988404e-19,0,0.130105789371084,0,0,0,0.373731529145941,-0.223100933548832,0,0,-0.0152106658486826,0,0,0,0,0.0126580324031987,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.346515560258322,0,0,0,0,0,0,0,0.063911600865602,0,0,0,0,0,0,0,-0.068485061168208,0,0,0,0,0,0,0,0,0,0,0,0,0.049772989505384,0,0.213964227549855,0,0.0863038181373573,0,0,0,0.209419844209998,0,0,0,0,0,-0.0234050926445348,0,0,0,0,0.00692061992094545,0,0
