,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002371.SZ,X000661.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X600703.SH,X003816.SZ,X000100.SZ,X300142.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600741.SH,X600779.SH,X000157.SZ,X601877.SH,X002074.SZ,X002007.SZ,X002236.SZ,X600584.SH,X002414.SZ,X601799.SH,X600089.SH,X600884.SH,X600183.SH,X300003.SZ,X300146.SZ,X000800.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.165526928588255,0.020243751125238,0,0,0,0.0774970539564454,0,0.134033375042948,0.0800574700594241,0,0,0,0,0,0,0.0529129490968477,0,0,0.0160908574744968,0,0.0468648566061949,0,0,0,0,0,0,0,0.107729446608976,0,-0.0511466575228234,0,0,0,0,0,0.0592212571938152,0,0,0,0.0156288310997866,0,0,0,0,0,0,0,-0.147035328786136,0,0,0.0172070019112313,0,0,0,-0.0275693516378183,0,0
X000858.SZ,0,0,0,0,0.333583653908895,0.460950696219047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354640670765024,0.0185563977155829,-0.0293829959995785,0,0,0,0,0,0,0,0,-0.0853929517825513,0,0,-0.0414783313529579,0,0,0.18072159364837,0,0,0,0,0,-0.00515433283985872,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.15599654576571,0,0,0,0,0.197501305646795,0,0.0316870192091339,0,0,0,0,0,0,0,0.11255508245309,0,0,0,0,0,0,0.0582996182759208,0,0,0.0162138795119302,0.0474945445215576,0.0208416719336514,0,0,0,0,0,0,0.0595699924176882,0,0,0,0,0.0783767452782999,0,0,0,0,0.0340492394057839,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0798249416987986,0.158509831894405,-0.111579848371178,0,0,0,0,0,0,0.11309140659414,0,0,0,0,0,0,-0.156097335908865,0,0,0,0.0120392694018638,0,0,0,0,0.479821076100328,-0.0352604214963697,-0.138671365995227,0.0632079534457257,0,0,0,0,0,0,0.00433963594338647,0,0,0,0,0,0,0,0,0,0,0,0.0446983899000106,0,0,0,0,0,0
X600276.SH,0,0.05648541049604,0,0,0,0,0.182345629588797,0,0,0,0,0,0,0,0.262066656134332,0.0709718644224438,0,0,0,0,0,0,0,0,0,0.116241351558382,0,-0.189836710916689,-0.0840207590955518,0.0224100514447471,0,-0.0055000597663467,0,-0.0580050895149243,0,0,0,0,0,0,0,0,0,0.12203331058691,-0.142302677150796,0,0.0486050673698145,0,0,0,0,0.0518372912960423,0,-0.0705986527894762,0,0,0,0,0
X000568.SZ,0,0.718114375062111,0,0.0696204399774973,0,0,0.0872155288680565,0,0,0,-0.213086724472544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151732469036805,0.0325635540062648,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0245151253215667,0.0280302245454683,0.0175716853890535,0,0.0447498426268859,0,0,0,0,0,0,0,-0.0167388573735843,0.0286228135874833,0,0,0,-0.0589641821351943,0,0
X002304.SZ,0,0,0,0.271079565084933,0,0.108484699270825,0,0,0,0,0,-0.214870728657966,0,0,0,0,0,0,0,0,0,0,0.483124822187398,0,0,0.0357398147475677,0,0,0.234239462222653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372114245104783,0,0,0,0,-0.228570770000048,0.102020243009916,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0221810299912982,0.147314876090207,0,0.00495822445790882,0,0,0,0.168387048435786,0,0,0,0.00610499367583504,-1.73472347597681e-18,0,0,0,0,-0.0179777429465311,-0.0933816684387173,0,0,0.106672649931012,0,0,0,0,0,0,0,-0.040061472553679,0,0,0,0,0,0,0,0,-0.0743891337115582,0,0,0,0,0,0.0856929879328117,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0452035311175094,0,0,0,0,0,0,0.0706223794658822,0,0,0,0,0.0215017705904351,0,0,0,0,0,0,0,0,0,0,0.10802634754352,0,0,0,0.0522884404558711,0,0,0,0,0,0,0,0,0.0796574677241293,0.109893409984998,-0.0721428420750122,0,0,0,0,0,0,0,0,0.0266042644698842,0,0,0,0,0,0,0
X600690.SH,0,0,0.295181603759483,0,0.233445840803365,0,0,0,0,0,0,0,0.228981786957591,0,0,0,0,0,0,0,0,0.000511684225458739,0,0,0,0.00306673440013856,0,0,0,0,0,0.0221886634124409,0,0.00282275032540105,0,0,0.0428616508552441,0.0116043093103946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487537210855123,-0.0475782903418597,0,0,0,0,0,0,0
