,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X300124.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X300136.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X000157.SZ,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600118.SH,X000559.SZ,X002180.SZ,X600707.SH,X600566.SH,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.14965282934681,0,0,0.0341858909911009,0,0,0,0.0931480462733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0020506342454352,0.0844104164483608,0.0336358346181237,0,0,0.0215912974003422,0,0,0,0,0,0,-0.00598658614025467,-0.00201155081756335,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0111999946030404,0,0,0,0,0.0923389020768834,0,0.00274734020201569,0.359277548684529,0,0.0692681415195839,0,0,0,-0.0204673575626996,0,0,0,0,0,0,0,0,0,0,0,0.0239982374466256,0,0,0,0,0,0,0,0,0.0553982280230879,-0.0446680098724136,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0191773554841423,0.0265862696429241,0,0,0,0,0,0
X002415.SZ,0,0.0418903728721442,0,0,0,0,0,0,0,0.0443659045137241,0,0,0.14948923676047,0,0,0.0286127184879493,0.0522875542025047,0,0,0,0,0,0.136717878869726,0,0,0,0,0,0,0,0.0338939022369886,0,0,0,0,0,0,0,0,-0.025577794948011,0.0369546781086138,0,0,0,0.0751602038368323,0,0,0,0.0456468614145439,0,0,0.0246041552823924,0.00573103317225252,0.199520401572314,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00381298539782803,0,0,0,0,0.310449803971053,0,0,0.107232610224594,0,0,0,0,0,0,0.0702733589948323,0,0,0,-0.0266757699576742,0,-3.46944695195361e-18,-0.0847790920053448,0,0.203867344081097,0,0,0,0,0,0,0,0,0,0,-0.00922318377842257,0,0,0,0,-0.024164421361276,0,0,0,0,0,0,0.00871403954715693,0,-0.0552553061783093,0,0,0,0,0
X000858.SZ,0,0,0,0.26433589887901,0,0.0739377305438855,0,0,0,0,0,0.340149084202405,0,0,0,-0.0430408876935633,0,0,0,0.0250503631000837,0.0303471709943018,0,-0.106712617129847,0,0.0542241991524259,0.173673849485647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212424995212902,0,0,0,0,0,0,-0.0267778313284333,0.0127159696791422,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.124569967196245,0,0,0.0749511876345363,0,0,0,0.0183281109661606,-0.147004611755236,0,-0.0685154910149077,0,-0.0213761695610784,0,0,-0.0388822547639184,0,0,0,0,0,0,0,0.0255505807610617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113034416425404,0,0,0,0.043470155106699,0,0,0.00952673619665364,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0204621301856909,0,0,0,0.0134542761348909,0.131416957547732,0,-0.0252515082683882,0,0,0,0,0,0,0,0,-0.177916249644545,-0.145217575467635,0,0,0,0,0,0,0,0,0,0,0,0.122967471118486,0,0,0,-0.000106440090570975,0,0.0528405194111767,0,0,-0.202803851574271,0.037421934463979,0.0841295916816066,0,0,0,0,-0.080721495054973,-0.0204251013858651,0.019058245444771,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862264,0,0,0,0,0,0,0.236334685754631,0,1.73472347597681e-18,0,-0.106741497304942,0,0,0,0,0,-0.0326446049426803,0,0,0,0,0,-0.03191438838568,0,0,0,0.0389415749790859,0,0,0,0,0,0,-2.71050543121376e-20,0,0.0184903813388503,0,0,0,-0.0823751084201833,0,0,0,0.0773844161493065,0,0,-0.0331913274902029,0.0329873300967962,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0475318114185319,0,0,0.069599330248195,0,0,0,0,0,0,0,0,0.111455823222331,0,0,0.0645367965262198,0,0,0,0,0,0,0,-0.0878873015152582,0,0.0246164696413082,0,0,0,0.0450499007014103,0,0.0141576203144394,0,0,0.0329085426374773,0,0,0.060288343977459,0,0,0,0,0,0.0666088668417593,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.168144508837362,0.198696716013834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160158542598022,0,0.276255087216899,-0.0696911790313946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010015679427859,0,0,0,0,0,0,0,-0.00128627798268318,0,0,0,0,0,0
X600703.SH,0,0.0417159996457521,0,0,0,0,0.35227563519398,0,0,0,0,0,0,0.105781672059081,0,0,0,-0.156113123735659,0,0,0,0,0,0,-0.0475843245266,0,0,0,0,0,-0.00864562945670822,0,0,0,0.185623277280402,0,0,0,0,0,0.143277856793158,0.0345450613652836,0,0,-0.194751216875559,-0.137962448324031,0,0,0,0,0,0.089628048102722,-0.0394622351659316,0,0,0,0,0,0
X000568.SZ,0,0,0,0.201549825778479,0.364094064718829,0,0,0,0,0.0978367494886861,-6.93889390390723e-18,0,0,0,0,0,0,-0.0560863339862632,0,0,0,0,0,0,0,0.184384090694178,0,0.0407032133128469,0,0,0,0.0244440756625864,0,0,0,0,0,0,0,-0.0685513299042826,0,0,0,0,0,0.161322900038228,0,0,0,0,0,-0.0235010137094896,-0.00668490978108348,0,0,0,0,0,0
X002236.SZ,0,0,0.233347297626147,0,0,-0.0716692408378457,0,0,0.140363165615277,0.131165606901211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.138807966537182,0,0,0,-0.133651600598175,0,-0.109930412085403,0,0.0486389218350153,0,0,0,0,0.00911765346441568,0,0,0,0,0,0
X600741.SH,0,0.380221720905645,0,0.00989952725688126,0,0,0,0.0533723665080151,0,0,0.120930724534456,0,0,0,0,0,0.0401527618326091,0,0,0,0,0,0,0,0,-0.026822966991097,-0.244869073538566,0.145813146980226,0,0,0,0,0,0,0,0,0,0,0,-0.0264795768480449,0,0,0,0,0,0,0,0,0,0,0,0.0194887939902228,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0320664288535408,0,0,0,0,0.0841897198516957,0,0.0816438533112605,0,0,0,0,0,0,0.000146915811896864,0,0.140495701829005,0,0,0,0,0,0,0,0,0,0.00195904666779329,0,0,0,0,0,0,0,0.0963627358473834,0.0648140045960454,0.0976865987283821,0,0,0,0,0,0.0291394797407165,0,0,0,0,0,-0.00689595505417967,0.0167863280874234,0,0,0,0,0,0
X002475.SZ,0,0.148632092808678,0,0,0,0.0484713224218944,0,-0.136250401859597,0.0678038767834265,0,0,0,0,0,0,0,0,0,0.14410152520088,0,0,-0.0317480795690238,0,0.081939803028906,0,0,0,0.265270729607061,0,0,-0.0462196760866215,-0.106141147904168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181449474295813,0,0,0.441048456783371,0,0,-0.0407627625782765,-0.00956168019403204,0,0,0,0,0,0
X002241.SZ,0,0,0.136570398562707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305211280685629,0,0,0,0.103873336847164,0.229024883033977,0,-0.0817782281107479,0,0,0,0,0,0,0.00255651909222621,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331573599227334,0,0.16644137750397,0,0,0,0.00467346071227297,0,0,0,0,0,0
