,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000157.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X002463.SZ,X600460.SH,X600702.SH,X000988.SZ,X000800.SZ,X300142.SZ,X000066.SZ,X002028.SZ,X300003.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.237691672534987,0.100793554322886,0,0.105497081228846,0,0,0,0.135079690744608,-0.0176226412868993,0,0,0,-0.0159039932685625,0,0.0259413222604602,0,0,0,0.00747382042735249,0,0,0,0,0,0,0,0,-0.0388538429648442,-0.00588849152273589,0,0,0,0,0,0,0,0,0,0,-0.00629999945356735,0,0,0,0,0,0,0,0,0,0,-0.014653851242621,0.0260827614330479,0,0,0,0,0,0
X000858.SZ,0.0810285681790771,0,0.404191853095033,0,0,0.0367640266967286,0,0,0.0750665812828159,0,0,0,0,0,0,0,0.0935943847135778,0,0,0,0,0,0,0,0,0,0,0,-0.00823358070025361,-0.0135583685285606,0,0,0,0,0,0,0,0,0,0,0,0,0.197650495198251,-0.0101038610703935,0,0,0,0,0,0,0.0429817160410212,0,0,0,0,0,0,0,0
X000568.SZ,0.169371551154756,0.419305688869302,0,0,0,0,0,0,0,0,0.201719574328129,0,0,0,0,0.027967738858193,0,0,0.0319826239305516,0,0,0,0,-0.0980983980463115,0,0,0,0,0,-0.015521142437185,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,1.73472347597681e-18,0.14529934657217,-0.0215094681048829,0,0,0,0,0,0,0,-0.00884217435023365,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145909873170482,0.233734380963926,-0.101003998168475,0,0,0.290320928690776,0,0,0.260007018939585,0,0,0,0,0.273848199421788,0,0,0,0,0,0,0,-0.118057404344542,0,0,0.165620215696436,-0.0475928984584865,0,0,-0.0457336818773737,0,0,0,0,0,0,0,0,-0.000756094561716561,0,0,0,0,0,0
X600276.SH,0,0,0,0.0199029337906047,0,0,0,0.0378545735968487,0,0,0,0,0,0,0,0,0,0.124886425657081,0,0,0,0,0,-0.204179045533802,0,0,0.0457335230037888,0,0,0.0747850811939206,0,0,0,0,0,0,0.168689829669936,0.0486137709609488,0,0,-0.244317998558246,0,0,0.0641048534900227,0,0,0,0.0852925229915035,0,0,0,0.00767207200438855,0,0,0,0,0,0,0
X600809.SH,0,0.0635117707958081,0,0,0,0,0,0,0,0,0.173792772535236,0,0,0,0,0,0,0,0,0,0,0,0,0.0618663827494551,0,0,0,0,0,0.00544976506895397,0,0,0,0,0,0,0,0,0,0,0.102108945230357,0,0,0,0,0,0,0,0,-0.342368932680616,0.372077908249049,0,0.0693190458015609,0,0,0,0,0,0
X002475.SZ,0,0,0,0.107620561944101,0,0,0,0,0,0,0,0.0265024260385386,0,0,0,-0.03373772867103,0,0,0,0.0792020084565561,0,0,0,0.0324073436713833,0,0,0,0,0,0,0.347993655999235,0.464525317690642,0,0,0,0,-0.0322589013958748,0,0,0,-0.00307572932459148,0,0.145424960280664,0.197690418645401,0,0,0,0,0,0,0,0.0187744892564023,-0.0794228895570394,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.139267653181716,0,0,0,0.160599374592076,0,0,0,0,0.0623463934368859,0,0,0.207973282979118,0,0,0,0.0310007328526264,0,0,0,0,0,0,0,0,0.0513954328858652,0,0,0,0,0,0,0,0,0,-0.0198603814209477,-0.0764099475132032,0,0,0,0,0.201688943308675,0,0.0171567407217214,0,0,0,0.0549254512096773,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.161498222657438,0,0.0967822502093483,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0863467957054884,0,-0.590519695132293,0,0,0,0,0.00167140852143427,0,-0.00197505936785998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220151471750431,0.0198463139368455,0,0,0.0444531074851306,0.35490010922116,0,0,0,0.0267337790453269,-0.00802629159835817,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.00604786233636264,0,0.11731246873381,0,0,0.048690758674272,0,0,0,0.0747687116010792,0,0,0,0.180409424237842,0.0644034846891118,0,0,0,0,0,0,0,0.107843328532196,0.174047612605438,0,0,0,0,0,0,0.162428434283373,0,0,0,0,0,0.0468578088782048,0.0917971690411643,-0.290902631082855,0,0.135936020270097,0,0,0,0,0.0197598054200758,0,0,0,0,0,0,0
