,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X002241.SZ,X000157.SZ,X600584.SH,X600703.SH,X600372.SH,X600066.SH,X000977.SZ,X600522.SH,X600741.SH,X002236.SZ,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X002180.SZ,X600487.SH,X600418.SH,X002223.SZ,X000661.SZ,X000800.SZ,X002129.SZ,X000400.SZ,X002156.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0259722703415644,0,0,0,0.163639090381707,0,0,0,0.210165700551308,0,0,0,0,0,0,0,0,0.0330668309366581,0.151440470275275,0,0,0,0,0,0,0,0,-0.0822416687641098,0,0,0,0,0,0,-4.33680868994202e-19,0.0275051532435082,0,0,0,-0.00169938642708546,0,-0.0394096489027913,-0.0384926697623734,-0.0574945603779988,0,0,0,0.0352941881769723,0,0,-0.00564562139975447,-2.71050543121376e-20,0,0,0,0.034305689298159,0,0
X000858.SZ,0.164538951095026,0,0.027274352334434,0,0,0.0115303977825933,0,0,0,0.400659260561822,0,0,0.0242209555776279,0,0,0,0,0,0.0932217593681306,0,0,0,0,0,0,0,0,0,0,0,0,0.0146501361636224,0,0.07830861798888,0,0,0,0,0,0,0,0,0,0.0490888264884556,0.0365059427762972,0,-0.00763897794531097,-0.0354104630984485,0.0737536437112368,0,0,0,-0.0356592812733342,0,0,0,0.0289121827246582,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.147514134345907,0,0,0,0,0,0,0,0,0,0,0,0,0.078897799594677,0.0291055857506276,0,0.450438309072707,0,0,0,0,0,0.0337701007772682,0,0,0,0,0.103131599679409,0,0,0,0,0,0.0437320630036836,0,0,0,0.0256321891692843,0,0,0,0,0.123760280853929,-1.73472347597681e-18,0,0,0,-0.0105569792350351,0,0
X002415.SZ,0,0,0,0,0,0,0.0792128661608499,0,0,0,0,0,0,0.0198881444749766,-0.147357571509024,0,0,0,0,0,0.043241243354726,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0155712845726349,0,0.100333547712221,0.0180550020557287,0,0,0,0,0,0,0,0,0.0875695914442188,0,0,0,0,0,0,-0.142319680771694,0,0,0.0158220892772777,0,0
X600690.SH,0,-0.132415052389206,0,0,0,0,0,0,0.09810002597266,0,0,0.0931315360535968,0,0,0,0,0,0.245674144557195,0,0,0,0,-0.0239231871673686,0,0,0,0,0,0,0,0,-0.0310613425338571,0,0,0,0,0,-0.0061141330168506,0.234606154411031,0,-0.0398125410236674,-1.73472347597681e-18,-0.0432019993489301,0,0,0,0,-0.0397463805290849,0,0,0,0,0.0150106391274354,0,0,0,0.0936356698033818,0,0
X600809.SH,0.200965390879509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0575656976113162,-0.075966041731256,0,0,0.306023819345741,0,0,0,0,0,0,0,-0.0273070227789296,0,0,0.0265049827891959,0,0,0,0,0,0,0,0,0,0,-0.0218289740529564,0,0.0866278402954612,0,0,0,0.0396971006050722,0,0,0,-0.0233778860748927,0.0371235853466977,0.210149535236545,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0354210510136747,0,0,0,0,0,0.074732190079169,0,0,0,0,0,0,0,0,0,0,0.291412424949625,0.260502162217352,0,0,0,0,0,0,-0.275823635743866,0,0,0.0330489548045755,0,0,0,0,0.118527685047,0,0,0.0454673107127782,0,0,0,0,0,0.00170625146959267,0,0,0.305292749987109,0,-0.0515636614444402,0,0,0,0,0.0268107792137092,0,0
X003816.SZ,0,0,-0.0252329103203426,0,0,0,0,0,0,0,0.00933845613313018,-0.13184186849924,0,0,0,0,0,0,0,0,0,0,0,-0.23706381282467,0,0,0,0,0,0,0,0,0,0,0,0,-0.114379661752511,0,0.00343645302502986,-1.73472347597681e-18,0,0,0,0,0,0,0,0.108112226023998,0,0.110375055204057,0,0.0302057407446985,-0.0570022476844812,0.012499065830477,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00602157064886279,0.276978493924132,-0.0525696395924932,0.154368696639725,0,0,0,0,0,0,0,0,0,0,0,0.0403694270944548,0,0,0,0,0,0,-0.020445690393185,-0.0179159798583642,0,0,0,0,0.0477403362670243,-0.0436315238075829,0.00499604009672526,0,0,-0.0320620611831873,0,0
X000568.SZ,0,0.911683063942924,0,0,0,0,0,0,0,0,0.12843640805938,0,0,0,0.0137731593763443,0,0,0,0,0.105824742401309,0,0,0.00487775293242253,0,0,0,0,0,0,0,0.0779725458493028,0,0,0,0,-0.0306048520394526,0,0,0,0,0,-0.127838665712199,0,0,0.0173773831432706,0,0,0,0,0,-0.0378059529754069,0,-0.0765415566801828,0,0,0,0,0,0
X002371.SZ,0,0,0.127234180855398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112295015685516,0,0.0963623370971529,0,0,0,0.391357941129978,0,0,0,0,0,-0.15042583725956,0,-0.0510060372299086,0,0,0,0,-0.161927323720919,0,0,0,0,0,0,0,0.00172688764550441,0,0,0,0.138429278935533,0,0,0,-0.054079053378869,0,0
X600104.SH,0,0,0.0791638297671237,0,0,0,0,0,0,0,0,0,0.0511003256745307,0,0.0646993651550021,0,0,0,0,0,0.0634705035691788,0,0,0,0,0,0,0,0,0,0,-0.0486415848966366,0,0,0,0,-0.0224393447958583,0,-0.0265654921479364,0,0,-0.0140863532835027,0.0752076857379891,-0.019560500586591,0,0,0,0,0,0,0,-0.0539725873229569,0,0,0,0,0.00821218509577374,0,0
