,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X002475.SZ,X600276.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X600031.SH,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X000977.SZ,X600584.SH,X600066.SH,X002236.SZ,X002028.SZ,X600522.SH,X000921.SZ,X600741.SH,X002049.SZ,X600183.SH,X601877.SH,X000661.SZ,X002129.SZ,X002180.SZ,X002223.SZ,X600487.SH,X000800.SZ,X002156.SZ,X600060.SH,X002074.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0874020867631661,0,0,0.310741698570073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101159300394895,0,0,0,0,0,0,0.0193759840974773,-0.023977481170341,0,0,0,0,0,0,-0.0602114303159981,0,0,-0.0284669644466488,0.0214815168715417,-0.0413778624403623,0,0,0,0.0681928520562772,0,0,0,0,-0.0119854654643863,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.496321189221875,0,0,0,0,0.0583391620270366,0,-0.0401321853406869,0,0,0,0.070534836564368,0,0,0,0,0,0,-0.0311904122766962,0,0,0,0.020562180836643,0,0,0,-0.0133093716293084,0,0,0.124754457790375,0,0,0,0.0422202887219629,0,0,0,0,0,0.0917390963942957,0,0,0,0,-0.0255821689622598,-0.0305454577003389,0,0,0,0.0218554543681667,0,0
X002415.SZ,0,0,0,0,0,-0.0581668625608171,0.0731566401722301,0,0,0,0,0,0,0,-0.1644816257002,0,0,0,0.151423104792466,0,0.0102232281603754,0.0445805806373832,0.0174386164181416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1254279299604,0,0,0.0812526484079214,0,0,0,0,0,0,0,0.103001859095128,0,0,0,-0.195105265849839,0,0,0.0175384024602844,0,0
X600690.SH,0,-0.180282614500866,0,0,0,0,0,0,0.497059195326822,0,0,0,0.0850538506028695,0,-0.0269352171079213,0,0,0,0,0,0,0,0,0,-0.00404488473208287,0,0,0,0,0,0,0,0,0.0384771528634547,0.0310150569904779,0.123516743680562,0,0,0,0,0,0,-0.0492667429441947,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00978967664944066,-0.140276582528498,0,0,0.086905379166721,0,0
X600809.SH,0,0,0,0,0,0.0207504418873316,0,0.0764851829466139,0,0,0.0399598660773791,0,0,0,0,0,-0.0614403595337869,-0.0800831628875204,0,0.223188493408502,0,-0.0157439510041729,0,0,0,0,0,0,0,0,-0.0173592472146202,0.0283374053890967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.00672138651448167,0,0,0,0,0.013203957313152,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172092486333971,0,0,0,0,0,0.260604424069469,0,0,0.19924965525466,0,0,0.0134045837650766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773403859628345,0,0,0.061339136232507,0,0.0663047032761242,0.0167240160270892,-0.099442771829531,0,0,0,0,0
X600276.SH,0,0,0,-0.131325053077094,0,0,0,0,0,0,0.156999383264959,0,0,0,0,0,0,0,0,0,0.0505726726010072,0,0,0,0,0,0,0,-0.0951311087221455,-0.160043785141185,0,0.0850752383885194,0,0.116347073145835,0.116119576263648,0,0,0.2460397281883,0,0,0,0,0,0,0,0,0,-0.0819385578934661,0,0,0,-0.0428736658034558,0,3.46944695195361e-18,-0.598563428827543,0,0,0,0
X000568.SZ,0.00409356292061322,0.848010573750219,0,0,0,-0.0311637830512232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162062343362443,0,0,0,0,-0.0216767973086639,0,0,0,0,-0.00337138641570984,0,0.0491846383440006,0,0,0,0,0,0,0,0,0,0,-0.079384006759347,-0.0679585530706649,-0.117479224960446,0,-0.00323920197651618,0,0.173664512636398,-0.0648068815542597,0,0,-0.0196501095310607,0,0,0,-0.037901453289469,0,0
X000651.SZ,0,0,0,0.0759084278149602,0,0,0,0,0,0,0,0,0,0,-0.103633495000148,0,0,0,0,0,0,0.0294388057912343,0,0.234060998152382,0,0.0560034030030896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323822260576953,0,0,0,0,0,0.230882083291381,-0.0369757435466445,0,0,0,-0.0507549814357178,0.0255696569606261,0,0,-0.01776561736308,0,0
X003816.SZ,0,0,-0.0728118864205805,0,0,0,0,0,0,0,0.000832631445956439,0,0,0,0,0,0,0,-0.0412662128904255,0,0,0,0,0,-0.239671323869438,0,0,0,0,0,-0.0184316968357926,0.0147092806194345,0,0.123304322893979,0.0878203402048305,0,0,0,-0.0835748120876425,0,0,0,0,0,0,0,0.0131476279650762,0,0,0,0,0.0157979355353631,-0.0326000091122318,0,0,0,0,0,0
