,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000625.SZ,X000596.SZ,X601877.SH,X002049.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X600702.SH,X002236.SZ,X000157.SZ,X600779.SH,X002074.SZ,X600884.SH,X002414.SZ,X600584.SH,X601799.SH,X002007.SZ,X000800.SZ,X600183.SH,X300003.SZ,X300146.SZ,X000733.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.418501190441947,0,3.46944695195361e-18,0,0.0249405887529668,0,0,0,0,0,0,0,0,0,0.0666064151977531,0,0.0374646883124459,0,0,0,0,0,0,0,0,0.0390094024891698,0,0,0,0,0,-0.0211123928610146,0,0.0647578880902653,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156036203098946,0,0,0,0,0.0204357002525309,0,0
X000858.SZ,0,0,0.0353325477721794,0,0.0974526812413503,0.389972654912634,0,0,0,0,0,0.0795258113056131,0,-0.00603436275185427,0.0828158451085686,0,0,0,0.0393429962207447,0,-0.0224181611311465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161894854227005,0,0,-0.131790688424102,-0.00853936562475022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555537219444166,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0602443545611981,0,0,0,0,0,0.135266486593203,0,0,0,0,0.131483497872282,0,0.00366708886906148,0,0.102241291715677,0,0,0,0.00434566056844612,0,0,0,0,0,0,0,0.024495118114833,0,0.00162120132697231,0,0.0902591309657396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00540563136638096,0.162810998694635,0,0,0,0,0,0,0,0,0,0,0,0.0525217848405413,0.0128072166864615,0,0,0,0,-0.0692402086504219,0,0,0,0,0,0,0.531455400376877,0,0,0.130075210554851,0,0,0.0323340664749866,0,0,0,0,0,0,0,0,0,0,0.0527352842538022,0,0,0.000854591709527802,0,0,0,0,0,0,0
X600276.SH,0,0.254710529977128,0,0,0,0,0,0,0,0,0,0,0,0.0513651058209335,0.0424711619104045,0.114123857051403,0,0,0,0,0,0,0,0,0.195738070838041,-0.321949564477348,0.22727527984485,0,0,0,0,0.118591319729519,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301109397532602,0,0,0,-0.00170325576756398,0,0,0.0169549682633481,-0.0328238492873233,0,0,0,0,0,0
X000568.SZ,0,0.61351784973351,0,0.0356924303020244,0,0,0.0106197466897324,0,0,0,0,0,0,-0.0315145942766677,0,0.026946558108487,0,0,0,0,0,0,0,0.0693562841678111,-0.0485090493107182,0,0,0,0,0,0,0.0525624999175438,0,0,0.0130571083120468,0,0,0.0460452709350204,-0.00888256720934987,-0.0322761827656098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.148425496808555,0,0,0.106092842693563,0,0,0,0,0,0,0,-0.158937804743718,0,0,0,0,0,0,0,0,-0.0623951330897161,0,0.0336506197077399,0,0,-0.0259011108236102,0.187810456642641,-0.0206656493912232,0.0485254299467824,0,0,0,0.0873383199007063,0,0,0,0,0,0,0,0,0,0,0,0.0537801912710923,0,-0.0436600084178503,-1.35525271560688e-20,0,0,0,0,0,0
X002475.SZ,0,0,0.0820993632853469,0,0,0,0,0,0,0,0,0,0,0.205101522425977,0,0,0,0,0,0,0.232853622929566,0,0,0,-0.195770816791131,0.0479664215970183,0,0,0,0,-0.15556916132884,0,0.0615129267177327,0,0,0,0,0,0,0,0,0.0183307193667185,0.0160279733331055,0,0,0,0,0,0,0,0,-0.0144243807131132,-0.00666408006946906,0,0,0,0,0,0
X600690.SH,0,1.73472347597681e-18,0.308815839458146,0,0.0399136378225623,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0386848650439117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107392342999823,0,-0.0370683308836717,0,0.0114655001275706,0,0,0.143608424143448,0,0,0,0,0,0,0,0,0,0,0,-0.107612228038619,0,-0.00952005919318808,0,0,0,0,-0.0822862067253241,0,0
X000651.SZ,0,0.126608865841714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795624972023489,0.018821311208402,0.0191235170023083,0.0739332073732964,0,0,0,-0.0202363196877223,0,0,0,0,0,0,0,0,0,0,0,0,0.104952606911703,0,0,0,0.213834369334879,0,0,0,0,0.00544008426048354,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781818782600845,0,0.0366519272373653,0.191161320976408,0,0.0232048692857908,0,0,0.0202638272197191,0,0,0,0.0257852650509949,0,0.0989700811646489,0,0,0.0475191023471261,0,0,-2.16840434497101e-19,0,0,0,0,-0.0236396485323848,0,0,0,-0.0759721620274722,0,0,1.73472347597681e-18,-0.0316826019615649,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.16039449888815,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.016867872816591,0,0,0,0,0,0,-0.00362449128101348,0,0,0,0,0.298091702384898,0,0,0.0296704629239723,0,0,0,0,0,0,0,0,0.0319457825869942,0.0307446705596547,0,0.00497934931924039,0,0,0,0,0.140711396378792,0,0
X000725.SZ,0,0,0,0,-0.0554194608021732,0,0.0667502152690577,0,0,0,0,0,0,0,0,0,0,0,0.0500419832405513,0,0,-0.0110726220102547,0.0516525974915399,0,0,0,0,0.0176123794717945,0.3758306486912,0,0,0,0,0,-0.0291002637168801,0,0,-0.0267316414266963,4.33680868994202e-19,0,0,0,0,0,0.105666743408317,0,0,0,0,0,0,0,-0.00922191208490395,0,0,0,-0.0938547695959258,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250777923394801,0,0,0,-0.2426154586378,0.0197370274536181,0,0,0,0,-0.0714991022022115,0.289794261062945,0,0,0,0,0,0,0.339666338343572,0,0,0,0,0,0,0.282388210045461,0,0,0,0,0,0,0,0,-0.372021285760212,-0.0150492570820516,0,0.0770101989655411,0,0,0,0,0.0267206237470285,0,0
X300014.SZ,0,0,0,0,0.0286694135413297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315257899338185,0.302452379027528,0.261846010648834,0,0,0,0.175385659880273,0,-0.0572474344394952,0,0,0,0,0,0,0,-0.0697615483244411,0,0.191483651017849,0.0904664537216897,0,0,0,0,0,0,0,0,0.0848052435611757,0.0570021223053757,0,0.00615718609580044,0,0,0,0,0,0,0
X300124.SZ,0.387810128044254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159853430793792,0,-0.114727043676232,0.136059131117224,0,0,0.0971940959738954,0.166613229893395,0,0,0,0,-0.0333320565255966,0,0,0,0,0,0,0,0.0274174657022492,-0.27878842220953,0.1189922173128,0,0,0,0,0,0,0,0,0.196000162753541,0,-0.0476719085768632,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163854353506028,-0.00564184515247076,0,0,0,0,0,0,0,0,0.00541174302367205,-0.0122948593050192,0,0,0,0,0,0.0157172624453805,0,0,0.109755093067839,0.0105376003821391,0,0.0781581564826385,0,0,-0.0354652128709852,0,0,0,0,0,0,0,0,0,0,0,0,0.0177141087931222,0,0,0,-0.166601383518301,0,0
