,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X600522.SH,X600584.SH,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.244398450963553,0,0,0,0.188656934826392,0,0,0,0,0,0,0.0212721603808579,0,0,0,0,0.158116810334594,0,0.00315548042954435,0,0,0,0,0,0,0,0,0,0,-0.0961178544147367,0,0,0,0,0.118885773490339,0.0129209783331216,0.0210289660343082,0,0,0,0,0,0,0,0,0.0973908222396486,0.00993873063061144,0,0,0,-0.0234153534833779,0.0392776976243582,0,0,0,0,0,0
X000858.SZ,0.0217001188031818,0,0,0.14009145729369,0,0.0716599853011455,0,0,0,0,0,0,0,0,0,0.0880333194545117,0,0,0.0790705127866773,0,0.022613688723526,0,0,0,0,0.0225303025679644,0,0,0,0,0,0,0,0,0,0.00778644096381781,-0.0169589632287342,0,-0.00670236791983218,0,0,0,0,0,0,0,0.00152269441215045,0,0,0,0,-0.0370706915225725,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.136198342902405,0,0,0,0.0556832506716117,0.253601572010124,0,0,0,0,0,0,0,-0.0202684359625859,0.11712797492974,0,0,0,0,0,0,0,0.0991780608478314,0,0,0,0.121456595184912,0.0511215338772141,0,0,0,0,0,0.0487989890083593,0,0,-0.0535594073620165,0.130636058983683,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.242289414041186,0,0,0,0,0.433922811889577,0,8.67361737988404e-19,0,0,0,0.0541626297783933,0,0,0,0,0,0,0,0,0,0,0.0041446246704913,0,0,0.113884345014416,0,0,0,0,0,0,0,0,0.0973044939972755,0.00971623967729832,0,-0.193321321411625,0,0,0,0,0,0,0.0831740687961295,0,0,0,0,0,-0.0783430961734625,0.024317182136639,0,0,0,0,0,0
X600276.SH,0,0,0.0390635047744088,0,0,0.109424810609154,0,0.126452856128524,0,-0.0241610658099297,0,0,0.0260936347268155,0,0,0,-0.041506288316897,0,0.177746329475185,0,0,0,0,0,0,0,0.0155735011271186,0,0,0,0,0,0,0,0,0.0175100565424604,0,0,0,0.0409933666944567,0,0,0,0,0.510348609395344,0,0,0.0015314856930852,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600809.SH,0,0.267704760093821,0,0,0,0,0.296316537863346,0,0.191435048161098,0,0,0,0,0,0,0.0484867682134763,0,0,0,0,0,0,0,-0.00532659980577016,0,0,0.0508856694147722,-0.119081497293086,0,0.0508061343482744,0,0,0,0,0.0751045287662146,0,-0.0161757542568838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247338583672092,0,-0.0481457374621113,-0.0111007644856458,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.24815368143185,0,0.100678931191756,0,0,0,0,0,0,0,0,-0.035905983946118,0,0,0,0,0,0,0,0,0,-0.0461540279959945,0,0,0,0,-0.0567294627763079,0,0,0,0.160823640489072,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0156929069078721,0.0219981079789867,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0115763934248176,0,0,0,0,0,0,0,0,0,0.135629300956278,-0.502585979196789,0,0,0.278205782987422,0.140254792090883,0,0,0,0,0,0,-0.173184473466026,0.0236667127481036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267483424817539,0,0,0,0,0.0437450275425477,8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0318557938030113,0.463821591386917,0,0.072539749646911,0,0.198299907629036,-0.245311159886901,0.0321442221145373,0,0.291628845482904,0,0,-0.40234893286079,0,0,0,0,0,0.0584009937271201,0,0,0,-0.211105186655669,0,0,0,0,0,0.0102793821133562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430550532863326,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0312846605052776,0,0,0,0,0,0,0.188107289563126,0,0,0,0,0,0,0.0254956870110253,0,0,0,0.16247521792782,0,0,0,0,0,0.104939099360108,0,0.0974873621606145,0,0,0,0,0,0,0,-0.173649048492741,0,0,0,0,0,0.047405714684014,0,0,0,0,0,0
