,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X300003.SZ,X002241.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600183.SH,X000100.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000066.SZ,X000625.SZ,X002179.SZ,X300014.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002463.SZ,X002008.SZ,X600177.SH,X002456.SZ,X002371.SZ,X600066.SH,X002506.SZ,X600867.SH,X002180.SZ,X600584.SH,X000050.SZ,X600487.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0747892761039993,0,0,0,0,0.587161504560062,0,0,0,0.0180345698065357,-0.0151232376341298,0,0,0,0.019633596359339,0,0,0,0,0,0,0,0,0,0,0,-0.104575767304676,0,0.0212810285077733,0,0,0,0,0,0,0,0,0,0.0559732221565695,0,0,0,-0.048395196068189,0,-0.00544403540608509,0.00744555232952908,0,0,0,-0.00885716135423669,0,0
X000858.SZ,0.0570161702902679,0,0,0,0,0,0,0.0344783439268277,0.0252641948826707,0,0.0568908894520393,0,0.651038239061572,0,0,0,0.0858340028002678,0,0.014764715463714,0.0188107617438683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109324916967719,0.0017636304325133,0,0,0,0,0,0,0,0,0,0.000299799498648042,0,0,0,0,-0.0326178018197558,0,0
X600276.SH,0.0387918886940295,0.0578651831362946,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.119366897674603,0,0,0,0,0.244434294530936,0,0,0,0,0,0,0,0,0.0622163081765054,0,0,0,0,0,0,-0.0313345834162402,0.00634536041001921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418358353653574,0,0.00663630873420853,-0.0335656925330043,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0776829986672124,0,0,0,0,0,0,0.329355665912542,0,0,0,0,0,0,0,0,0,0,-0.053839593490333,0,0,0,0,0,0.0512315387890783,-0.20592687315638,0,0,0,0,0,-0.138659946796752,0,0,0,0,0,0,0,0,0,0,0,0.116517817383313,0,0,0,0,0,0,0.0779742126024688,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000224830439192775,0,0,0,0,0,0,0,0,0,0.577346027454658,0.141436344323893,0,0,0,0,0,0.0785135305966155,-0.00585995073550434,0,0,0,0,0.0324066448148314,0,0,0.0687959908245333,0,-0.0845898975969769,0,0,0,0,0,-0.015228633242171,0,0,0,0,0.0810061092711627,-0.0853415780794782,0,0,0,-0.00115024265297425,0,0
X600104.SH,0,0,0,0,-0.0131869706801552,0,0,0,0,0.00954840418669888,0,0,0,0,0,0.221688717611042,0.0437672755401077,0,0.0514118845904489,0,0,0,0,0.0478031652877239,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00962855828843834,0,0,0,0,0,0,-0.0282920764208373,-0.0283080877303114,0,0,0,0.0649868429452198,0,9.05125317709935e-05,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.450568565896455,0,0,0,0,0.114718136301012,0.210526811035917,0,0,0,0.0576497309114603,0,0,0,0,0,0,0.19688716369293,-0.279031099416281,0,0,0,-0.111303076358934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447432539920198,0,0,0,0,0,0.111516359470594,0,0,0,0.120471455745668,0,0
X002475.SZ,0.172758579588992,0,0,0,0,0,0,0,0.111841654673299,0,0,0,0,-0.105757565811255,0.138064307405369,0,0.0201583388321402,0,0,0,0.0367141723872632,0,0,0,0,0,0,0,0,0,0.199982803299648,0,0,0,0,-0.0933504734628563,0.0269796419183923,0,0.48471921067388,0,0.0327393023718867,-0.0219701816194221,0,0,0,0,0,-0.0544823736764393,0,0,0,0.0258056792466445,0.0163552595393122,0,0,0,0,0,0
X002304.SZ,0.268505969269405,0.017126575267306,0,0,0.00284049946923719,0,0.138578653788453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622939271398077,0,0.0627469395884028,0.0429361199248531,0,0,0,0,0,0,0,0,-0.00772894875693941,0,0,0,0,0,0,0,-0.00935050899654538,0,0,0.126415731080611,0,0,0,0,0,0,0,0.0259256686327488,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0348249065221764,0,0,0,0.0362666729651385,0,0,0,0.00740506217793748,0,0.0665584496402232,0,0,0,0,0.120918774251584,0,0,0,0,0.0216579383629749,0,0,0,0.00146923495097335,0,0.0316242669944303,0,0.0106510662507812,0,0,0,0,0,0,0,0.0699076636973637,0.137791026922178,0,0,0,0.00855086967808855,0.0395116125485819,0,0,0,0.00942887087241164,0,0
