,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X600183.SH,X600066.SH,X002049.SZ,X002028.SZ,X600741.SH,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X600839.SH,X600460.SH,X000988.SZ,X002085.SZ,X002281.SZ,X600487.SH,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.152589826565942,0,0,0.0200585179129513,0.0173403366128509,0,-0.00324528102944837,0.112825694295513,0.00448757368261657,0,0,0,0,0,0,0,0.337805634688541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00284242460775666,0,-0.0310509681728419,0,0,-0.0142844288508217,0,0,0,0,0.00223174863247751,-6.7762635780344e-21,0,0,0,-0.0411380211668791,0,0
X000858.SZ,0.0426271216982685,0,0.0500031601783344,0,0,0,0,0.0475684807392145,0.213267145797146,0,0,0,0.132439213987617,0,0,0,0.0363988104366547,0.267258087183545,0.00251862915153357,0,0,0,0,0,0,0,-0.0434163798081655,0,0,0,0.144708657829061,0,0,0.057977213425816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0078341940962556,0,0,0,0,0,0,0,0.116502718910699,0,0,0,0,0.0335791765257429,0,0.340299301887905,0,0,0,0.0842864910967766,0.0239481732476637,0,0,0,0,0,0.130310454294156,0.025351877496754,0,0.0704420303736079,0,0,0,0,0,-0.0300685179447003,0.0705100899798734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174663889769293,0,0
X600276.SH,0,0,0,0,0,0,0,0.129954950274667,0,0,0,0,0,0,0,0,0,0,0,0.00761092885883865,-0.0112058384646931,0,0.301848192392027,0,0,0,0,0,0,0,0,0,0,0.0575995919365156,0,0,0,0,0,0,0.0684463051333065,0,0,0,0,0,0,0,0,0.0585209702072682,0,0,0.0365071658680138,0.113790448943892,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245275249589827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422490196070895,0,0,0,0,0,0.00645387417358382,0,0,0.0212378989406383,0,0.0265152246038762,0,0,0.0128811773827984,0.137055787305366,0,0,0.00790370028849571,0,0,0,-0.0376383103496915,0,0
X600690.SH,0,0,0.30856318429202,0,0,0,0.220990953185885,-0.176899706731431,0,0,0.0118742928518855,0,0.0776646565771176,0,0.0329220763949938,0,0,0.0455403213841941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159316977900183,0.0281237579953668,0,-0.0168816631299854,0,0,0,0,0,0,0.00405157281532598,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0.112643090098648,0,0,0,0,0,0,0,0,0,0,0,0.0482895682502852,0,0,0.097327581205482,0,0,0,0,0,-0.115116882591028,0,0,0,-0.0260675991353317,0,0,0,0,0,0.305192481383854,0,0,0,0,0,0,0,-0.0330376706439647,0,-0.0270000034424262,0.0778538418556587,0,0,0,0,0,0,0,0.0171464296903685,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0230344476851456,0,0,0,0,0,0,0,0,0,0,0,0,0.0350782013264545,0,0.293444711326173,0,-0.0181058382090206,0,0,0,0,0,0,0,0,-0.357952926397104,0,1.31222959167472,0,0,0,-0.196455254201059,0,0,-0.202902854568649,0,0.018973806731702,0,0,0.150922959670799,0,-0.0352663199495005,0.0838828889474998,0.00621600437510996,0,0,0,0.0675216651289414,0,0
X600809.SH,0,0.118561110152186,0,0,0,0,0,0,0,0,0,0.0433933655655654,0.550835081248403,0,0,0,0,0,0,0,0,0,0.202159133935558,0,0,0,0,0,0.0292380683891269,0,0,0,0.0642749544543161,0,4.33680868994202e-19,0,0,0,0,0,-0.0292155777880871,0,0,0,0,0.0428391499681501,0,-0.0627906092167602,0,0,0,0,-0.0111930166802375,0,0,0,0.014571102620865,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346625807931457,0,0,0,0,0,0,-0.0212813759742853,0,0.0815893897102523,0,0,0.246184933157527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228839995149514,0.0907273976161908,-0.0342750282476483,0,0.0809444479795257,0.0458954187728471,0,0,0,0,0,0,0,0,0,0,0.0366211945931069,0,0
X003816.SZ,0,0.0321802285530496,0,0,0,0.211051227391854,0,0,0,0,0,0,0,0,0.046252635808717,0,0.10455614343139,0,0,0,0,0,0.00286891250030218,0,0,0,0,0,0,0,0,0,0,0.150670474063957,-0.0634762348487114,0,0,0,0,0,0.0503402395795038,0,0.0144692538894518,-0.0264964769248113,0,0.0299358649985939,0,0,0,0,0,-0.0262468455732391,0,0,0,0,-0.00341125511030546,0,0
X000063.SZ,0,0,0,0,0,0,0,0.109864892238335,0,0,0,0,0,0,0.103148604000441,0,0,0,0,0,0,0,0,0,0,0,0.246167441573149,0.190899496733623,0,0,0,0,0,0,0.31517619333962,0,0,0,0,0,0.108911244269689,0,-0.0254830397931056,-0.164226215444617,0.0187830225973431,0,0,0,0,0,0,0,-0.0169238430012674,0,0,0,0,0,0
X000568.SZ,0,0.370615719980144,0,0,0,0,0,0,0.387674937082324,0,0,0,0,0,0,0,0,0.0640777425408687,0,0,0,0,0.123946104747202,0,0,0,0.0188654946094695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467161856230557,3.46944695195361e-18,0,-0.020631833470283,-0.028945359244664,0,0,0,0,0.00994074428365802,-0.00622759843629537,0,0,0,0,0,0
