,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X002085.SZ,X000100.SZ,X600522.SH,X002508.SZ,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X000157.SZ,X600118.SH,X600699.SH,X600867.SH,X002294.SZ,X000559.SZ,X300115.SZ,X002180.SZ,X000050.SZ,X002074.SZ,X600498.SH,X000596.SZ,X000981.SZ,X600566.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0431055015875212,0.0846523685105847,0,0.0274402698100693,0,0,0,0.0191550107539335,0.141135937988189,0,0,0,0,0,0,0,0,0,0,0.0418103487163426,0.00243852737707061,0,0,0,0,0,0.0855930574473932,-0.0166431934036062,0,0,0,0,0,0,0,0,0,0,0,0.0284438796022565,0,-0.0545323006481947,0,0.089512480213871,0,0,0,0,0.011419588530813,-0.0162695449605658,0,0,0,0,0,0
X600104.SH,0,0,0.00792149724477744,0,0.0053984525709137,0,0,0,0,0,8.67361737988404e-19,0,0.0211413498114176,0.389353440683562,0,0,0.0926115009784769,0,0,-0.0434840656411491,0,0,0.0912376615663433,0,0,0,0.0164642162241433,-0.0523645924992333,0,0,0.0285984609358879,0,-0.0974764885616068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195468118541659,0,0,0,0.0266659893419095,-0.0166369350592366,0.011785733341923,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0426111637455481,0.151000306650475,0,0,0.177815552636118,0.0243086436239028,0,0,0,0,0,0,0,0,0,0.0810915311801889,0,0,0,0,0,0.038195029795678,-5.42101086242752e-20,0.114907300152067,0,0,0,0,0,0,0,0,0,0.016464786584282,-0.00760371135595929,0,0,0,0.0153579061098334,0,0.0263005277617193,0,0,0.0280661548173592,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0157752645596769,0,0,0,0,0.353428273906872,0,0.0475110159391685,0.0147135573220639,0,0,-3.46944695195361e-18,0,0,0.0193725766669579,0,0,0,0,-0.00646020612925301,-0.0245694814696155,0,0,0,0,0.318203301087173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555064052568006,-0.00188907038299223,0,0,0,0,0,0,0,0.0215179860240654,-0.0114545980529797,-8.67361737988404e-19,0,0,0,0,0
X000858.SZ,0,0,0,0.180437286409303,0,0,0,0,0,0,0,0.361413316473788,0.0272360047302204,0,0,0,0,0,0,0,0,0,0,0.162789374824483,-0.0398726795635033,0,0.0242758636644478,0,0,0.038767066767396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490160775634855,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.031985495583096,0,0,0.156955532778275,0,-0.0706600817723316,0,0,0.177061231026026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125177082532204,0,0,0,0,0,0,0,-0.000879057084641262,0,0.119483585421652,-0.096398019149798,0,0,0,0,0.229671825899922,0,0,0,0,0,0.000951041611456482,-0.00223349530351678,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.204144044246494,0,0,0,0.0546187218962274,0,0,0.0851544952240216,0,0.123890550194029,0,0,0,0,0.18288115023102,-0.159006021971789,0,0,0,0,-0.0675748756905672,0,0,-0.00129486315805267,0,0.164669508297125,0,0,0,0,0,0,0,0,0,0,0,0.0927835329124443,-0.0416948574864424,0,0,0,0.0422602078814979,0,0,0,0,-0.00779888858101065,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0541233898185267,0,0,0,0,0,0.0129387727455524,0,0,0.0102889459735826,0,0.0977826540683855,0,-0.0282800370972683,0,0.0826133491195373,0,0,0,0,0,0,0,0,0,0,0.00873956494423883,0,0,0,0,0,0,0,0,0,0,0,0.240177860747128,0,0,0,0,0.160131078553805,0,0,0,0,-0.0218928581520439,-0.0121954185565101,0.00938228522894762,-0.131584805367903,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0295074350117463,0,0,0.141199771298912,0.0866566549317715,0,0.105444782445349,0.0194607301356868,0,-6.93889390390723e-18,0,0.0562655241188465,-3.46944695195361e-18,0,0,0.250772899148396,0,0,0,0.0202959581646317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621197940447144,0,0,0,0,0,0,0.114080869070282,0,0,0,0,0.0519936674021796,0,0,0,0,0,0,0
X600690.SH,0,0,0.142158421604755,0.0728479620629871,0,0,0,0,0,0,0,0,0.161592150445713,0.0325890657918843,0,0,0,0,0,0,0,0,0,-0.0114994623443198,0,0,0,0,0.0454997280363576,0,0.17812910588388,0,0,0,0,0,0,0,0,0,0,0,0.0583880963543074,0,0,0,0,0,0,0,0,0,-0.0128496007418349,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.00669528405043068,0,0.135805942701413,0,0.0657644117767223,0,0,0,0,0,0,0,0,0,0,0.10743777434759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116458838990353,-0.0492473710952792,0,0,0,0,0,0
X000568.SZ,0,0,0,0.26201373224388,0.377206030986833,0,0,0.0593154223321862,0,0.115472235173883,0,0,0,0,0,0,0,0,0,0,0,0.0561008907688567,0,0.134215482746102,0,0,0,0,0,0,0.114688552573232,0,0.00284095407765219,0,0,0,0,0,0,0,0,0,0,0,0.0218049688293419,0,0,0,0,0.112507878342194,0,-0.0125241159840056,-0.0294957172598465,-0.048570436240368,0,0,0,0,0
X002236.SZ,0,0,0.316931342689575,0,0,0,0,0,0.0650940092917086,0,0,0,0,-0.0116034222541419,0,0,0,0,0,0,0,0,0,-0.0980040223009684,0.0905627268743271,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37364673857013,0,0,0.52077793753435,0,0.00251614271554258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,-0.115717792278935,0.844898470316333,0,0,0,0,0,0,0.0429000371210633,0,-6.93889390390723e-18,0,0,0,0,0.0894910215366517,0,0,0,-0.111069907766413,0,0,0,0,0.0944447852694579,0,0,0,0.114156784024917,0,0.0782714197388195,0,0,0,0,0,0,0,0,0,0,0,0,-0.0918437351942233,0.0735233433807463,0,0,0,0,0,0,0.00673858612882058,0.0139617408587103,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0217992820190983,0,0.0496553888547476,0,0.0888416928960414,0,0,0,0,0,0,0,0,0.0857405088378812,0.109947310036187,0,0,0,0,0,-0.0470884455111488,0,-0.00566633946635177,0,0,0,0,0,0,0.0656330184342845,0,0,0,0,0,0,0,0.0440615551911533,0,0.0958826459740693,0,0,0,0,0,0.0795727789160689,0,-0.00861814933288119,0.0168885353107095,0,0,0,0,0,0
X002241.SZ,0,0,0.22246363730159,0,0,0,0,0,0.00910369519841499,0,-3.46944695195361e-18,0,0,0.107035942774475,0,0,0.152974168346641,0,0,0.281804587456227,0,0,0.224008255283232,-0.110328316917586,0.126538534210031,0,0.136513312007029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169803535403649,0,-0.0980946136060702,0,0,-0.0406926070710089,0,0,0,0,-0.00991100578044457,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.138044780402689,0,0.0487355469585609,0,0,0,0,0,0,0,0,0.112978056128436,0,0,0,0.000144851428388354,0.199305252792198,0,0,0,0,0.0854673760569037,0.195450693251018,0,0,0,0,0,0,0,0,0,0,0.121585803057493,0,0,0.0815366507922505,0,0,0,0,0,0,-0.0250386661349344,-0.0731532635084147,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.283538087746435,0,0,0.239427119643259,0,0.0486416467862418,0,-0.0448947727386082,0,0,0,0,0.0105729735690804,0,0,0.152912508081439,0,0,0.0619415209683741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209790324508986,-0.0119682148224489,0,0,0,0,0.0769494324914306,0.151851228358547,0.151490126794468,0,0,0,0,0,0.017907728878557,0.00684479464378321,0,0,0,0,0,0
X600031.SH,0,0,0,0.119263607228669,0,0,0.134384280967306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06785472534148,0,0,0,0,-0.0587208227603349,-0.39293977895534,0,0,0.163421754303148,0,0,0,0.318968285419252,0,0,-0.00353322514786923,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0650211034000922,0,0,0,0,0,0,0,0,0.15963652947319,0,0,0.268969269653567,0,0,0,0,0,0,0,0,0.153111479941337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317607355551659,0.22986548674064,0.214813193764766,0,0.111491404221852,0,0,0,0,-0.17944935958469,0,0.0130527164866934,0,0,0,0,0,0
