,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600031.SH,X600271.SH,X000559.SZ,X000100.SZ,X600066.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600089.SH,X002292.SZ,X300124.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X600177.SH,X300003.SZ,X600839.SH,X000977.SZ,X002129.SZ,X002294.SZ,X000547.SZ,X002074.SZ,X002506.SZ,X600867.SH,X002008.SZ,X000800.SZ,X000550.SZ,X600582.SH,X600498.SH,X002085.SZ,X000623.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.279367353776166,0,0,0,0.129738108647455,0.00455788291146048,0,0,0,0,0,0,0,-0.0719414770573469,0,0,0.0916413226218065,0,0,0,0,0,0,0,0.00792699764596611,0,0,0,0.204975216924458,0,0,0,0,0,0,0,0,-0.044178497618029,0,0,0,0,0,0,0,0,0,0,-0.0542679850045644,0.123919621856863,0.110119302497856,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.130021894278033,0,0,0.195726627932317,0.314663712776357,0,0,0,0.00454361975083264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013846065076436,0,0,0,0,0,0,0,0,0,-0.0322095027486361,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137321115537926,0,0,0,0,0.0836048466639828,0,0,0,0.0288056908954419,0.177723325922637,0,0.110010983507513,0.0522479640729058,0,0,0,0,0,0,0.106680672092719,0,0,0,0,0.0758920510714693,0,0,0,0,0,0,-0.1266079848507,0,0,0,0.0210811578178182,0,-0.0313088310283301,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.114920578613758,0,0,0,0,0,0,0,0,0,0.198611937209988,0,0,0,0,0,0.11795064311892,0,0,0,0,0,0,0.0447004349261015,0,0,0,0,0,0,0,0,0.0237639728617131,0.074899499154289,0,0,0,0.132401267358166,0,0.0624105461501368,0,0.035391455660039,0,-0.00664128068549074,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0890784950915936,0,0,0,0,0.131845114118177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100499645510757,0,0,0,0,0,0,0,0,0,0.0208643457111961,0,0,0,0.0691193343497616,0.333582673526612,0,0,-0.0290260803228169,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0644709623665977,0,0,0,0,0,0,0,0,0,0,0.13673828961556,0,0,0,0,-0.00677329485049732,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193897051293506,0,0,0,0.273469382521811,0,0,0,0,0,0,-0.0670228099415048,0.106427694587982,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114816639608972,0.256616567031596,0,0.286391828787848,0,0,0,0,0,0,0,0.117603105248296,0,0.0484498044693353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313217950381047,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0616567281114619,0,0,0,0,0,0,0.0536119438542485,0,0,0,0,0,0,0,0.0417328738172482,0,-0.0381795895238322,0,0,0,0,0,0.171224910338742,0,0,0,0,0,0.0255814529357629,0,-0.0269924967148806,0,0,0.00931531751076395,0.00631578613563117,0.0497514289507053,0,0,0.011661286427913,-0.118984359528021,0,0,-0.0655454601974971,0,-0.0175790168768235,0,0.0245032921170093,0.0353589950251705,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102652769183644,0.264223401815942,0,0,0.133536717778499,0,0,0,0,0,0,0,0,0.113536087497651,0,0,0,0.0628689103882678,0,0,0,0,0.0816994091905988,0,0,0,0,0.0260856522825965,0,0,0,0,0,0,0,0,0,0,-0.00869654908069034,0,0,0,0,0,0,0
X000625.SZ,0,0.172435811994756,0,0,0,0,0.0377606288507757,0,0,0,0,0,0,0,0,0,0,0,0.0309573790527673,0,0,0.0550184494527839,0.217891664861142,0,0,0,0,0,0,0,0,0,0,0,0.052162261660614,0,0,0,0.0306572306642727,0,0,0.191455607360174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
