,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600183.SH,X600703.SH,X002236.SZ,X601877.SH,X000100.SZ,X300003.SZ,X002241.SZ,X000157.SZ,X002007.SZ,X002463.SZ,X300142.SZ,X002179.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300014.SZ,X600867.SH,X000066.SZ,X002008.SZ,X002129.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600066.SH,X300136.SZ,X600177.SH,X002506.SZ,X002371.SZ,X000050.SZ,X300146.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452785619803923,0,0,0.0176083192970046,0,0,0,0,0,0.154146697819864,0,0,0,0,-0.129919212819272,0.048730633288065,1.73472347597681e-18,0,0,0.0182540584636939,0.0520857877251617,0,0,0,0,0,0,-0.051093283953216,0,0,0.0256672830502106,0,0,0,0,0,0.0219875389202922,0,0,0,0,0,0,0,0.0158768836388825,0,0,0,0,0,0,0.00333321212567667,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.000617997062940898,0,0.0438580649190533,0.292918768719674,0,0,0,0,0.369180305511106,0,0.0958328261334228,0,0,0,0,0,0,0,0,0,-0.109869606773564,0,0,0,0,0,0,0,0,0,0.0754719342103294,0,0,0,0,0,0,0,0.0700415611157787,0,0,0,0,0,0,0,0,0,0.00227416787648681,0,0
X000651.SZ,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.17017440455986,0,0,-0.0356861678053022,0,0.0227745547637431,0,0,0,0,0,0.171632554899654,0,0,0,0,0,0,0.0275891539473866,0,0.0878439868589654,0,0,0,0,0,0,0,0,0,0.0273854248215533,0,0,0,0,0.00216509102808033,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0.0868061616727541,0,0,0,0,0,0,0,-0.00741860444636158,0.195872882836479,0.0917930926386167,0,0,0,0.108661224589181,0,0.146122542937904,0,0,0,0,0,0,0,0,0,0,-0.0231869727557449,0,0,0,0,0,0,0.0468130909811344,-0.075906495477706,0,0,0,0,0,0,0,0,0,-0.0223318990347238,0,0,0,0.188730396915642,0,-0.0131444277519407,0,0,0,0.00698523906592243,0,0
X002415.SZ,0.01735780288967,0,0,0,0,0,0,0,0.0623573315091094,0,0.0884386096647685,0,0.178889232481851,0,0,0,0,-1.73472347597681e-18,0,0,0,0.187930459088282,0,0,0,0.138050761122093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533734774819538,0.0141223547892257,0,0,0,0,0,0,0,0,0,0,0,0.010137594385159,0,0,0,-0.0455309819840749,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543208516037311,0.0972405722895817,0,0,0,-0.05456795526714,0,0,0.0676484542204934,0,0,0,0.00180400059506161,0,0,0,0,0,0,0.202607995594235,0,0,0,0.0333243008975656,0,0,0,0.0305383382958573,0,0,0,0,0,6.93889390390723e-18,0,0.0280497521498452,0,-0.00360424860740048,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131374474998162,0,-0.0213563463203536,0,0,0,0,0,-0.162489223972526,0,-0.0555003398947876,0,0,0,0,0,0.066537158543416,0,0,0,0,0,0,0,0,-0.033799411888538,-0.0134732289048208,0,0,0,0.215152645701015,0,0
X002304.SZ,0,0,0,0.108910042378889,0.0314338092592779,0,0.159141788760849,0,0,0.180777067654561,0,0.202934980139073,0,0,0,0.0850091139370137,0,0,0.0110951377549045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908560875458389,-0.00646959759432708,-8.67361737988404e-19,-0.0332827274436873,0,0,0,0,0,0,0,0,0,0,0,0,-0.00659858622380334,0.0131487113305171,0,0,0,0,0,0
X000063.SZ,0,0,0.043902920134346,0,0.378249475517212,0,0,0,0,0,0.216981633823554,0.221480753676977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745478453076117,0,0,0,0,0,0,0,1.73472347597681e-18,-0.15050819040759,0,0.00677445756920896,0,0,0,0,0,0,0,0.045569131265608,0.407050786963287,0.116220776721082,0,0.0239532193579424,0.0416572879562176,0,0,0,-0.102144980046736,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0172186172358044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494977520291409,0,0,0.0141127219383698,0,0,0,0,0,-0.00898276119998607,0,0,0,0,0.0963026193072122,0,0,0,0.0904235103797184,0,-0.0813586513843829,0,0.187770032234341,0,0,0,-0.0609339007361957,0.0933120767597297,0,0,0,0,0,0
