,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X000977.SZ,X002049.SZ,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X002463.SZ,X000661.SZ,X600584.SH,X002028.SZ,X600522.SH,X601877.SH,X000921.SZ,X601799.SH,X600183.SH,X600066.SH,X000800.SZ,X002156.SZ,X002007.SZ,X002223.SZ,X600460.SH,X002074.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0891961393357286,0,0.133160157267515,0.00894446332050769,0.054364424530067,0,0,0.16293083331929,0,0,0,0,0,0.274823695450927,0,0,0,0,0,0,0,0.067590683652095,0,0,0,-0.101693535084373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887550229874695,0,0,0,0,0,0,0,0.0161545616167382,0,-0.0350007252507579,0,0.00399009089534657,0,0,0,0,0,0
X000858.SZ,0,0,0,0.16415116897727,0,0.36355187256634,0,0,0,0,0,0,0.0072124749384399,0,0,0,0.0405049975368736,0,0,0,0,0,0.029868557374353,0,0,0,0,0,0,0,0,0,0.107320286115364,0,0,0,0,0,0,0,0,-0.0187767900428667,-0.0377204802609423,0,0.0429497248852711,0,0,0,0,0,0,-0.00310240461595616,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.097680553868484,0,0.0939606193408803,0,0,0,0,0.0876299645785809,0,0,0,0.102348707992873,0,0,0,0,0,0,0,0,0.129285195771436,0,0,0.00707630629732042,0,0,0.250007967950954,0,0,0,0,0,0,0,0,0,0,0.00297970778147112,0,0,0,0,0,0,0,0,0.0232543784185056,0,-0.00327079775274944,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.556215086633907,0,0,0,0.191869514336372,0.0461504153219034,0,0,0,0,-0.0615594710053953,0,0,0,0.293850197954654,0,0.0934717756549213,0,0,0,0,0,0,0,0,0.0228913081374043,0,0,0,0,0,0,0,0,0,0.075762385212821,-0.0921706866862068,0,0,-0.0800888380945392,0,0,0,0,0,0,-0.0208749813604002,0.00829409471360136,0.0446380128089422,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145928741008932,0,0,0,0,0,0,0,0.0198341107321952,0,0,0,0,0,-0.0439061423044535,0.166808769258045,0,0.0668600313602507,0.020128602124099,0.373087146399368,0,0,-1.0842021724855e-19,0,0,0.0354998589037235,0.00751803892237738,0.0198200455626586,0,0,0,0,0,0,0,-0.0797428379546836,0,0.0103028589204966,0,0,0,0,0,0
X000568.SZ,0,0.751370052329172,0,0.0473759128710907,0,0,0,0,0,-0.0540669425553453,0,0,0,0,0.1240144827224,0,0,0,0,0,0.12791199017873,0,0,-0.0830542186149655,0,0,0,0,0,0,0,0,0.0248035960068416,0,0,0,0,0,0,-0.0263368223214749,0,0,0,0,0,0,0,0,0,0,0,0,0.0158637934652558,0,0,0,0,0,0
X600690.SH,0,0,0,0.117031023351415,0,-6.93889390390723e-18,0,0.0571428159460788,0.0889853278203657,0,0,0,0,0,0,0,0,0.184114539788904,0,0,0,0.0413573249159817,0,0,0,0,0,0,0,0,0,0,0.0595384843267227,0,0,0,0,0,0,0.00255149269153989,0,-0.152840395999434,0,0,0,0,0,0,0,0,0.040444006917831,0.012680128797719,-3.46944695195361e-18,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294934434752026,-0.0199082244323467,0.0105532452006607,0,0,0,0,0,0,0.40232652212017,-0.370923002574426,0.287824785775723,0,0,0.152292596792564,0,0,0,0,0,0,0,0.262337846441234,0.113341725929296,0.0960739594463178,0,0,-0.242917147972925,0,0,0,0,0,0,0.0580210037196437,-0.0604586774602039,0,0,0,0,0,0
X002475.SZ,0.391974288551221,0,-0.0941586031965438,0,-1.38777878078145e-17,0,0.15858465168515,0,0,0,0,0,-0.00377167745054589,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497375532811374,0,0,0.547578091835093,0,0,0,-0.135688084976139,0,0.148342600062642,0,0,0,0,0,0,-0.0639685046388768,0,0.0930759914541633,0,0,0,0,-0.0456350526782345,0,-0.0217451283919344,0,-0.212806415350199,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405807730503218,0.0107099576697082,0.134038689939549,0,0,0,-0.15024867962852,0,0.155648660474345,0,-0.147497454682119,0,0,0,0,0.0471941343574048,0,6.93889390390723e-18,0,0,0,0,0,0.0112831098268816,0,0,0,0.0572151107023825,0.168724941698321,-0.0322180042067967,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.223203110763425,0,0,0,0,0,0,0,0.0609226214443378,0,0,0.167840034844729,0,0,0,0,0,0.174186146231188,0,0,-0.155995771265146,0.213742359742625,0,0,0,0,0,-0.0674016193936339,0.229969138568805,0.0434516064706555,0,0,0,0,0,0,-0.315618841334959,0,0,0,0.00723247094838516,0,0,0,0,0,0
X600104.SH,0,0,0,0.0192433404831765,0,8.67361737988404e-19,0.0675609726341157,0,0,0,0.161656778498939,0,0.0118383423444832,0,0,0,0.0285334199896833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458956592195141,0,0.0151974597660779,0,0,0,0,-0.0187517134461273,0,0,0,0,0,0,0.0249504198091084,0.0686717996411521,-0.0354378701215255,0.0577579809178554,0,0,0,0,0,0
X002371.SZ,0,0.114832220800409,0,0,0,0,0,0,0,0.0311544658423076,0.022486076390379,0,0,0,0,0,0.352558518922851,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032148748501907,0,0.153495179342625,-0.0787362729195902,0,0,0,0,0,0,0,0.157417009004564,0.0152743454227181,0,0,0,0.0448985120782205,0,1.73472347597681e-18,0,0,0,0.0184868041516505,0,0,0,0,0,0
