,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000157.SZ,X000625.SZ,X600741.SH,X002129.SZ,X300142.SZ,X002179.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X002049.SZ,X000799.SZ,X002414.SZ,X600183.SH,X600584.SH,X601799.SH,X600779.SH,X000800.SZ,X300003.SZ,X300146.SZ,X002008.SZ,X002074.SZ,X600089.SH,X600707.SH,X000977.SZ,X600702.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0589828330491988,0,0,0,0.146485426692566,0,0,0.00297756871435449,0,0.114994096074161,0,0,0,0,0,0,0,0.0945614699998481,0,0,0,0,0.137630709639127,0.0235203305484794,0,0,0,0,0,-0.0654385510073911,0,0,0,0.118710761881138,0,0,0,0,0,0,0,0,0,0,0,-0.0445805110246575,0,0,0,0,0.00954021806447698,-0.0220131674933132,0,0,0,0,0,0
X000858.SZ,0.116300683116455,0,0,0.0435730088906861,0,0.301630794714723,0.0248505208970801,0.0330316664914737,0,0,0.0927493902895228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167527296527343,0,0,0,0.062303053059288,0,0,0.0595531276080012,0,0,0.201099715503073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689478064983217,-2.16840434497101e-19,0,0,0,0.013774449803248,0,0
X002415.SZ,0,0,0,0,0,0.183405169406495,0,3.46944695195361e-18,0,0.0882602676900605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19542442330696,0,0.283316219048257,0,0,0.083382383831812,0.00957390159357948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531535161378405,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0986558378830318,0.0683250927650868,0,0,0.0597408148853723,0,-0.0580252457798638,0,0,0,0,-0.0984355972963252,0,0,0,0,0,0,0.032163668220167,0,0,0,0,0.211240492070567,0,0,0,0,0.026560692333521,0,0,0,0,0,0,0,0,-0.122040779125089,0,0,0,-0.0115540990946948,0,0,0,0,0,0.0113078960245495,0,0,0,0.0311639740970105,0,0
X000651.SZ,0,0,0,0,0,0,0,0.127661427750956,0,0,0,0,0,1.0842021724855e-19,-0.0367976591069842,0,0,0,0,0,0.246426745840045,0,0,0.051476202267284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397454192102451,0,0,0,0,0,0,0,0,-0.0128883068168085,0,0,0,0,-0.0173017696360484,0,0
X000568.SZ,0,0.551126229303369,0,0.0475315673215572,0,0,0.0454324418225747,0,0,0.145066109662332,0,0,0,0,0,0,0,0,0,0,0,0,-0.0988336315785319,0,0,0,0,0,0,0,0,0,0,0,0.122194098337207,0,0,0,0,0.155563617347321,0,0,-8.67361737988404e-19,0,0,0.014466834180419,0,-0.0132945881390261,0,0,0,0,-0.0422754965750744,0,0,0,-0.0239482694635033,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.302622603334858,0,0.00186237084397766,0,0,0,0.098613027751642,0,0,0,0.0312333562276675,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.14895252224076,0,0,0,0.360614837372807,0,0,0,0,0.0426403492788602,0,0,0,0,0.0802628138670633,0,0,0,0,0,0,0,-0.0571905961371493,0,0,0,-0.0227273266746904,0,0
X600690.SH,0,0.103354246584258,0.119078164866923,0,0.13813715211199,0,0.185145003862817,0,0,0,0.0138842639709627,0,0,0.120585673755671,0,0,0,0,0,0,0,0,0,0,0,0.126966496651866,-0.105981995054802,0,0.0350616334385058,0,0,0.0948965467113425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351322951889291,0,0,0,0,0,0,0,0,0,-0.0190360584128818,0,0
X600031.SH,0,0,0,0,0,0,0.146469826290996,-0.178054153331081,0,0,0,0,0,0,0,0,0.202190569601251,0,0,0,0,0,0.0666922612339171,0.0606811863212761,0,0,0.208191137687314,0,0.341726701105892,0,0,0,0,0.0722844922104948,0,0,0.0340780968923935,0,0.116158612203905,0,0,0,0,0,0,0,0.0713051832560541,0,-0.110566236565563,0,0,-0.0638292366695213,0.0389296207738649,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336239167204855,0,0,0.0876812086719316,0,0,0,0,0.499079926273429,0.0434660189183103,0.0395643103323475,0,0,0,0.0191398399963366,0,0.0633913920257374,0,0,0,0,0.0149987480694559,0,0,0,0,0.0492405667800897,0,0,0,0,0,0.0386011116500272,0,0,0,0,0,1.73472347597681e-18,0.0266206119124871,0,0,0,0.0399384826161493,0,0
