,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X000568.SZ,X002506.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X000050.SZ,X002456.SZ,X300124.SZ,X002085.SZ,X002074.SZ,X002007.SZ,X002426.SZ,X002180.SZ,X600867.SH,X600089.SH,X002294.SZ,X002249.SZ,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X600699.SH,X601877.SH,X600498.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088072890764573,0,0,0,0,0.0506838473887704,0,0,-0.0649303866532123,0,0,-0.137798368259439,0,0,0,0,0.0227777099123914,0.370053341602584,-0.0223090580405959,0,0,0,0,0,0,0,0.0330768347473201,0,0,-0.00616254716761356,0,0,0,-0.0514221164116575,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.129893690113449,0,0.202803963408322,0.0675053003884068,0,0.125919631231899,0,0,0,0,0.00571090119321243,0,0.00669411339172061,0,-0.0366517396663401,0,-0.0686659417690143,0,0,0,0,0,0,0,0,0,0,0,0,0.0168106701462369,0,0,0,0,0,0,0,0.0438202232221539,0,0,0,0,0.178285923447979,-0.00907680746405221,0,0.0954378797496128,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.131707135626575,0,0,0,0,0.0365320104343946,0,0.064227939481622,0,0,0,0,0.0337057025515902,0,0.0127736754811958,0,0,0,0,0.0496661587765862,0,0.0350692868334059,0,0,0.0488361266392401,0,0,0,0,0,0,0.0869383605211265,0,0,0.0530316731386233,0,0,0,0,0,0,0,0.00447363125369773,0,0,0,0,0,0
X000858.SZ,0.143479040318778,0,0,0,0.227173560181908,0,0,0,0,0.0723152981385555,0,0.0703609809493543,0,0,0.0158509724524863,0,0,0,0,0,0,0,0,0.0603379674354207,0,0,0,0,0,0,0,0,0,-0.0447911067287756,0.0137737103751206,0.0524771882791047,-0.0943556312414741,0,0,0,0,0.087881913166141,0.0514524291172006,0,0,0,0,0,1.0842021724855e-19,0,0.00245260429807942,0,0,0,0,0,0,0
X002304.SZ,0.185410430778932,0,0,0.14699804412088,0,0,0,0,0,0,0.246048803243579,0,0,0,0,0,0,0,0,0,0,0,0.149910986898228,-0.094679742005965,0,0,0,0,0,0,0.0382318632724998,0,0,-0.047677164164595,0.177085602548355,0,-0.0202330933394164,0,0,0,0,0,0,0.141588037983322,0,-0.00769924913538606,0,0,0.133628201855637,0,0.0134168798944999,0,0,0,0,0,0,0
X600276.SH,0,0.277487691982914,0,0,0,0,0,0,0,0.174978947060381,0,0,0,0.0411344603422096,0,0,0,0,0,0,0,-0.0742081745199834,0,-0.0553941640280914,0,0,0,0,0,0,0,0,0,0.0354542120812248,0,0,-0.0258091756712643,0,0,0,0,0,-0.0244782848303541,0.0442149481604896,0,0,0,0.246708991519084,0,0,-0.0113098253407756,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245832208011933,0.252943362060289,0.123444113322181,0,0.00113202966818577,0,0,0,0,0,0.1322058442682,0,0,0.0130170061678106,0,-3.46944695195361e-18,0,0,0,0.0199889302977744,0,0,0,0,0,0,0,0,0.0289722128500139,0.00217219625273643,0,0,0.00243936292510987,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.373439116128866,0,0,0,0,0,0,0,0,0.0787176519669648,0,0,0,0,0,0,0,0,0,0,0.0417034024612656,-0.0305097065592417,-0.0738118838646419,0,0,0,0.255724419776385,0,-0.072443921535689,0,0,0,0.0593250824657437,0,0,0,0,0,0,0,0.0104849302176545,0,0,0,-0.0618374318116746,0,0,0.154722206586131,0,0,0,0,0,0,0
X000063.SZ,0,0,-0.169498456401417,0.263188956949215,0,0,0,0.243082791479352,0,0,0,0,0,0,0,0,0,0.190344949185777,0.198052656854858,0,0.251529916524065,0.167855146054851,0,0,0,0,0,0,0,0,0,0,0.00905948028771316,0,0,0,0.0318945641564892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049114924303979,-0.0377216378965483,0,0,0,0,0,0
X600690.SH,0,0.0127325592564427,0.0555895549667462,0.0508169965448292,0,0,0,0,0,0,0,0,0,0.0302324321114481,0,0,0,0,0.0416119940199095,0,0,0,-0.158047160644528,0,0,0,0,0,0,0.0252292726775811,0,0,0,0,0,0,0,0,0.410823722508017,0,0,0.0562929436170011,0,0,0,0.0437690651374608,0,0,0.0424527250508678,0,0.00754464548821376,0,0,0,0,0,0,0
