,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X000568.SZ,X600809.SH,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X002180.SZ,X600089.SH,X002074.SZ,X000661.SZ,X600702.SH,X000157.SZ,X000733.SZ,X600884.SH,X002236.SZ,X000799.SZ,X002414.SZ,X000977.SZ,X002008.SZ,X600779.SH,X601799.SH,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.66190886689083,0,0,0,0,0,0,0,-0.0132792951423784,0,0,0,0,0,0.0318396001244806,0,0,0,-0.0261885420764444,0,0,0,0.0565155653220023,0,0,0,0,0,0,0,0,0,0.0147263931681728,0,0.0652439798454758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173395701739759,0,0,-0.0247276088616583,0,0,0,0,-0.00884085340736925,0,0
X000858.SZ,0.382181723461062,0,0,0,0,0.136291208456399,0,0,0.0819842041729175,0,0,0,0,0,0,0,0,0,0,0,0,0.141710938919969,0.11755245261822,0,0,0,0,0,0,0.0421536929734937,0.0310450245532037,0,0,0,0,0.0501606920000351,0,0,0.101016434856987,0,0.069170437283456,0,0,0,0,0.106519536448092,0,-0.134747695216898,-0.0280975556063035,0,0,1.0842021724855e-19,5.42101086242752e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0590482776762801,0,0,0,0,0.338570801831775,0,0,0,0,0,0,0,0.146291205277521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473819677412918,0,0,-0.0427149601516853,0,0.0914196857502898,0.0271294686067935,0,0,0,0,0,0,0,0,0,-0.0578793110857173,0,0,-0.0165454985813518,0,0,0,0,-0.0313739817167393,0,0
X002475.SZ,0.115153825100564,0,0.0459772201006734,0,0,0,0,0.072864136880914,0,0,0,0,-0.0325623623227757,0,0.132393669245412,0.447483506539178,0.0577748575538276,0,0,-0.108149109614406,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00136332185369503,0,0,0,0,-0.0340218326029624,0,-0.141684480320608,0,0,0,0,0,0,0,0.00382989753857585,0,0,-0.0544643485644337,0,0,0,0,-0.043020194496366,0,0
X000568.SZ,0.252563599695875,0,0,0,0,0.0455682292711479,0,0,0,0.214533699619337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235522138018873,0,0,-0.0423297998665161,0,0,0,0,0,0,0,0.174119796835069,0,0,0,0,0,0,-0.187818485257484,0,0,0.249037144636692,0,0,0,-0.0194633736057198,0,0,0,0.00983215895485375,0,0,0,-0.00826849190067679,0,0
X600809.SH,0,0.280133094665281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220704549633953,0,0,0,0,-0.298360633565036,0,0,0,0,0,-0.157353795880695,-0.126317941182356,0,0,0,0.0734848895422322,0,0,0,0,0.21423725581689,0,0,0,0,0.0491757825568935,0.158650212407778,0.00186245767512853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086522674174843,0,0
X600690.SH,0,0,0,0,0,0,0,0.0391832833506053,0.126085411488142,0,0,0,0,0.420399319212611,0,0.0434287433692443,0,0,0,0.0942739085032827,0,0,0,0.082972859279038,0,0,0,0,0,0.0616494249638473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000441104119950733,-0.023748494672401,0,0,0,0,0,0
X600276.SH,0,0,0.106443978758077,0.170181910519474,0,0,0.125541944652897,0,0,0,0,0,-0.107185112277481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208917405886947,0,0,0.0951750575065243,0,0,-0.0550960578944139,-0.0635975727344945,0.0345927171927298,0,0,0,0,0,0,0,0,0,0,0,0.0288967179106866,0,0.0810632662298996,0,0,-0.0266440980489791,-0.00530969946531749,0,0,0,0.00482133712583823,0,0
X002304.SZ,0,0,0.126869094173735,0,0,0,0.141506376998377,0,0,0,0,0,-0.00479197993331605,-0.0182192961454239,0,0,0.0459482268934565,0,0,0,0.0825345975587024,0,0,0.196773351389268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873182784960932,0,0,4.33680868994202e-19,0,0,0,0,-0.026361448490526,0,0
X000651.SZ,0,0,0,0,0.108551023181546,0,0.0864541323740953,0,0,0,0,0,-0.0180952794142558,0.23036544047114,0,0,0,0,0,0,0,0,0,0.00220503372743571,0,0,-0.0803452240390847,0,0,-0.0791626307343605,0,0,0,-0.0015061414469277,0,0,0,-0.0142928114414784,0,0,0,0,0,0,0,0,0,0,-0.00623091631214636,0,0,0.0201588503279009,0,0,0,0,0.0415336162060597,0,0
X600104.SH,0,0,0,0.143439266402816,0.0498380076368197,0,0,0,0,0,0,0,0,0.225392893027885,0.0452854583428649,0,-0.142571321277232,0,0,0,0,0,-0.0225137218999649,0,0,0.0640999742240551,0,0,0,-0.0312740253083014,0.0586919614895819,0,-0.0305187206430224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101683900184067,0,0,0,0,-0.025845165786175,0,0
X000725.SZ,0,0,0,0,0,0,0.129146398025578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303722030960637,-0.00276600761524847,0,0,0,-0.00481623244303196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157972851427796,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107132001755177,0,0,0,0,0,0,0.0603790668173386,0.190069778194806,0.151458461657021,0,0,0,0.325803288058863,0,0,0,-0.0396642587502249,0,0,0.253570388882638,0,0,0.0737138461252829,0,0,0.00652917402250823,-0.0398021934326591,0,0,0,0,0,0
X600031.SH,0,0,0,0.100668512904439,0,0,0,0,-0.119809912145923,0.136432213384166,0,0,-0.0640356163799274,0,0,0.0284995939317831,0,0,0,0.282992984646914,0.0129832799087072,0.0232725807184311,0,0,0,0.0395714333401139,0,0,0,0,0,0,0,0,0,0,0.17742911991982,0,-0.0983120607415312,0,0,0.0312147682071283,0,0,0,0,0,0,0,0,0,-0.0259639039446595,0,0,0,0,0.00456735212566436,0,0
X300124.SZ,0,0,0.0633123514546754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432814185258334,0,0,0,0,0,0,0,0,0,0,0,0.182195312098951,0,0.00579566471405056,-0.0721432352017784,0,0.0116561945725794,0,0.0399854992506728,0.0669254052159141,0,0,0.0454448679946071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.275339869654434,0.232896387196332,0,0,0,0,0,0,0,0.244729369569772,0.154175360142055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640163199821227,0,0,0,0,0.253241630741957,0,0,0,0,-0.0674465007391074,0,0.228485383701222,0,0,0.00412212345997897,0,0,0,0,0,0.231461309956534,0,0,-0.00912759681969771,0.0625366438371953,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13446426168101,-0.145946433963219,0,0,0,0,0.276777588608863,0,0,0,0,0,0,0.186083655854713,0,0,0,0,0.153947485748005,0.421657048335618,0,0,0,0,0,0,0.197288796758626,0,0,0,0,0,-0.123829394292477,0,0
X000063.SZ,0,0,0,0.00435268330812515,0,0,0,0,0,0,0,0,0,0,0,0,0.0276365822228309,0,0,0.0343605875238842,0,0,0,0,0,0,0,0,0,0,0.0529590325811173,0,0.0296063238393886,3.3881317890172e-21,0.334325093241096,0,0,0,0,0,0,0,0.0578459738553577,0,-0.0967711959985557,0,0,0,0,0,0,0,0,0,0,0,-0.0138822313698922,0,0
X003816.SZ,0,0,0,0.0468155195008704,0.0997422688182197,0,0,0,0,0,-0.0775232755904296,0,0,0,0.0627317644399927,0,0,0,0,0.167508306113816,0,0,0.101128599355811,0,0,0,0,0,0,0,0,0,0.1272361974208,0,-0.00241633586852621,0.00931199099533533,0,0,0,-0.0322110905852046,0,0,0,0,0,0.0573561166435236,0,0,-0.0311695916441345,0,0,0.020183074316906,-4.33680868994202e-19,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,-0.107943816710091,0,0,0,0,0,0,0.459429357713153,-0.106099259809379,0.205107333618589,0,0,0.100829135246481,0,0,-0.0674268965416081,0.025549224082122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12085909174188,0,0.246639583792841,0,0.106001264982728,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0450665849693787,0,0
X002049.SZ,0,0,0,0,0,0.0728013190584465,0,0,0,0,-0.00735817947848446,0,0,-0.297902661499836,0,0,0.101522050778632,0,0,0,0,0,0,0,-0.254747677523335,0,0,0,0,-0.0875203549349889,0.0529379317177071,0,0,0.225321519955131,0,0,0,0.17744695495278,0,0,0,0,0,0,0,0,0,0,0.119318919383652,0,0,0,-0.00427328291635189,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0418284603234036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.028338856175684,-0.0151888331282275,0,0.630952330239786,0.496515668676534,0,-0.126286746993793,0,0.00838314922778651,0,0,0,0,0,0,0,0,0,0,-0.0388014857103657,0,0,0.0339115294608522,-0.00415830886048606,0,0,0,0,0,0
X600703.SH,0,0.0177866966189676,0,0,0,0,0,0,0,0,0,0,0,0.138638951048509,0,0.366596736213943,0,0,0,0.00321526367875205,0,0,0,0.0661676819286314,0,0,0,0,0,0.0144173060569809,0,0.142731322260229,0,0,0,-0.289264664675756,0,0.06598541333298,0,0,0,0,0,0,-0.0455597961837914,0.211741087304193,0.0857536097302868,0,0,0,0,0,-0.0161442392524053,0,0,0,0,0,0
X000596.SZ,0.300454293390714,0.169815763859021,0,0,0.126629071583901,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0735940234584791,0,0,0,0,0.093093520556725,0.0419751538674102,0,0,0,0,-0.0666609013997514,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.18966256553486,0.0318171346402228,0,0,0,0,0,0,-0.0519748492223369,0,0.062970985578994,0.0481051705455428,0,0,0,0,0.0319489584259039,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493871348164419,0,0,0,0,0,0,0,0,0,0.0334669360367205,0,0,0,-0.028331658988184,0,0.0101342431131869,0.16957065042982,0.0592934232724202,0,0,0,0,0.0335864158202119,0,0,0,0.00562839090812334,0,0,0,0,0,0.061454439967753,-0.131910588882888,0.397417122010323,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.113069387073846,0,0.164697204022369,0,0,0,0,0,0,0,0,0,0.23146261111982,0,0,0,0,-0.159596816080857,0.282179219832047,0,0.226236498217128,0.0362379416782779,0,0,0,0.211378436449678,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485956594320264,0.0299956518026041,0,0,0,-0.00667468455605968,0,0
X002179.SZ,0,0,0,0,0,-0.0811828595952599,0,0,0,0,0,0,0,3.46944695195361e-18,-0.044142717710316,0,0.175000998326929,0,0,0,0.252948640639705,-0.0891860188425441,0,0,0.0299083764613406,0,0,0,0,0,0.00184630600441675,0,0,0,-0.0420890426208676,0,0,0.10509769722163,0.0395394911257123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764661693544831,0,0,0,0,0,0
X600741.SH,0,0,0,0.253738562539701,0,0,0,0,0,0,0,0,0,0,-0.172471549510883,0,0,0,0,0,0,0,-0.0883324892627265,0,0,0,0,0,0,0.0153691585410319,0,0,0.0452121458399435,0,-0.0386835792694489,0,0,0,0,0,0.0643803831589591,-0.188391089590143,0,0.262101511108786,0,0,0,-0.13437414193851,0,0,0,-0.0165378563717785,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0739031425370237,0,0,0.145293022040424,0,0,0,0,0,0,0,0,0.04904787146312,0,0,0,0,0,0,0,0.020297073989968,0,0,0,0,0,0,3.46944695195361e-18,0,0.109456379977779,0,0,0,0.0966154398356487,0,0,0,0,0,0,0,0,0,0,0,-0.00407077665358118,0,0,-0.0587207217484585,0,0,0,0,-0.0154973941487505,0,0
X300142.SZ,0,0,0,0,0,0,-0.0879758810376348,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0337482767825712,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365436493226697,0,0,0.200418615698193,0.189702660902757,0.0671179852914751,0,0.0716102163681729,0,0.0564991860296565,0.0657927699996844,0,0,0.148600382345919,0,0,0,0,0,0,0,-0.0112912402928813,0,0,0,0,-0.0556763190867908,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516522799026397,0,0,0.106752236632103,0,0,0,0.0645858468647835,0.295171962460561,-0.104752513695082,0,0.00587740187334428,0,0,0,0,0,0,0.037427069505895,0,0,0,0,0.0976289957874727,0.275732506233446,0,0,0,0,0,0,0,0,0,-0.0261160301792022,0,0,0,0.0220370468211306,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,-0.0661400041612289,0,0,0,-0.00519362951999377,0,0,-0.0304288498863694,0,0,0,0.0701458964454897,0,0,0,0,0,0.204706783972743,0,0,0.0514935759252807,0,0,0,0,8.67361737988404e-19,0,0,0.0332005872715634,0,0,0,0.106440708043961,0,0,0,0,0,0,0,0,0,0,-0.0530947092791824,0,0,0.00301567146742946,0,0,0,0,-0.00932020527396731,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0219873656640173,0,0,0.0702373798090123,0,0,0,0,0,0.248526619567837,0,0,0.249440802553583,0,0,0.21065711176405,0,0,0.07196906509396,0,0,0,0.0126649978659024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258808995216001,0,0,0,0,-0.0595741938961471,0,0
X002074.SZ,0,0,0,0,0,0,0,-0.189351268393681,0,0,0,0,0.0353626380904823,0,0,0,0.208221159309972,0,0,0,0,0.0645591811044583,0,0,0.0463371594158467,0.193828113319685,0,-0.0626507446294244,0,0,0,0,0.0128704189471686,0,0,0,0,0,0,0,0,0,0.0869802554653511,0.544001678890524,0,0,0,0,0.133749777087353,0,0,0,0.00512759811887044,0,0,0,-0.029502963774583,0,0
X000661.SZ,0,0,0,0,0,0,-0.180669178904822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818480638436607,0.294666229059615,0.0739128972851773,0,0,0,0,0,0,0.0545572160064082,0,0,0,0,0,0,0,0,0,0.239210518626554,0,0,0,0,0,0,0.104525861289088,0,-0.0242173967970313,0.104089113245903,0,-0.0959629882740177,-0.133884841879764,0,0,0,0,0,0
X600702.SH,0.202769416881973,0,0,0.0599518946915631,0,0.0782198527921783,0,0,0,-0.0850537658811636,0,0,0,0,0,0.12117836337213,0,0,0,-0.189140731153698,0.128725154356464,0,0,0,0,0,0,0,0,0.00819168846898808,0.0410516228550191,0,0,0.0895423301300926,0,0,0,0,0,0,0.334996451993831,0,0,0,0,0,0,0,0,0,0,0,-0.0291848666151866,0,0,0,1.73472347597681e-18,0,0
X000157.SZ,0,0,0,0,0.0383383876276842,0,0,0,0,0,0,0,0,0.578882997231993,0,0,0,0,0,0,0,0,-0.0215606536309003,0,0,0,0,0,0,0.0678379984829362,-0.00323135474572336,0,0,0,0,0,0,0,0,0.0506588985410578,0,0,0,0,0,0,0,0,0,0,0,-0.0169478390406708,0,0,0,0,-0.00962103594397237,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212821152377549,0,0,-0.0522898762616557,0,0.0751105720648632,0.0923523593223573,-0.0225370010363632,0,0,0.311214956471773,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.164738930411771,-0.571585467116148,0,-0.118751152696435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0654906136768431,0,0,0,0,0,0,0,0,0.236491219710901,0,0,0.154652748064923,0,0.00757468838395517,0.101690129336446,-0.171940233231247,-0.0808160542264088,0.174236959005028,0,0,0,0,0,0,0,0,0,0.106945822137156,0,0,0,0,0,0,0,0,0,0,0,0.0111111170947019,0,0,0,0,0,0
X002236.SZ,0.0968692324580941,0,0,0,0,0,0,0,0.266422581348022,0,0,0,0,0,0,0.0741462936073519,0.143489692282138,0,0,0,0,0.0579423429186554,0,0,0,0,0,0.0623266835693587,0,0.030664059086103,0,0.0526797813738003,0,0,0.0356037677237029,0,0,0.0413948815186134,0,0,0,0.0352401038598302,0,0,0,0,0,0.0544931058401915,-0.00959872458607887,0,0,0,0,0,0,0,0.0186811045212614,0,0
X000799.SZ,0,0,0,0,0.321363873422513,0,0,0,-0.0819404570883077,0,0,0,0,0,0,0,0,0,0,0,-0.133642190921761,0,0,0.167233532163038,-0.0948409905101514,0,0,-0.021055903455282,0,0,0,0,0,0,-0.0560946892036043,0.341673130380443,0,0,0,0,0,3.46944695195361e-18,0.20604834858228,0,0.0093378827482461,0,0,0,0,0,0,0,-0.0376747509092315,0,0,0,0,0,0
X002414.SZ,0,0,0,0,0,0,-0.139462385745631,0,-0.367108813812893,0,0,0,0,0.088551175094895,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0499606484087083,-0.0465147362736141,0.493840173159792,0,0,0,0,0,0,0,0,0.0497223371695267,0,0,0,0,0,-0.0616192088336836,0,0,0.475843924726056,0,0.0663341436293422,0,0,-0.122418386347054,0,0,0,0,-0.140725189082791,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0718549404944864,0,0.295282932169782,-3.46944695195361e-18,0,0,0,0,0.0785332781578383,0.0895954289722129,0.057937877688455,0,0,0,0,0,-0.0779478226981162,0,0,0,0,0,0,0,-0.227979389587146,0,0,0,0,0,0,0,0,0,0,0.0829804043777475,0,0,-0.0398945470517677,-0.0107542370226,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.000252969263172689,0,0,0,0,0,0,0,0,0.0695213691926147,0.0957940393358634,0,0,0,0,0.0769181769983676,0,0,0.0487934842494109,0.0736430839103032,0,0,0,0,0,0.147981832464215,0.0577541377116804,0.0763594372962668,0,0.119000259183427,0,0.00679713696496673,0,0,0,0,0.0404233876561435,0,0,0,0,0,0,0,0,-0.0309999582561412,8.67361737988404e-19,0,0,0,0,0,0
X600779.SH,0,0.208475996149649,0,0.0152166526988555,0,0,0,0,0,0,0,0,-0.0148997362368843,0,0,0,0,0,0,0.0504295809833509,0,0,0,0.0140352942574647,0,0,0.047252674728317,0,0,-0.0362335462801207,0.0102582383026371,0,-0.116827361745186,0,0,0.130714545210864,0,0,0,0,0.115180797243175,0,0.138437622427065,0,0,0,0,0,0.0442029004288001,0,0,0.00963964300466578,0,0,0,0,0,0,0
