,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X002129.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600702.SH,X600460.SH,X600522.SH,X000157.SZ,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X002007.SZ,X000800.SZ,X300146.SZ,X002414.SZ,X002236.SZ,X600487.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.206857388753352,0.10576468665602,0.0958990818945886,0.29107879390931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256432503397429,-0.193381455871658,0.180598358033717,0,0,0,-0.0269503416543256,0,0,0,0,-0.0322784325380976,0,0.149872517990519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453666516752767,0,0,-0.00394043554417815,0.0141097298576846,0,0,0,0,0,0
X000858.SZ,0.00294150426311403,0,0.0686332842636146,0,0.499285124099634,0,0.0366612102244388,0,0,0.182251373406821,0,-0.101921075603054,0,0.0572217501924919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560769672072379,-0.00690045594788957,0,0,0,0,0,0,0,0,0.0511348496494496,0,0,0,0.0704282136762741,0,0,0,0,0,0,-0.00925997801438941,-0.00982772126943704,0,0,0,0,0,0
X600809.SH,0.359782821999627,0,0,0,0.478558574421678,0,0,0,0,0,0,0.0374212325875133,0,0,0.0256027737196752,0,0,0,0,0.0140561939339027,0,-0.0933477891282666,0,0,0,0,0,0,0.0199166144667671,0,0,-0.0403309883242827,0,0,0,0,-0.0307361969116667,0,0,0.119906310623147,0,0,0,0,-0.0517797449672411,0,0,0,0,0,0,0,0,-0.0189848553221943,0,0,0,0,0
X002415.SZ,0,0.0381540917026994,0,0,0,0,0,0.075190407537372,0,0,0,0,0,0,0,0,0,0.0132004549996557,0.0467127789790233,0,0,0,0,0,0,0,0,0,0,0,0.162668754681666,0,0,-0.00370624168325455,0,0,0,0,0,0.0608765253816972,0,0,0,0.205148635572452,0,0.100311174183824,0,0.0949448927322128,0,0,0,-0.00121539674334274,0.00998086681922048,0,0,0,0,0,0
X000568.SZ,0.416043145771704,0.41224664830571,0.382282342973556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521987186106938,0,0.0440026013096933,0,0,0,0,0,0.0108513928983715,0,0.106117868264037,0,0,-0.133826447294046,0,0,0,0,0,0,0,0,0,0,-0.0123072273378737,0.0478722342578068,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0365269292014942,0,-0.0243083105580559,0,0,0,0,0,-0.0192364225634215,0,0,0,0,0.159107635103091,0,0,0,0,0,0.18298262427666,0,-0.169225374260104,0,0.0190274620205077,0.179153729494367,0,0,0,0,-0.205706811701453,0,0.0651489490079882,0,0,0,0,0,0,0,0.0336365690563832,0,0,0,0.0144060353743846,-0.00439824786951726,0,0,0,0,0,0
X002304.SZ,0.148180862937261,0,0,0.106838795139807,0.306923693070597,0,0,0,0.125627498169046,0,0,0,0,0.0370732054396278,0,0,0,0.0150534700328942,0,0,0,0,0,0,0,0,-0.0507271026324629,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0249450019751845,0,0,0,0,0,0,0,0,0,0,0,0.0549458343822459,0,-0.00879371963538311,0,0,0,0,0,0,0
X600690.SH,0.101081712283875,0,0,0,0.257420226973366,0,0,0,0,0.360844084767873,0,-0.000971837304603419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541744421912738,0,0.0635144204859039,0,0,0,0,0,0,0,0,0.0602952540715749,0,0,0,0,0,0,0,0,0,0,-0.0739615134138671,0.0572403074600718,-0.012067761510197,-0.00148873614874871,-0.0507958673617833,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.144611196748111,0,0,0,0,0,0,0,0,0.0620885817843889,0,0,0,0,0,0,0,0.00975414339250941,0,0.2059177310003,0,0,0,0,0.00415814792361669,0,0,0,0,0,0,0,0,0,0,0.1471001224979,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,-0.0265112669523767,0,0,0,0,0.393091092361733,0,0,0,-0.0838426764050367,0,0,0.263756847459377,0,0,0,0,0,0,0.0554669257893902,0,0,0,0,0,0,0,0,0,-0.172924992809476,0,0,-0.0128332791618492,0,0,0,0,0,0.0238961405721752,0,0,0.137449289176528,0,0,-0.0486555731305758,0,0,0,0,-0.000710441351930875,0.0377134440172813,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.0823231910157673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168010201808943,0,-0.080002668330372,-0.104783789011965,0,0.125879885799631,0,0.070447754985496,0.0180500333913244,0,0,0.241409605518764,1.73472347597681e-18,0,0,0,0,0,0,0.0139322083152432,0,0,0,0,0,0,0,0,0,0,0.0306947051246643,0.112565218782089,0,0.0119904958113507,-0.00130209129835454,0,0,0,0,0,0
X300014.SZ,0,0,-0.0227672138674196,0,0,-0.01443276095517,0,0,0,0,0.0334943493826605,0,0,0,0,0,0,-1.73472347597681e-18,0,0,1.73472347597681e-18,-0.145886119379975,0,0,0,0,0,0,0,0,0,-0.0465699774555258,0,0,0.638059132044467,0,0,0.239500672157057,0,0,0,0,0,0.0519206023141061,0,-0.270636743411212,0.189937174882368,0,0,0,0,-0.0288719805127847,0.0526763609259025,0,0,0,0,0,0
