,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X600031.SH,X002304.SZ,X000568.SZ,X600809.SH,X000725.SZ,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002007.SZ,X000596.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X600741.SH,X002049.SZ,X000625.SZ,X002129.SZ,X000157.SZ,X601877.SH,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600183.SH,X002179.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X600118.SH,X002185.SZ,X000050.SZ,X002008.SZ,X000547.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0915612284049183,0,0.041488422148712,0,0,0,0,0,0.202596807907759,0.198174911846337,0,0,0,0,0,0,0,0.0549975988240211,0.0135504725480161,0,0,0,0,0,0,0,0.0173363580055356,0,0,0,0,0.0554205306436013,0,0.0315815963387573,0,0,0,0,0,0,0,0.0400136815574372,0,0,0,0,0,0,0,0,0,0.00246386549070762,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0472813873128687,0.202300116366207,0,0.457792771322342,0,0,0,0,0,0.0782269178809764,0,-0.0114486669605586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292872498620608,0,0,0,0,0,0,0,0,0.0543128725932407,0,0,0,0,0,0
X600276.SH,0.0469440686941132,0,0,0,0.164570303744904,0,0,0,0.0534451970813334,0.309905474206067,0.0724007675223123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159577662797769,0,0,0.0132498379556628,-0.0799723669070433,0,0.00913739416419411,0,0,0.00913057238110693,0,0,0,0,0,0,0,0,0,-0.0112728539683803,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0292230626592784,0,0,0,0,0.309803094107938,0,0,0,0,0,0,0,0.023641299475339,0.0441545693024632,0,0,0.0063776333165363,0.057678519332086,0,0,0,0,0.116765047546859,0,0,0,0,0,0,0,0.0390395372560495,0,0,0.0708110300962871,0.0501621506715235,0.0571589677902105,0.0201234760707251,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.164804809891911,0,0,0,0,0,0,0,0,0,0,0.0670724095242128,0,0,0,0,0.0211697059813206,0,0,0,0,0,0,0,0.0403828891193079,0,0,0,0,0.203907809630292,0,0,0,0,0,0,0.0539675291184293,0,0,0,0,0,-0.0740101543125857,0,0,0,0,0,0,-0.00405774920667011,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543659407595066,0,0,0,0,0,0,0,0,0,0.00985706441475654,0,0,0.138881602364304,0,0,0,0,0.0294255679173137,0,0,0,0,0,0,0,0,0,0,0.131857157639727,0,0.0174335606911831,0,0.0490598328509601,0,0,0,-0.0599942491425991,-0.0221158250665145,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.162195909547491,0,0,-0.0386959354138823,0,0,0,0,0,0,0.0660883201158186,0.0731130331417669,0,-0.00707909198083556,0,0,-0.0058897127764753,0,0,0.0319178886733767,-0.0259813145293358,0.0305180463970543,0,0,0,0,0,0,0.0718225782548269,0,0.126729793272695,0,0,0.115359925414956,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00797863838208904,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239047222920475,0,0.00128666383774776,0.0464892452544084,0,0,3.46944695195361e-18,0,0,0.0608216148430834,0,0,0.0326590372357664,0.394175165243566,0,0,0,0,0,0,0,0,0.0253560148674637,0,0,0,0,0,0,0,-0.051152732293805,0,0,0,0,0.018256935437814,0,0,0,0,0,0
X002304.SZ,0,0.300812556545663,0,0,0,0,0,0,0,0.295304021372764,0.0070958055565089,0,0,0,0,0,0,0,0,-0.0134409286691505,0.0553782223165211,0,0,0,0,-0.00505482769565759,0,0,0,0.178820235317739,0,0,0.0712078818605124,0,0,0,0,0,0,0,0,0,0.00545169041169452,0,-0.0217301963518262,0,0,0,0,0.00583335612677339,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000568.SZ,0,0.144234642714298,0,0,0,0,0,0,0.47830942708159,0,0,0,0,-0.166031337018865,0,0,0.171742823820335,0,0,0.0311295625617696,0.207573218924067,0,0,0,0,0,0,0,-0.0592801501367766,0,0,0,-0.0531975660825035,0,3.46944695195361e-18,0,0,0,0,0,0,0.0539290111500189,0,0,0,0,0,0,0,0,0,0,0.00148172428023455,0,0,0,0,0,0
X600809.SH,0.118529125742856,0.284153463393579,0.0960384750305908,0,0,0,0,0,0,0.191051224950598,0,0,0,0,0,0,0,0,0,0.171250838841837,0.16832377658519,0,0,0.0222175665150464,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194212048625563,0,0,-0.00279010617797865,0,0,0,0,0,0,0,0,-6.47887206576363e-05,0,0.0115502573954438,0,0,0,0,0,0,0
