,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002371.SZ,X600104.SH,X300014.SZ,X600031.SH,X300124.SZ,X000725.SZ,X600703.SH,X000063.SZ,X002129.SZ,X000338.SZ,X000625.SZ,X300142.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X000596.SZ,X600460.SH,X002179.SZ,X601877.SH,X002074.SZ,X600584.SH,X002007.SZ,X000157.SZ,X002414.SZ,X600183.SH,X002236.SZ,X000799.SZ,X600741.SH,X600702.SH,X601799.SH,X600089.SH,X000800.SZ,X600779.SH,X000066.SZ,X300146.SZ,X300003.SZ,X000977.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.170863072907138,0,0.0532234682994614,0,0,0.0358416594987193,0.117323680735091,0.0277762092234218,0.107060539223845,0,0,0,0.0428708595598553,0,0,0,0,0.0475119928255791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801432539313749,0,0,0,0.0230822927526237,0,0.059995566248984,0,0,0,0,0,0.00475157618496855,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.226583180415061,0,0,0.43046282884339,0,0,0,0,0.0635093906549117,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0052303399024164,0,0,0,0,0,0,0,-0.0499726170008982,0,0,-0.113935692621544,0,0,0,0,0.0565564993190692,0.168334325696255,0,0,0.0632448592824655,0,0.102948632128526,0,0,0,0,0,-0.0388578511054053,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.160627047517276,0,0,0.084008208318776,0,0.0930341658295844,0,0,0.0925525434208565,0,0.0391482013201181,0,0,0,0.038526765824578,0,0,0,0,0,0,0,0,0,0.0113519259017412,0.0821868192783804,0,0.0409427486963105,0,0,0,0,0,0,0.117938146797213,0,0,0,0,0,0,0,0,0,0,0.0456462030436039,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.252626674876609,0.0700324493608811,0,0,0,-0.0460345451637331,0,0.0256258364426136,0,0,0,-0.0790762129330498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542253243466912,-0.219807966686183,0,0,0,0,0.0467688414029591,-0.00488396045087391,0,0,0,0,0,-8.67361737988404e-19,0.0707956714859106,0,0,0,0,0,0
X600276.SH,0,0,0,-0.175899200624339,0,0,0,0,0.166231300280803,0,0,0,0,0.0684597220908027,0,0,0,0,0,0,0,0.0880235792599097,0,0,0.0970751525230102,0,0,0,-0.0463997552793967,0,0,0,0,0,0.220657343493162,0.102782562205451,-0.178220725095465,0,0,0,0.120655168395198,0,0,0,-0.00818756272094581,0,0,0,0,0.127824030814923,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.128418663186273,0,0,0,0,0,0,0,0.195855607528694,0,0,0.0167864442471815,-0.0385557853177907,0,0,0.0413421955280616,0,0,-0.0827170568321784,-0.0490133476227457,0,0,0,0,0,0,0,0,0,0,0,0.0975071457705667,-0.0305238282421663,0,0,0,-0.00691119002200964,-0.0424482684392235,0,0,0,0,0,0.0981764186719499,0,0,0,-0.000473202876285544,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.022683509756904,-0.0432651499057418,0,0,0.0925265655575616,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0502542351566524,0,0,0.168639955752203,0,-0.0360434307378837,0.058262003133951,0,0,0,0,0,0,0,0,0,0,0,0,0.0870607808000008,-0.0975651310470103,0,0,0,0.140811545409813,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.596876971945081,0,0.0495068672763677,0,0,0,0,0.20274435809353,0,0,-0.24288879659183,0,0,0,0,0,0,0,0,0,-0.0454976258117734,0.0430505258184919,0,0,0,0,0.146163623893609,0,0,0,0,0,0,0,0.0416228240240749,0,0,0,0,0,0,0,0,0.012343766012281,0,0,0,0,0,0,-0.000846843860419359,0,0,0,0,-0.0647248437520331,0,0
X002304.SZ,0,0,0,0.394530891846119,0,0,0,0.287811904959775,0,0,0,0,-0.259269383441366,0,0.0608312530560896,0,0.271493805776423,0.188144915910743,0,0,0,-0.0552704817142941,0,0,0,0,0,0,0,0.111315182690633,0,0.109012380886016,0,0,0,0,0,0,-0.0966802608066528,0,-0.0220090917509706,0,0,0,0,0.0853429093425294,0.0147198234851377,0,0,0,0,0,0.00537357082077256,0,0,0,0,0,0
X600690.SH,0,0,0.342721330762221,0,0.228041727076337,0,0,0,0,0,0,0,0,0,0,0.205686155060255,0,0,0,0,0,-0.116082472033446,0,0,0,0,0,-0.0542468679461754,0.0151567743440522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122419751265804,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0170294110477095,0,0,0,0,0.0171083585468834,0,0.0549563748870508,0,0,0,0,0,-0.037206705041827,0,0,0,0,0,0,0,0,0,0,0,0.252694751763297,-0.081375594311573,0,0.212448251287408,0,0,0,0.0685362259272233,-0.0422548698361801,0,0,0,0,0,0,0,0.314257880237911,0,0.014614560263428,-0.0388065812045482,0,0,0,0,-0.420734263696368,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0420008543908078,0,0,0.103415270449421,0,0,0,0,0,0,0.120403356116316,0.0873528573399669,0,0,-0.0136870543577116,-0.0119225969682854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116855081416556,0,0,0,0,0,0.0265463848457769,0,0,0,0,0,0.0760331932780985,-0.0265974358617737,0,0,0,-0.0930532441659478,0,0
X300014.SZ,0,0,0.20382289976777,0,0.147436764348475,0,0,0,0,0,0.119525330999541,0,0,0,0.159925085234742,0,0.0504224990275015,0,0,0,0.113961717069273,0,0.141944608099356,0,0.0318463630969959,0,0,0,0,0,0,0.220327690144795,-0.141237577315527,0,0,0,-0.0897997211966815,0,0,0,-0.105186796062426,0,0.226674057387397,0,0,0,0,0,0,0.194459613740651,0,0.0470617939599974,0,0,0,0,0,0,0
X600031.SH,0,0,0.168458088002055,0,0.045190261970402,0,0,0,0,0,0,0,0.0033416764577417,0,0.070967225949222,0,0.0836141271312306,0,0,0,0,0,0,0,0.00660864458878979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459578763921277,0,0,0,0,0,0.0269285753783745,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,-0.067068799605652,0.127193210271541,0,0.016244794943778,0,0,0,0.0396969407716527,0,0.145990945046317,0,0,0,0.175160035134045,0,0,0,0,0,0.0880706871776744,0,0.17343150846743,0,0,0,0.0467138726388792,0,0.0217374845515355,0,0.0287880321710607,0,0,0,0,0,0,0,0,0.162074003235747,-0.0316359934340991,0,0,-0.134922424353775,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989013281549526,0,0,0,0,0.310299877981637,0,0.122489619446354,0,0,0,0,0.070787478249681,0,0.0613338871439232,0,0,0,0,-0.00365071278274532,0.0204870845297656,0,3.46944695195361e-18,0,0,0,0,-0.0277029306613332,0,0,0,-0.0263141492671573,0,0,0,-0.0797523281127398,0,0
X600703.SH,0,0,0,0,0,0,0.0347783561710006,0,0.130494603318549,0,0.229500161927736,0,0,0.238991970053515,0.0240187507653998,0,0,0,0.152658690633107,0,0,0,0,0,0,0,0,0,0.230979202902016,0,0,0.00983769781268812,0,0.0936347395114701,0,0,0,0,0,0,0,0,0,0,0,0,0.0134542078193659,0,0,0,0,0.0469596479491052,0.0799775554041616,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0832189539149715,0,0,0,0,0.0370203177641729,0,0,0,0.033915178706529,0,0,0,0,0,0,0,0,0,0,0,0,0.0534512185569169,0,0,0.0158361891620197,0,0,0,0,0,0,0.076802685626484,0,0,0,0,0.0247130292408521,0,0,0,0,0,0.0195445275751339,0,0,0,0,0.00228413301451561,0.019376639432497,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.130842041160065,0,0,0,0,0,0,0.0447209230214137,0,0.254046396784755,0,-0.0407610344538406,0,0.0731839993824168,0,0,0,-0.0361590939310405,0,0,0,0,0,-0.0941463800967687,0,-0.0323194543577634,0,0.106446551170327,0.265962568957972,0,0,0,0,0,0,0,0,0,-0.0452680729559348,0.20136007502303,0,0.0863007065091887,0,0,0,0,0.0307830381088803,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0495825927323169,0,0,0.102364279950428,-0.0341570659805924,0.150488335980733,0,0,0.0151203620673322,0,-0.0531339999976921,0,0.0194386024201515,0.0193293940581962,0,0,-0.0107485574169584,0,0,0,0.0941608747126712,0,0,0.0546868574560673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221882788282964,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.617283776367137,0.0386487004089183,0,0.124622162353934,0,0,0,0,0,0,0,0,0,0.168521430907805,0,0,-0.160749981024828,0,0,0,0.19658857514228,0,0,0,0,0,0,0,0,-0.107930745273471,0,0,0,0,0,-0.071281231546307,0,0,0.361905938627405,0,-0.129425382456435,-0.200701754875137,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318214222739015,0,0,-0.00535417172204281,0,0,0,0.110974086817973,0,0.096475600750282,-0.102656952437958,0,0.281146979661117,0,0,0,0.33397850929217,0,0.171376699135248,0,0,0,0,0,0,0,0.129714936645787,0,0,0.0605626907112775,0.342231666712523,0,0,0,0,0,-0.156926466392423,0,0,0,0,0,0,0
