,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002241.SZ,X002292.SZ,X002506.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X002074.SZ,X002294.SZ,X600867.SH,X000869.SZ,X300003.SZ,X002085.SZ,X601877.SH,X002456.SZ,X002426.SZ,X300146.SZ,X600498.SH,X002008.SZ,X000977.SZ,X002129.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603850645013555,0,0,0,0,0,0,0,0.00709928966915252,0,0,0,0,0,0,0,0,0.159656567897403,0,0,0.0820759141051344,0,0,0,0.0227979892553051,0,0,0,0.0235923532826963,0,0,0,0,0,0,0.00796229859463234,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0529017402638024,0,0,0,0,0.345807696095735,0,0,0,0,0.032534982490335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275886693758283,0,0,0,0,0,0.111133400869726,0,0,0,0,0.00615213251342361,0,0,0,0,0,-0.0216704716263371,-0.00100295708406029,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0556133137699591,0,0,0,0,0,0.039848460847144,0,0,0,0,0,0,0,0,0,0,0,0,0.25446951323373,0.0664296905678825,0.0230005927903533,0,0,0.027724244793428,0,0,0,0,0.0962128188841493,0,0,0.0220334328341131,0,0,0,0.208209765198739,0,0,-0.0357197356139982,-0.0303169346620868,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.134091015083476,0,0,0.10860070635586,0,0,0.393409101504424,0,0,-0.00202040051857631,0,0,-0.00560915912958372,0,0,0,0,0,0,0,0,0.058809429416602,0,0,0.256147412038817,0,0,0,0,0,0,0.0533818810695748,0,0,0,0,0,-0.0842092542983143,0,0,0,0,0.0533888644228285,0,0,-0.0663816570250166,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0773641935891278,0,3.46944695195361e-18,0,0,0,0,0,0,0.0570670276987023,0,0,0,0,0,0,0,0,0.19005230671929,0,0,0,0,0.0473961195610915,0,0,6.93889390390723e-18,0,0,0.055625365200952,0,0.101302404669896,0.101529442297439,0,0,0,0,-0.0337251943383764,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154216458849945,0.00284790552165544,0,0.353769071099919,0,-0.0804240736213534,0,0.00804311684260857,0,0,0.0529776211624625,0,0,0,0,0,0,0.0508689155194664,0,0,0.114259457845549,0,0,0,0.0143109850578999,0,-0.0825595821206399,0.0406058415230188,0,0,0,0,-0.0386762538078337,0,-4.33680868994202e-19,-0.00684709623776572,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0930355899353388,2.16840434497101e-19,0,0,0,0,-0.0114575590453143,0,0,0,0,0,0,0,0,0,0,0.0142477801002158,0.244028247650485,0,0,0.214577937815977,0,0,0.0297868072463119,0,0,-8.67361737988404e-19,0,0,0,0.118662559039014,0.0271116080534202,0,-0.0102405358308859,0,0,0,0,0,-0.0107516258149776,0,0,0,0,0,0
X600276.SH,0,0,0,0.0462130237554229,0,0.139192837743826,0.100701052166397,0,0.0103003803707759,0,0,0,0,0,0,0,0,0,0.064297217293059,0,-0.0470003942000635,0.115337162877561,-0.162254591465263,0,0,0,0,0,0,0,0,-0.119397736304958,0,0,0,0,0,0,0,0,0,0,0,0.0861171701582265,0.00903173029849369,0,0,0,-0.0215633085788426,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0920926529435176,0,0,0,0,0,0,0,0,0,0,0,0.0265866864573993,0,0,0.0337647838952897,0,0,0.21030785891721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736040097958916,0,0,0,0.0166036166338712,0.207344625528803,0.220390834603389,0,0,-0.0108961473729757,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635228302476107,0,0,0,0,0,0,0,0.139007207301988,0,0,0,0,0,0,0,0.118291306464448,0.18117253154706,0.0176652845886483,0,0,0,0,0,0,0,0.114608903265611,0,0,0,0.0383520443196173,0,0.0581958581778838,0,0,0,-0.0268551789276494,0,0,0,0,0,0
