,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X000157.SZ,X002085.SZ,X000568.SZ,X600372.SH,X000338.SZ,X300003.SZ,X002074.SZ,X600177.SH,X002294.SZ,X600089.SH,X300124.SZ,X002049.SZ,X600867.SH,X600582.SH,X002180.SZ,X600498.SH,X002465.SZ,X002007.SZ,X601877.SH,X000869.SZ,X002456.SZ,X002508.SZ,X000050.SZ,X000550.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0739225015882493,0.188445818879495,0,0,0.223703891251457,0,0,0,0,0,0,0,-0.0523750558992731,0,0,0,0,0,0,0.0706725320264635,0,0,0,-0.0263678513966189,0,0,0,0,-0.0291809892679745,0,0,0,0,0,0,0,6.93889390390723e-18,0.0203902488929239,-0.0244244714374482,0,0,0.190769649132055,0,0,0,0,0,0,-0.020444013945512,0,0.0494275471900843,0,0,0,0,0
X600104.SH,0,0,0.194824157906178,0.0390288954090258,0,0,0,0,0,0.00770708177752409,0,0,0,0,0.395922128667491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204807598920965,0,0,0,0,0.111114564496262,0,0,0,0,0,0.00485174431366353,0,0,0,0,0,0.0506900534828144,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.40774742116921,0,0,0,0,0,0.0154082440275796,0,0,0,0,0.326264941881917,0,0,0,-0.024920207829805,0,0,0,0,-8.67361737988404e-19,0,0,0.136353072245198,0,0,0,0,0,0,0,0,0,0,0.0360924838968992,0,0,0,0,0,0,0,0.102593994125836,0,0,0,0,0,0.00944101622851264,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.182013484596576,0,0,0.0548726695834465,0,0,0,0,0,0,0,0,0,0,0,0,0.0479402580037884,0,0,0,0,0.0564294263764146,0,0,0,0,0,0.149440168740187,0.100326011559767,0.173727058801839,0,-0.0711712135509313,0,0,0,0,0,0.0455518526229007,0,0,0,0.0112207148159546,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0848649746527968,0,0,0,0,0.0751442153522069,0,0,0,0,0,0,0,0,0.00513825133471203,0,0,0.134190048887134,0,0,0,0,0,0,0,0,0.0131287701925567,0,0.185335162685617,0.0161505315694425,0.139718632107258,0,0,0,0,0,0.100621102009787,0,0,0,0,0,-0.0410177180556333,0,0,0,0,0,0
X002304.SZ,0.0176334183623908,0.268542344343842,0.0186672131875018,0,0,0,0,0,0,0.170592333908739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750196504690551,0,0,0,0.0848099691577062,0,0.0290289562171252,0,0,0,0,0,0,0.100040892069504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036109973036359,0,0,0,0,0,0,0,0,0.109388759004939,0,8.67361737988404e-19,0,0,0,0,0.0773344958795957,0.0324555713478622,0,0,0,0,0,0,0,0.060156558842419,0,0,0,0,0,0,0,0,0,0,-0.0106171590503759,0,0,0,0,0,0,0
X000725.SZ,0,0,0.150075565904545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703188019380239,0.0265610079243674,0,0.0825674908249882,0.0846133803849024,0,0,0,0,0,0,0.141268996693343,0,0.100792686958543,0.00518162935719222,0,0,0,0,0.0277097752575115,0,0,0,0,0.0949379400684768,0,0,0,0.0472851022124795,0,0.00466693055740713,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.255121277519547,0,0,0,0,0,0,0,0,0,0.00230774650768583,0,0,0,0,0,0,0.104276660151679,0,0.0119343328237858,0,0.0312962530266748,0,0,0,0,0,0,0,0,0,0,0,0.0525210272628351,0,0,0,0.214560382245033,0,0,0.081936400858723,0,0,0.0415059257186698,0.0417371436754282,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.198051771481501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658392246905031,0,0.0736573654585006,0,0.0597722125810811,0,0,0.00420004731900336,0,0,0.185731707543505,0,0,0,0,0,0,0.0904624832606646,0,0,0.151310250252595,0,0,0.0842229730255764,0,0,0,0,0,-0.0034083192851003,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.0257479693305903,0,0,0,0,0,0,0,0,0,0,0,0,0.158895657401214,0,0.276141936862355,0,0.131386213064477,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.140892712671796,0,0.207644514669832,0,-0.518038539126282,0,0,0,0,0,0,0,0,-0.193921589666683,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383401213248517,0,0,0,0,0,0,0,0,0.0662703326056614,0,0.149857064675069,0,0,0,0,0.0726926654984695,0,0,0,0,0,0,0,0.0401311523126128,0.0882458647513683,0,0,0.0534647957857864,0,0.00865626346084943,0,0.16513134465404,0,0.126829162957069,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.117438180346894,0,0,0,0,0,0.151602626946527,0,0,0,0,0,0,0,0,0.0921167654660435,0,0,0.117148060265716,0,0.0259727220138732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195264916797829,0,0,0.0655835039030236,0,0.120801140844332,0,0,0,0.0445157692452913,0,0.0274135241428002,-0.0206690317589828,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118148563845755,0,0,0,0.217190395588745,0,-0.147887412111171,0,0,0,0,0.0903839242599299,0,0,0,0,0,0,-0.132214703187881,0.0178656954716204,-0.0561173201026414,0.0498217115732899,0,0.088398340957589,0,0.197889313057403,0,0.723600095144992,0,0,0,0.0779211604676847,-0.118056264749823,0,0,0,0,0,0
X600741.SH,0,0.305602543076727,0.148655594581648,0,0,0.0529316341460739,0,0,0,0,0,0,0.0508957044553655,0,0,0,0,0,0,0,0.0299894234344327,0.00384795833420904,0,0,0,0,0,0,0,0,0.138896634080188,0,0,0,0,0,0,0,0,0,0,0.0534620256631294,0,0.0384254536573945,0,0.0439085294052566,0,0,0,0.000921793185866942,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.128925319135094,0,0,0,0,0,0,0.0673654867177701,0,0,-0.100711015179663,0,0.108715469760822,0.122455731766329,0,0,0,0,0.146870907340974,0,0,0,0,0,0,0,0.0587764007097968,0.154902390971682,0,0,-0.0308491087014548,0,0,0,3.46944695195361e-18,0,0,0,-0.0114882560381321,-0.0173070320381021,0,-0.0382190627938169,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254020442046273,0,0,0,0.170407600791086,0,0.0164738638813889,0.233877844525232,0,0.0826846731840108,0,0,0,0,0,0,0,0,0,0,0.0705288164181196,0,0.0238033541927304,0,0.00427422998485466,0,0.00770083900593815,-0.0481944560355521,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742443135631315,0,0.321667176950552,0,0.068034574761376,0,0,0,0.0175021118558333,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372986706452054,0.0825693020403414,0,0.104989335114878,0,0,3.46944695195361e-18,0,0,0,0,0,0.0015537915440787,0.0320767872894298,0,0,0,0,0,0
