,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X000625.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X000100.SZ,X002008.SZ,X300124.SZ,X601877.SH,X600809.SH,X300136.SZ,X600487.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X600271.SH,X000157.SZ,X600177.SH,X000596.SZ,X002294.SZ,X000050.SZ,X600118.SH,X600699.SH,X600566.SH,X600707.SH,X000559.SZ,X002180.SZ,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0227757894756943,0,0,0.0296867525106914,0,0,0,0.185131378389389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101467410564524,0.0313889375762528,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0149462489186239,0.0122948911867049,0,-0.0124394117644671,0.00331794239021167,0,0,0,0,0,0
X600104.SH,0,0,0.024976533878829,0,0,0.0519818907832661,0,0,0,0.0368849133165179,0,0,0.0335526491033122,0.0999014720825308,0.365327016576897,0,0,-0.0542149368623015,0,-0.0435973063375673,0.00559036756728833,0,0,0,0,0,0.0593415983365972,0,0,0,0,0.0339598386667956,0,2.16840434497101e-19,0,0,0,0,0.013360671494058,-0.0208830217643882,0,0,0,-0.0385759088710771,0,0,0,0,0,0,0,-0.00135191679827728,0.010398610937177,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0880336693973781,0,0,0,0.104407472125014,0.0226164259189168,0,0.0496940419560701,0,0,0,0,0,0,0.0945109172951712,0.11827397817993,0,0,0.0259945239527771,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633847043159834,0,0,0,0,0,0.0330795802828638,0,0,0,0,0.00897370734598709,0.0149341401452528,0.0919899874019934,0,0,0,0,0
X000651.SZ,0,0,0,0,0.112150843896533,-0.0342262751940145,0,0,0,0,0.218539799769516,0,0.0715740262975019,-0.0330246591626992,0.0351167458578392,0,0,0,0,0.110959117541276,0,0,-0.0203217451674632,0,0,0,0,0,0.192379665179829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648847566723637,0,0,0,0,0.0177657181387918,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.132367742369245,0.106766382971202,0,0,-0.0288120839347306,0.0271284161801254,0,0,0,0.364966916471383,0,0,0,0,0,0.0445949461497674,0,0,0,0,0,0,0,0.0334583873437986,0,0.0439169840596095,0.105631869689512,0,0,0,0,0,0,0,0,0,0.207244362866588,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391171225776592,0.0238237289722458,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.122365962423531,0,0,0,0,0.049264861350519,0,-0.0864588943990208,0,-0.0891849753214665,0,0,-3.46944695195361e-18,0.0885668840516579,-0.0457728264245963,0,0,0,0.178496722642581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201320184028392,0,0,0,0,0,0,-0.00506607253619322,0.0180894206692004,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.024078901968067,0,0,0,0.156853391008918,0,0,0,0,0,0,0,0,0,0.00244878078458042,0,0,0,-0.112666680305411,0,0,0,0,0,0,0.0407545296063564,0.0316775525990895,0,0,0.140002020006766,0,0,0,0,0,0.0416978323594056,0,-0.100249135475904,0,0,0,0,0,0,0,0,-0.0352091004431226,0.0349975091755129,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.28070777186227,0,0,0,0,0,0,0.236334685754626,0,-0.106741497304942,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0326446049426785,0,-0.0319143883856824,0,0,0,0,0.0389415749790876,0,0,0,0,0,0,0.0184903813388486,0,0,0,2.71050543121376e-20,0,0,0,-0.0823751084201825,0,0.0773844161493064,0,0,-0.0331913274902036,0.0329873300967967,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0475318114185392,0,0.0695993302481953,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.111455823222335,0,0,0.0645367965262193,0,0,0,0,-0.0878873015152566,0,0.0246164696413106,0,0,0,0.0141576203144367,0,0,0,0.0450499007014085,0.060288343977455,0,0.0329085426374786,0,0,0,0,0,0,0.0666088668417588,0,0,0,0,0,0
X600703.SH,0,0.242508064091044,0,0,0,0.127657975405469,0.211674832060062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.268520504728125,0,0,-0.0388378344359267,0,0,0,0,0.0481033324668842,0,0.111142691777074,0,0,0,0,0,-0.0152901994495676,0,0.00433354128451521,0,-0.0815893715290044,0,-0.181191746022949,0,0,0,0,0.0175538282413515,0,0,0,0,0,0,0
X600690.SH,0,0.182343276108551,0,0.0865561373578772,0,0,0,0,0.0398947918971458,0.0376551543879032,0,0,0.127471096672735,0,0.00977727091160866,0,0,0,0,0,0,0,0,0,0,0,0.209574658132635,0,0,0.242131487677959,-0.159290262948807,-0.101213456122815,0,-0.0486181812194601,0,0,0,0,0,0,0,0,0,0,0,-0.0293458222986947,0,0,0,0,0,-0.00443435492442757,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.128689425043487,0.326554162904537,0,0,0,0,0.0512545951714257,0.197723830648196,0,0,0,0,0,0,0,-0.0388330466956987,0,0,0,0,0,0,0.145543674712618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284171354900439,0,0,0,0.180562543974341,0,0,0,0,0,0,0,-0.0206180926996663,0,0,0,0,0,0
X002236.SZ,0,0,0.315432674617251,0,0,0,0,0,0.0375743828978262,0,0.16215170554294,0,0,0,0,0,0,0,0,0,0,0,0.104477171755377,0,0,0,0,0,0,0,0,-0.0500824856133417,-0.207068943086034,0,0,0,0,0,0,0,0,0,0,0.0259609583333546,-0.128985659972938,-0.182039892746002,0,0.129527650281039,0,-0.0508509828745238,-0.0263112154185714,0.0184477444629495,0,0,0,0,0,0,0
X002475.SZ,0,0.166435732635832,0,0,0,0,0,0,0.03603658636515,0.103323301795937,0,0,0,0,0,0,0,0.19605691073521,0,0,0,0,0.0586713335922608,0,0,0,0.344931809184689,0,0,0,0,-0.0490092945033458,0,0,0,0,0,0,-0.0536622602437609,0,0,0,0,0,0,0,0,0,0.351395190432805,0,0,-0.0327840223212083,-0.0292998134423818,0,0,0,0,0,0
