,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600418.SH,X600563.SH,X601799.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.29585546253074,0,0,0,0,0,0,0,0,-0.0406846194687929,0,0,0,0,0,-0.0235244867827461,0,0,0,0,0,0,0,0,0.0107513081750763,0.0152660520525227,0,0,0,0,0.0694186598318906,0.0568468212907863,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0225819711576923,0,0,-0.0238098530419612,0,0,0,0.0102395903645836,0,0,0,-0.00577435753651754,0,0
X000858.SZ,0,0,0.325857652221115,0.0723086018878305,0,0,0,0,0,0,0,0.0246200531856002,0,0,0,0,0,0.0491275476129827,0,0,0,0,0.0835902843074426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14715835426649,0,0,0,0,0,0.0222864039117867,-0.062535174753758,0,0.0682799808163481,0,0,-0.0360090165427955,-0.00243046094281199,0,0,0,0,0.00363737641073212,0,0
X600809.SH,0,0,0,0.404854253491426,0,0,0,0,0,0,0,0,-0.0535704191617091,0.0537058404033774,0,0,0,0,0,0,0.019510292855083,0,0,0,0,0,0,0,0,0,0,0,0.0446247454909102,0,0.10949257745374,0,0,0,0.0356686632847337,0,0,0.109695936785575,0,-0.020291231688225,0,0,0,-0.178980533775935,0,0,0,0,0,0,0,0,-0.0121665096739495,0,0
X000568.SZ,0,0.108836499551983,0.0353954635328143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123004513459474,0,0,0.0140614422265933,0,0,0,0.013793926880386,0.0428198189596795,0,0,0,0,0,0,0,0,0,0.457831233715394,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0245973937450896,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0727377532330029,-0.15852781060093,0,0,0,0,0,0,0,0,0,0,0.190424478415055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101939185944949,0,0,0,0.151916048064952,0.545762110360381,0,0,0,0.016843076418929,0,0.0101828066618279,0,0,0.115990730673367,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0738343876540527,0,0,0.0507487301843511,0,0.0589757075176852,0,0,0,0,0,0,0,0,0,0,0,0.0243910040519641,0,0,0,0,0,0,0,0,0,0,0,0,0.127034990979387,0,0,0,0,0.210115741998019,0,0,0,0,0.00357540020029807,0.0740294201824206,0,0,0,-0.0398052029174165,0,0,0,-0.00124103118749915,0,0,0,-0.00622444627417021,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712757966079037,0,0,0,0.495035168573486,0,0,0,0,0,0.033311192505372,0,0,-0.180226819030266,0,0,0,-0.0243768732221057,0,0.119362387337592,0.235011401759129,0,0.0631112228908298,0,0,0.0413120945626276,0,0,0,0,0,0.0232520992811688,0,-0.0566893002948787,-0.0804283829986669,0,0,0,-0.00502028520533192,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.050756751951675,0,0,0,-0.203095397726302,0,0,0,0,0,0,0,0,0.543573145759792,0,0,0,0,0,0,0,0.135123087244552,0,0.0250226370063728,0,0,0,0.232604068468601,0,0,0,0,0,-0.15956096082946,0,0.0372932719060872,0,0,0,0,0,0,0.0809196153920121,0,0,0,0.0242646096838466,0,0
X600690.SH,0,0,0,0,0,0,0.0915910381087072,0,0,0,-0.0329888870958189,0,0,0.0416461942056254,0,0,0,0,0.0744954585285401,0,0,0,0,0,0,0,0,0,0,-0.037719281577185,-0.0192487983142306,0,0,0,0,0.0946628254033276,0,0.0279138922365969,0,0,0.0537428101058753,0,0.194405722552443,0,0,0,0,0,0,0,0,0,0.00503482754241178,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0399686019537893,0,0,0,0,0,0.155631493104792,0,0,-0.0458952247661027,0,0.0847838389175748,0,0,0,0,0,0,0,0.123238177369439,0,0,0,0,0,0,0,0,0,0,0,0.269267910928973,0,0,0.0282730220056518,0,0.0418288684427664,0,0,0.13260774939423,-0.0389836852883888,0,0,0,0.0989406727725476,0.0429276803548032,0,0.0277076335311665,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.00131789862592868,0,0,0,0,0,0,0,-0.0228980504249449,0,0,0,0,0.0114823086607816,0,0,0,0,0,0,0,0.111623042185473,0.118219146799769,0.121325290294185,0,0.15379737342775,0,0,0,0.103902443131663,0,0,0,0,0,0,0.132155916163256,0,0.121939539232287,0,0,0,0.0427668191851527,0,-0.0801460352432605,0,0,0,0,0,0,0
