,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X000977.SZ,X601877.SH,X601799.SH,X000800.SZ,X002074.SZ,X002007.SZ,X002463.SZ,X600183.SH,X000066.SZ,X300142.SZ,X600702.SH,X002028.SZ,X002180.SZ,X000733.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0466739904514462,0,0.293460017452713,-0.0301168173035686,0,0,0.0291168929322237,0,0.013099337351706,0.101569345465036,0,0,0,0,0,0,0,0,0,0.0339268295214121,0.0173632444881656,0,0,0,0,-0.00465132192222459,0,0,0,0,0,0,0,0,0.0637030575617382,0,0,0,0,0,0,0,0,0,0,0,0,-0.000781304996418096,0,0.0556796470659359,-0.00332024989497903,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,-0.0281734123049481,0,-0.0661539927020449,0,0,0.0078760335653142,0,0,0,0,0,0.122948233482808,0.140134163621879,0,0,0,0,0,0,0,0,0,-0.052606706094787,0,-0.124899784393624,0,0,0,0,0,0,0.0799846869847299,0,-0.132593419711558,0,0,0,0,0,0,0.0568294268541028,0.204171402373094,0,0,0,0.11716610161998,0,-0.0048749924135008,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.132057994430525,-0.138844959151618,0,0,0,0,0,0,0,0,0,0,0.109255370098652,0,0.0877733123111381,0,0,0.0295845570132796,0,0,0,0.0216771716440819,0,0.147103493206102,0,0,0.0206185183384328,0,0,0,0,0,0.0586357741409576,0,0,0,0,0,0,0,0,0,0.113657404619078,0,0,0,0,0.0686983422857844,-0.00607526705072264,0,0,0,0,0,0,0
X000568.SZ,0.579493514582159,0,0,0,0.0428544828022017,0,0,0,0,0,0,0,0,0,0,0,0.132297591365365,0.0717628974896854,0.0479236392950157,0,0,0,0,0,0,0,-0.000542832415649425,0,0,0,0,0,0.0271131132381569,0,0,-0.0431123832307625,0,0,0,0,0,0.0207875924078093,-0.0214430600772742,0,0,0.134755249035279,-0.064725486648664,0,0,0,0,0.016927145203019,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0995371377486441,0,0,0,0,0,0,0,0,-0.277363543404798,0,-0.257917332655918,0,0,0,0.15661917221778,0,0,0,0,-0.373738349285679,0,-0.00909968070172876,0,0,0,0.668399273303593,0.0301803161832037,0,0,0,0,0,0,0,0.182699819823787,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0262360131141124,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.548148230427911,0,0,0.00625024686925687,0,0,0,0,0,0,0,0,0,0.166151916998758,0,0,0,0,0,0,0,0,0,0.116939208538825,0,0.0261104862713495,0,0,0,0,0.0198891289376268,-0.155633513241609,0,0,0,0,3.46944695195361e-18,0,0,-0.0449452161806208,0,0,0.0231880398373873,0,-0.0916317169246463,0.0463774561238042,0,0,0.00972214793540544,-0.045676050063587,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.223332666001542,0,0,0,0,0,0,0,0.189881492857326,0,0,0,0,0,0,0,0,0,0,-0.134127998626157,0,0.00617991714413012,0,0.00469586302461168,0,0,-0.072916140526483,0,0,0,0,0,0,0,0,0,0.256070038217295,0,0.0205692500111015,0.114095989191736,0,0,0,0.156818037291612,0,0,-0.14600098399862,0.186510174432308,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0283670371014953,0,0,0,0,0,0,0,0.015990422073818,0,0.0257461504689459,0.17168912054333,0,0,0,0,3.46944695195361e-18,0,0,0,0.0656278538476929,0,0,0,0,0,0,0,0,0,0,0,0.0133337806695732,0,0.041032014351993,0,0,0.0380703324081209,0,0,0,0.105048660940657,0,-0.00391953651928137,0.0221792003608028,0,0,0,0,0,0
X000651.SZ,0,0.212317330008955,-0.10398913486065,0,0,0,0.215624821572657,0,0,0,0,0.150152846337538,0,0,0,0,0,0,0.0876934007489468,0.206305290082563,0,0.0674194816116223,0,-0.0127530782832612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610785321497188,0,0,0.12610269128823,-0.0899537008337744,0,0,0.0351840891713714,-0.130553276268624,0,0.0454460881935887,-0.077825018991247,-3.46944695195361e-18,0,0,0,0,0
X002304.SZ,0.047882520784064,0.215767190905578,0,0.0525038194358148,0,0,0,0,0,0,0,0,0,0.12692969029215,0,0.191035950822134,0,0,0,0,0,0,0,0,-0.0249666237319773,0,0,0,0,0,0,0,0,-0.0258769950356097,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.101787177798531,0,0,0.191894665941182,0,0,0,0,0,0.0593488646632588,-0.0782560047254783,-0.140027349110847,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.016068722673365,0,0,0.091329208686,0,0,0.0331387582910718,0,0,0.0565303845919172,0,0,0.0642918202707758,0.0836044722081474,0,0,0,-0.0278327346426091,0,0,-0.0128559580132139,0,0.00132975957448139,0,0.0884525728863386,0.0215952594338242,0,0,0,0,0,0,0.130777517053204,0.246043350600084,0,0,0,0,0,0,0,0,0,0,-0.0040162594534118,-0.0046270213161034,0,-0.0799636047223135,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0682245776606846,0.220293999338248,0,0,0,0,0,0,0,0,0,0.0356995705023632,0.0242899085668192,0.0811192099735737,0,0,0,0,0,0,0,0,0,0,0.134105824797261,0,0.117199782594861,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0550263585219721,0.0178102986232938,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.317095607909843,0,0,0.0221270951541884,0,0,0,-0.0258232159248446,0,0,0,0,0,0,0,0,0,0.0389820625853974,-0.0400317945111687,0,0,0,-0.185615826072621,-0.165590517839378,0,0.075697074592982,0.251712882984248,0,0,0,0,0.0227195916377032,0,0,0,0,0,-0.202991187632013,0,0,0,0,-0.00647766615803879,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.78056883805282,0,0,0,0,0,0,0,0.532884493044616,0,0,0,0,0,0,0,0,-0.298123494116027,0,0,0,0,0.210632071379365,0,0,0,0,0,0.165387035248862,0,0,0.25687123093428,0,-0.504787736515698,0,0,0,0.0984962263444489,0,0.0301909609698406,0,0.283526213883238,-0.128414943955465,0,0,0,0,-0.0450391196297539,-0.036422012248892,0.0504822520605315,0,0,0,0,0
X000725.SZ,0,0,0.061200878984737,0,-0.0175987519938207,0,0.0363082921667605,0,0,0,0,0,0,0,0,0,0,0.0543381229562745,0,0,0,0,0.0593206229282691,0,0.1484535697307,0,0,0,0.048838510398861,0,0,0,0,0,0,-0.0222833121928439,0,0,0,0,0,0,0.246927687741995,0.027713909605961,0,0,0,0,0,0,0,-0.0126650824075651,0.00202474879312918,0,0,0,0,0,0
X000625.SZ,0,0.150204236872576,0,0,-0.0262126954327007,0,0,0,0,0,0,0,0,0,0,0,-0.134908226180751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188949629658828,0,0,-0.0854492766231875,0,0.126077604784191,0.845049660644552,0,0.286722927732485,0,0,0,0,0,0,0,0,0.0205918648690189,0,0,0,-0.084849750960243,0.0693089177465185,-0.136033808853274,0,0,0,0,0
X000596.SZ,0,0,0,0.399758459815357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724570936674646,0,0,0,0,0,0.022101908094603,-2.16840434497101e-19,0,0,0,0,0,-0.00752949843768787,0,0,0.052380426530832,0,0,0,-0.0259737801706256,0.135306887239518,0,-0.00471880463127987,-0.0125752346894877,0,0,0,0,0,0
X002371.SZ,0,0,0.0951025761302841,0.146461127561402,0,0,0.0265979530555116,0,0,0,0,0,0,0,0,0.184004447381269,0,0,-0.111987926793471,0,0,0,0,0,0,0,0,0,0.472222844576141,0,0,0,0,0.00340187596388949,0,0,0,0,0,0,0,-0.0742944273767074,0,0,0,0,0,0.130835510295514,0,0.239538093290643,0.034592720145338,-0.059882370345587,0.0547504250384029,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.109923772481711,0,0,0,0.0996746784593199,0,0,0,0,0,0.0154038411136801,0,0,0,0,0.125862361524592,0,0,0.00747246723110902,0,0.514210940465234,0,0,0,-3.46944695195361e-18,0,0.0443909296862558,0,0,0,0.0288197607190568,0,0,-0.0286951800027199,0.0453692459686636,0,-0.123393875414188,0,0,0,0.0337902229808396,-0.0846789065340751,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0323179755944523,0,0,0,0.0665157209714749,0,0,0,0,0.0020256477845877,0,0,0.0959353359876386,0,0,0,0,0,0.00727678508397586,0,0.120007118821338,0,0,0,0,0.221335202091781,0.02649712129783,-0.0583459452066568,0,0,0,0,0.246474320366232,0,0,0,0,0,0,0.0775493266576063,0,0,-0.160263136524599,0,0,-0.0112621036399844,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0145416818685378,0,0,0,0.0527733231088043,0,0,0,0,0,0.0200803780800004,0,0,0,0,0,0.271179990638709,0,0.0360791959503666,0,0,0,0,0.0571128873340893,0.138671635936774,0,0,0,0,0,0,0,0.0775635447988084,0,0.116805863600275,0,0,0,0,0,0.00596551665965712,0,0,0,0,0,0.0437271691099072,-0.0607473131442668,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0386312097972865,0,0,0,0.116761879897301,0,0,0,0,0,0,0,0,0,0,0,0.0281772670315554,0,0,0,0,0,0,0,0.0308583745591581,0.0919163997107986,0,0,0,0,0.0671715481287209,0.0254536035610311,0,0,0,0.276860960710198,0,0,0,0,0,0.0735232115403714,0,0.00263148316566098,0,0.273012993957146,0,0.0153651894511649,-0.0335311276520701,0,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.0290104510763517,0,0,0,0,0,0,0,0,0,0,-0.0887097470013837,0,0,0,-0.0946043810660196,0,-0.0747617201850185,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125139100560075,0,-0.00526603250308035,0,0,0,-0.0318671532258485,0,-0.0179530602396963,0,0,0,1.38777878078145e-17,0.375162165800214,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.184672011593313,0,0,0,0,0,0,0,0,-0.120874571877834,0,0,0,0.0182393989943435,0,0,0,0,-0.269695892215422,0,0,0,0,0,0,0,0,0,0.0822271982303296,0,0,0.448700440413966,0,0,0,0,-0.212120062290084,0,0,0.438815407562011,0,0.228588663857048,0,0,0,0,0.0967365117412826,0,-0.0741576265831808,0,0,0,0,0,0
X000100.SZ,0,0,0,-0.0891824852752589,0,0,0,0,0,0,0,0,0,0,0.286990407011965,-0.0409130892413763,0,-0.0132830823064781,0.0135125689188879,0,0,0.147998967828245,0,0,0,0,0,0,0,0,0,0.0880559180224981,0,0,0,0.071427369164122,0,-0.028029362158988,0,0,0,0.166680050301427,0,0,0.107911464257113,0.109528201527556,0,0,0,0,0.0761488553688786,-0.0157595225959744,-0.0188895517046085,0,0,0,0,0,0
X600089.SH,0,0,0.0170644982160637,0,-0.0107579741770464,0,0.0602746992070528,0,0,0,0,-0.107743082441164,0,0,0,0.19111079991723,0,0,0,0,0,0.212109838849915,0,0,0,0,0.0864633327676627,0,0,-0.0290733728040303,0,0,0,-0.00361445818191745,0,0.0293295916703872,0,0,0,0,0,-0.0741555126047015,0,0.0347129970904498,0,0,0,0.101973047954851,-0.00742286169842917,0,0,-0.00759711487107369,-0.0214784911921862,0,0,0,0,0,0
