,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X300014.SZ,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X002129.SZ,X002049.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600089.SH,X600702.SH,X600460.SH,X000799.SZ,X002236.SZ,X002180.SZ,X000157.SZ,X600779.SH,X601799.SH,X000733.SZ,X002008.SZ,X600522.SH,X002414.SZ,X600584.SH,X600183.SH,X002007.SZ,X000977.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.506872459073639,0,0.137770324458058,0,0,0,0,0,0,0.00360998899146708,0,0,-0.080600280250652,0.0379162146489056,0,0,0,0,0,0,0.0330149086406065,0,0,0,0,0,0.0471628404473151,0,0,-0.0160095654780289,0,0.00910052458052684,0.0337118037636991,0,0,0,0,0,0,0,0,0,-0.0185692675828855,0,0,0,0,0,0,0,0,-0.00737745769762566,0,0,0,-0.0324355267514301,0,0
X000858.SZ,0.0818331026408411,0,0.0113948734957321,0.00629619515734142,0.417648768499909,0,0,0,0.139250744541282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222717143207515,0,0.290710219052627,0,0,-0.0282859243601887,-0.0221975396525502,0,0,0,0,0,0,0,0,0,0,0.0495198261153163,0,0,-0.0537911419749124,-0.0569287057364346,0,0,0,0,4.33680868994202e-19,0,-0.011027996889845,0.00810815544336438,0,0,0,0,0,0
X002415.SZ,0,0.20898725608792,0,0,0,0.15104819390084,0.044290081974238,0.115975834606033,0.163930536744911,0,0,0,0,0,0,0,0,0,0,0.056462131893262,0,0,0,0,0,-0.108229991698678,0,0,0,0,0,0,-0.0324110493744584,-0.184543037234286,0,0,0.0359081010718332,0,0,0,0,0.117786366454136,0,-0.0266528014389476,0.0192856521769175,0,0,0,0,0,0,0.0126937095896769,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.0381513858345096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553232910324452,0,0,0,0.104783709042874,0,0,-0.0525310674107147,-0.0213607385151988,0,0,0,0,0,0,0,-0.0228730465662558,0,0.054601182896045,0,0,0,-0.0607756870624813,-0.206152604207104,0,0,0,0,0,0,0,0.0355270898361953,0,0,0,0,0,0
X600809.SH,0,0.248177353076209,0,0,0,0,0,0,0,0,-0.191258541964382,0,0,0,-0.105991795487037,0,-2.16840434497101e-19,0,0,-0.169589066791038,0,0,0,0,0,0,-0.0665022905589441,0,-0.10051561205821,0,0,0,0,0.29088142868337,0.0736326649216959,0.196878598873878,0,0,0,0,0.137997087704311,0,0,0,0,0,0,0,0,0,0,0,-0.00167387077639082,0,0,0,0,0,0
X002475.SZ,0.208808507780702,0.187263945647409,0,0,0,0,0.128224498748057,0,0,0,-0.139234730393804,0,0,0,0.123794356312983,0.0494120245828128,0.176682909795744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130329801738752,0,0.0935114345569904,0,0,0,0,0,-0.0342072265705883,0,0.0139703951738223,0,0,0,0,0,0,0
X600276.SH,0,0,0.0506594418412786,0,0,0.0856364672558522,0,0,0,0,-0.0440477325727909,0,0,0,0,0,0,0,0,0,0,0,0.0226304215322037,0,0,0,-0.185704835355962,0.109581206953763,0,0,0,0.0507476278643712,0,0,0,0,0,0,0,0,0,0,-0.0993576764143392,0,0,0,0,0.252349165367048,0,-0.1016544532053,0,-0.0177533046082887,0.0224910045986417,0,0,0,0,0,0
X600690.SH,0,0,0.115864991695613,0,0,0,0,0,0.141277659387046,0,0,0,0,0,0,0,-0.0855490354352298,0,0,0,0,0,0,-0.0542653618737204,0,0,-0.0625257296694358,-0.00576473817358507,0,0,0,0.278315009181704,0,-0.0508170022272041,0,0,0,0,0.0407289784025756,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0272612803672352,0,0.0011688127420316,-2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.349859948995236,0,0,0,0,0,0.234625208594448,0,0,-0.0239000714245409,0,-0.183293946443592,0,0,0,0,0.0525434837023793,-0.108598565174442,0,0,0.0291299315826043,0,0,0.0606081069392692,0,0,0,0,0,0,0,0,0,0,0,0.0400655998257011,0,0,0.144663345449205,0,0,0,-0.0864022525240549,0,0,0,0,0,0,0,0,-0.0136919468972709,0,0,0,0,0,0
X600104.SH,0,0,-0.0416403865393886,0.0337370572076047,0,0,-0.0488470815109147,0,0,0,0,0,0.24021745907391,0,0.102197655495004,0,-0.0336672589890081,0,0,0,0,0,0,-0.0723804324619469,0.0180788857496115,0,0,0,0,0,0,0,0,0,0,0,-0.0159482275503986,0,0,0,0,0,0.0454977384132748,0,0,0,0,0,0,0,0,0,0.0492501720552353,0,0,0,-0.138328797342553,0,0
