,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X000100.SZ,X600118.SH,X600703.SH,X601877.SH,X000623.SZ,X000568.SZ,X000581.SZ,X600066.SH,X000550.SZ,X600271.SH,X002236.SZ,X600177.SH,X000800.SZ,X000559.SZ,X000869.SZ,X002475.SZ,X002294.SZ,X300124.SZ,X600839.SH,X000400.SZ,X000050.SZ,X002129.SZ,X002456.SZ,X002465.SZ,X000977.SZ,X002292.SZ,X002007.SZ,X600809.SH,X300003.SZ,X600252.SH,X600312.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.242734739730895,0,0.120095461728458,0,0,0,0,0,0,0,0.408560473425917,0,0,0,0,0,0.0524648592352996,0,0,0,0,-0.181001272231937,0,0,0,0,0.0321671912868086,0,0,0,0.000982895431618299,0,-0.0976707008233936,0,0,0,0,0,0.0246961716212028,0,0,0,0.117852527903575,0.0186020230481676,0,-0.0336866682785288,0,0,0,0,-0.0197692380759599,0,0
X600519.SH,0,0,0.0523673987420602,0,0,0.417827352047443,0,0.162655696731173,0,0,0.245126886438546,0,0,0,0,0,0.00585321568325116,0,0,0,0.243994600252006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436880649338294,0,-0.0363128514073455,0,0,0,0,0,-0.011754391744471,0,0,-0.0708458909017956,0,0,0,0.0240040191959334,-0.0184614863522677,0,0,0,-0.0251836527294873,0,0
X000725.SZ,0,0.0758026643642437,0,0,0,0,0.0972812473560232,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.391043788826823,0.0812584619478366,0,0,0.112694644379859,0.0297181823235534,0,0,0,0.188920967398753,0,0.144401889038366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616120175035133,0,0,0,-0.0368817121934589,-0.0104125656944454,0,0,0,-0.0024360254681433,0,0
X000651.SZ,0.0889405261695664,0,0.16765598653269,0,0,0,0,-0.0253760805841953,-0.0558750466889823,0,0.175523945442139,0,0.156370885987958,0,0,0,0,0.380291691744835,0,0,0,0.172095005109534,0,0,0,0,0,0,0,0.0751153589902875,0,0,0,0,0,0,0,0,0,0,0,0.0227353560902088,0,0,0.0406897205389748,0,0,0,0,0,0,-0.00887937150907197,0,0,0,0,0,0,0
X002415.SZ,0,0,-0.0196609190847096,0.0896857483212805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010007495446077,0,0,0,0,0,0,0.345651984564056,0,0,0,0,0,0.0369861977230296,0,0,0,0,0,0,0,0,0,0,0,0,-0.000222005587284331,-0.0251240824251227,-0.25297668672543,0,0,0,0,0
X000858.SZ,0,0.116593317714858,0,0.0497108964646174,0.00609450660671933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116520749960078,0,0,0,0,0.0378207105667391,0,0,0.047393512897063,0,0,0,0,0,0.102864992084499,0,0,0.0210764266471193,0,0,0.00777336055118786,0,0,0,0,0,0,0.0877321661988058,0,0,0,0,0,-0.0400980037319246,0,0,0,0,0.117184020029682,0,0
X000625.SZ,0.392519857513704,0,0,0,0,0,0,0,0,0.168525984469168,0,0,0,0,0,0.0907708769078479,0,0,0,4.33680868994202e-19,0,0,0.0719820942139663,0,0,0,0.00528366171473907,0,0.0459016614157537,0,0.0315203241213348,0,0,0,0,0,0,0,0,0,0,0.0685365047361979,0,0.0147590259138884,0.0354231302990001,0,0,0,0,0,0,-0.012212376542951,-0.0245649657766019,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.167484365867874,0,0,0,0,0,0,0,0.0320739132372998,0.0487448734751242,0,0,0,0.301733316238548,0,0,0,-0.114314785462418,0,0,0,0,0,-0.21101790704586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438011684796781,0.036228035342098,0,0,0,0,0,0.00644233479024027,0.0469414027716058,0,0,0,0,0
X600031.SH,0.236177176635879,0,0,0,0,0,0,0,0,0,0.301579086298382,0,0,0.284284984226453,-0.0055439271925614,0,0,0,0.109063083690741,0,0,0,0.0784420848942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369763452762534,0,0,0,0,0.0405651336555453,0,0,0,0.00181926186991423,0,0,0,0,0,0
X000063.SZ,0.188942487136997,0,0,0,0,0,0,0.0290719238425314,0.0187221334503949,0,0,0,0.00208027229774554,0,0,0,0,0,0,0,0.168101547831251,0,0,0,0,0,0,0,0,0.154697222360167,0,0.0543091708670201,0,0,0,0,0.0210756970455813,0,0,0,0,0,0,0,0.0393334671704757,0,0.0483579899232899,0,0,0,0,0,0,0,-0.0206010099725753,0,0,0,0
X600690.SH,0,0.287677949264081,0,0.410984844910038,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135656732385448,0.213966618506348,0,0,0,0,0,0,0,0,0,0,0,-0.0399594755653647,0,0,0,0,-0.00696219680255493,0,0,0,0,0,0.0159858448911515,0,0,0,0,0,0,0,0,0,0.014860025869657,0.0685656216225528,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.188154347705916,0,-0.0300958101333221,0,0,0,0,0.0522343371440721,0,0,0,0,0,0,0,-0.101376633893093,0,0,0,0,0,0,0,-3.56955853607192e-05,0.144440652362101,0,0,0,0,0,0,0,0,0,0,0,0.0503788770787542,0.174617642643406,0,0,0,0,0.00598617437162139,0,-0.028012596964096,0.0168335172990021,0,0,0,-0.0522634424713981,0,0
X000338.SZ,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0451454826780928,0,0,0.0908028993375311,-0.0194776466959965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012379816647793,0,0,0,-0.0258165127223111,0,0,0.0445050260147506,0,0,0.0771862302487803,0.415495990496405,0,0,0.0396898655760169,0,0.0953637031595573,0,-0.0237013322310483,0,0,-0.00595656887850725,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.132133016787735,0,0,0,0,0,0,0.0344170717739822,0.0497440955717427,0,0.0379098410795626,0,0,0,0,0,0,0,0,0.147860334671087,0,0,0,0,0,0,0,0.0307283704597894,0.0349249641281643,0,0,0,0,0,0.0666670904793204,0,0.0438262320870038,0,0,0,0,0,0,-0.0196312944425559,-0.00168827836702488,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.195835324492855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219121114391031,0,0,0,0,-1.73472347597681e-18,-0.045167327395201,0,0,0,-0.0227779627229902,0,0,0,0,0,0,0.049850938470223,0,0.227141226957069,0,0,-0.164169565170909,0,0,0,0,0.229077105655821,0,-0.0295341729630983,0.0478454049794007,0,0,0,0,0,0
