,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X601877.SH,X000733.SZ,X002241.SZ,X600741.SH,X600522.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600779.SH,X600584.SH,X600884.SH,X300146.SZ,X002007.SZ,X601799.SH,X600487.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.161169078852706,0.136101633275776,0.093711384492611,0,0,0,0.112229911956941,0,0,0,0.0942076115795656,0,0,0,0,0,0,0,0,0,0,0,0,0.0113069433463199,0,0,0,0,0,0,-0.0976035871269189,2.42572050975058e-05,0,0,0.112743018415131,0,0,0,0.00995162434489879,0,0.0983355122915443,0,0,0,0.00162421259732251,0,0,0,0,0,-0.0288439811745992,0,0,0,0,0,0,0
X000858.SZ,0,0,0.202104199278879,0.410974439087289,0,0,0,0,0,0,0,-0.0249928164055154,0,0,0,0.131716289899262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192908767163017,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.057426150066558,0,0,-0.00981610495490078,-0.0122427485509811,0,0,0,0,0,0
X600809.SH,0.36198979540739,0,0,0.438103043266512,0,0,0,0,0,0,0,0.00722623131309731,0,0,0,0,0,0,0,0,0,-0.101553945593711,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0351960121771463,0,0,0,0.0121607561329861,0,0,-0.0285594867927897,0.104152926530096,0,0.0937498580033468,0,0,0,0,0,0,-0.0392674989009842,0,0,0.00860247968238582,0,0,0,0,0,0,0
X000568.SZ,0.619126249016565,0.0299521860884339,0.379138096969289,0,0,0,0,0,0,0,0,0,0,0.300584747467595,0,0,0,0,0,0,0,0,0,0,0,0,0.0235560529208448,0,0,0,0.063291125630645,0,-0.00901263177591676,0,0.0469242675705785,0,0,0,0,0,0,0,-0.0177393278540132,0,0,0,0,0,0,0,0,-0.00558840420747959,0.0453847863569989,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0117845146498224,0,0,0.141639090498366,0,0.0150504559119078,0,0,1.38777878078145e-17,0,0,0,0,0,0.0544165221576036,0,0,0,0,0,0,0.124359094014241,0,0,0,0,0,0,0,0.0711528167744762,0,0,0,0,0,0.126908732797585,0.0169726536035905,0,0,0,0,0,0.138177416994451,0.0915444420887033,0,0,0.0398250833650363,0,-0.00932756511473715,-0.0283101885387238,0,0,0,0,0,0
X002304.SZ,0,0,0,0.497430015446826,0,0,0,0,0.15086061178871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317800765326302,0,0,-0.0122362079415279,0,-0.0832423050838181,0.0152706158806254,0,0,0,0,0,0,0,0,0.10013957295347,0,0.00987435969645486,-0.00809781857300458,0,0,0,-0.00761440359311085,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0590106613481867,0,0,-0.0536740842673092,0,0,0,0,0,0,0,0,0,0,0.0111694708610453,0,0,0,0,0.014225974691624,0.232024821361953,0,0,-0.227469822173134,0.0592657303531534,0,0.280794981149321,-0.0960390168625523,0,0,0,0,0,0.0477471961926769,0.0826595007487302,0,0,0,-8.67361737988404e-19,0,0,0,0.011654434224021,0,0,0.00817988343074066,0,0,0,0,0,0
X600690.SH,0,0,0,0.278009035040042,0,0,0,0,0,0.620154284542642,0,-0.032616577792564,0.0506939699076576,0,0,0.0340706645305615,0,0.0265532851275529,0,0,0,0,0,0.0910237288669422,0,0,-0.0463007556620146,0,0,0,0,0,0,0,0,-0.12782602994924,0,0,0,0,0,0,0,0,0,0,0.0549942551771005,0,0,0,0,-0.00408266607171874,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.082343868994147,0,0,0,0.00186743413702545,0,0,0.081095453685404,0,0.197140714474996,0,0,0,0.0138262666382538,0,0,0,0.0404658827142365,0.0160759219303801,0,0,0.155500558511538,0,0,0,0.0417696027680184,0,0,0,0,0,0,0,0,0,0.0344712504437887,0,0,0,0,-0.0076459087630487,-0.00412525792644486,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0148654691073923,0.194239213333479,0,0,0,0,0,0,0,0.0386918726780422,0,0,0.0239246463536076,0,-0.0162233090847582,0,0,0,0,0,-0.186820122907995,0.132149210666938,0,0,0,0,0,0,0.0181881328982712,0.116105458483214,0,0,0,0,0,0,0,0,0,0.0930432489104442,0,0,0,0,0,-0.00467473411381419,0,0,0,0,0,0,0
