,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X600487.SH,X600498.SH,X000100.SZ,X000661.SZ,X002179.SZ,X002456.SZ,X000625.SZ,X600867.SH,X300142.SZ,X600566.SH,X300146.SZ,X000157.SZ,X600809.SH,X600177.SH,X000596.SZ,X002180.SZ,X600372.SH,X002294.SZ,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X300136.SZ,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.577118804339023,0.085391415089838,0,0.07575692743805,0,0,-0.0477145240271042,0,0,0,0,0,0,0,-0.0707239703428887,0,0,0,0.0151372573948948,0,0,0,0,0,0,0.0211588493695249,-0.00868699098836747,0,-0.0153520392537549,0,0,0,0.264335945869842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974767769289613,-0.00314348809484873,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0344891352779738,0,0,0,0,0,0,0.152883002735796,0.346535017503749,0,0,0.127114313538581,0,0,0,0,0.0471614784946073,0,0.074448823570303,0,0,0,0,0,0,0,0,0.0399676218323236,0,0,0,0,0,0,0,0,0,0,0,0.191414975401414,0.0344818011844317,0,0,-0.000676954040190901,0.0544920038568009,0,0,0,0,0,0
X002415.SZ,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.165783021569129,0,-0.0249959383098862,0,0,0,0.639217522420459,0,0,0.206066936972992,0.0777377196199652,0,0,-0.0842758826935224,-0.0420337302557518,0,0.0802110916712933,0,0,0,0,0,0,0,0,0,-0.0494470963678105,0,0,0,0,0,0,0,0,0,0,0.132046638901954,0.00785019218221316,0,0,0,0,0.123589990294988,0.0716006655711281,0
X600276.SH,0,0.00139658392692533,0.197825043984374,0,0,0,0,0,0.0171421880702188,0,0,0,0,0.0401158546930133,0,0.429648836962335,0,0,0,0,0,0,0.0193832532309443,0,0,0,0,0,0.0218508101941531,0,0,0,0,0,0,0.0501211740262824,0,0,0.0353128461119251,0,0,0,0,0,0,0,0,0.00592811689577439,0,0,0,-0.0006190793711475,0.0159961147806863,0,0,0,0,0,0
X000651.SZ,0.205603486419717,0,0,0,0,0.110725539425582,0,0,0,0,0,0,0,0.212480737235957,0,0.0630729740662273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775894338777732,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182543093696789,0,0,0,0,0,0,0
X000858.SZ,0.0801490783712946,0,0,0,0,0,0.17120104345327,0,0,0,0,0,0,0.0974334778169034,0,0,0.0321977326538435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257559941920931,0,0.247034854900498,0,0.175546257591302,0,0,0,0,0.0978768285048133,0,0,0,0,0,0,0,0,0.0185066670119505,0.022199237959267,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.0416225016712191,0,0,0,0,0.281333690679648,0,0,0,0,0,0,0,0,0,0,0.0183402734891513,0,0.00845573989034025,0,0,0,0,0,0,0.143332007089383,0,0.305632089912887,0,0.404658890808486,-0.167208084833261,0,0,0,0,0,0,0,0,0,0,0,0.0467949372681589,-0.00126670993099063,0.0357826007266352,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0367710706983621,0,-1.38777878078145e-17,0,0,0.00845226524182151,0,0,0,0.0317107009398248,0,0,0,0,0,0,0,0.153629517007924,0.202495225766505,0.328776855759103,0,0,2.16840434497101e-19,0,0,0,0.101515396802231,0,0,0,0,0,0,0,0,0,0,0.0444559413161277,0,0,0,0.0880388344865515,0,0,0,-0.0210982432940613,0,0,0,0,0,0,0
X000063.SZ,0,0,0.248596405163083,0,0,0,0,0,0,0,0,0.257467978226601,0,0,0,-0.0447267518808764,0,0,-0.060782064190619,2.77555756156289e-17,-0.0503985806857733,0,0,0.350154593498384,0.149349745635517,0,0,0,0.245686368261634,0,0,0,0,0,0,0,0,0,0.0208615116762875,0,0,0,-0.299478853015167,0,0,0,0,0,0,0,0,0.0174828942999927,-0.105481934140845,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0971316106088681,0.0108232378631173,0,0,0,0,0,0,0.227726772396553,0,0,0,0,0,0,0,0.245264360130441,0,0,0,0,0,0,-0.00251339915285329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19312337434992,0,0,-0.101926787911685,0,0.23697614856557,0,0,-0.102027364115206,-0.00510750925272194,-0.0759835381185531,0,0,0,0,0,0
X600031.SH,0,0,0.0838502958526458,0.112276416650133,0,0,0,0,0,0,0,-0.0340735466471602,0,0,0,0.0669194457898687,0,0,0,0,0,0,0,0,0,0.281225128613852,0,0,0,0,0,0.135756693120056,0,0.0371552932980382,0,0,0,0.0385191985675947,0,0.165413298762639,0,0,0,0,0,0,0,0,0,0,0,-0.00270239208666903,-0.0244907977749663,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223369781516163,0,0,0,0,0.0809249958558867,0,0,0,0,0,0,0,0.0820961781541713,0,0.774645113075014,0,-0.070238977111691,-0.015671310442553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525302534982084,0,0,0,0.101266887173456,0,0.000282025315848317,0.123236672175201,0,0,0,0,0,0
X000338.SZ,0,0.119617265953604,0,0,0.0188322218800533,0,0,0.111783396195368,0,0,0,0,0,0,0,0,0,0,0.0334164036920476,0,0,0.0123095210447304,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0631279599305961,0,0,0.142027098501999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394193690452192,0,0,-0.0178148861341223,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.437053955191903,0,0,0,0.0642085404391977,0,0,0,0,0,0,0,0,0,0,0.221270947610839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333520403022234,0,0,0.0816076356267397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406534964137481,0,-0.0289958733309748,0,0,0,0
