,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000568.SZ,X600741.SH,X600703.SH,X000338.SZ,X002475.SZ,X600031.SH,X002236.SZ,X300003.SZ,X300124.SZ,X000063.SZ,X002008.SZ,X600809.SH,X600867.SH,X601877.SH,X000596.SZ,X600271.SH,X600066.SH,X000625.SZ,X002456.SZ,X600487.SH,X002294.SZ,X600566.SH,X000100.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X002179.SZ,X002508.SZ,X300142.SZ,X002007.SZ,X000981.SZ,X300136.SZ,X000050.SZ,X002180.SZ,X000869.SZ,X600177.SH,X000977.SZ,X600779.SH,X600522.SH,X600498.SH,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.003356122086675,0,0.250992825791799,0,0.254805722646945,0,0,0,0,0.0816334531462939,0,0,0,0,0.0410943216017799,0,0,0.0690933223936053,0,0,0,0,0,0,0,0,0,0.0719919614491378,0,0,0,0,0,0,0,0,0,0,0,0,0.0380326103937872,0,0.00385818005259626,0,0,0.0502500462920824,0,0,-0.00395507220310707,-0.0217392800067367,0,0,0,0,0,0
X600104.SH,0,0,0.119305314653795,0,0,0,0,0,0,0,0.113297065867129,0,0,0,0,0,0,0.0518590711284493,0.0380919905061135,0,0,-0.0400253545460554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113797470200782,0,0,-0.0178040621198507,0,0,0,-0.0304764526913716,0,0,-0.0628138828508928,0,0,-0.0667817023041546,0,0,0,0.0594280378212344,0,0
X002415.SZ,0,0,0,0,0,0,0.0934845251288675,0,0,0,0,0,0,0,0,0.221064768028147,0,0.0324146080782788,0,0,0,0,0,0,0,0,0,0,0.159610618366785,0.0316856000718979,0.206359772438671,0,0,0.0855382304785529,0,0,0.163861526226446,0,0,-0.0538975783123996,0,0,0,0,0,0,0,0,0,0.00925489138027018,0,-0.00466387879469965,-0.0311010215409577,0,0,0,0,0,0
X000858.SZ,0.15208687251717,0,0,0,0,0.191287021334698,0.0563774563546093,0.127554388036872,0,0,0.147139101592372,0,0,0,0.00866347288703649,0.1245642357197,0,0,0,0,0.0812612065740089,0,0,0,0,0,0,0,0,-0.0169387139973699,-0.0335605055531426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573993643018354,0,0,-0.0204388366878784,0,0.00123556603886254,-0.00777776627759207,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.151897675170291,0,0,0,0,0,0,0.0293783125603329,0,0,0,0,0,0,0,-0.116242808122179,0,0,0,0,0.204920462410058,0.280811206820833,0,0.111278922195684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114558621462264,0,0,0.0703194822994401,0,-0.050206739095971,-0.00345976325039095,0,0,0,0,0,0
X000651.SZ,0,0,0,0.436638480921752,0,0,0,0,0,0,0,0,0,0.0299701773069734,0,0,0,0,0,0,0.085092962947242,0,0,0,-0.0094595589155413,0,0,0.245935893787746,0,0,0,0,0,0,0,0,0,-0.135906440814089,0,0,0,0,-0.0175263348263183,0,0,-0.10314996253217,0.128772365021265,0.0499122575318701,0,0,0,-0.0458546665137279,0.0500285308811628,0,0,0,0,0,0
X002304.SZ,0,0,0.170365865818584,0.239623119804679,0,0,0,0.131448777921377,0,0.0112717572446882,0,0,0.105091325121978,0,0,0,0,0.0141902487338801,0,0,0.114106865950928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852071649719254,0,0,0,0,0,0,0,0,0.0155676869458288,0,0,0,0,0.0263628689661903,-0.0258595548182416,0,0,0,0,0,0
X600690.SH,0,0,0,0.380161659192973,0.0805626853823832,0,0.161323764786519,0,0,8.67361737988404e-19,0.0986417830819195,0,-0.00452437818909582,0,0,0,0,0,-0.010359747224571,0,0.0579125113437926,0,0,0.0187434527686723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023275727793292,0,0,0,0,0,0,-0.0808862534174928,0,0,0,0,0,0,0.0126357420122944,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196932635900701,0.0171337545754875,0,0,0,0,0,0,0,0,0,0,0,0,-0.0757597372439997,0.244702220512476,0,0,0,0,0,0,0.148247360020488,0.10702578002373,-0.104643964937246,0,0,0,0.0416377885791196,0,0.203326172486841,0,0,0,0.0421169790020125,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.220036482584464,0,0.298961183970187,-1.38777878078145e-17,0,0,0,0,0.0667530386965985,0.0848527528749157,0,0,0,0,0.00711829817917654,0,0.163252461836937,0,0,0,-0.0101112020382584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832608388305488,0.013970736972077,0,0.0572943622191383,0,0,0,-0.00735316458723293,0,0,0,0,0,0
