,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000977.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X601877.SH,X600584.SH,X000157.SZ,X600741.SH,X000661.SZ,X600522.SH,X002074.SZ,X002180.SZ,X000733.SZ,X000066.SZ,X300003.SZ,X600702.SH,X600460.SH,X300142.SZ,X300146.SZ,X002007.SZ,X000800.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.252794056591871,0,0,0.120386999413617,0,0,0,0,0,0,0,0,0.0151583087317,0,0,0,0,0,0,0.00551066921342291,0,0,0,0,-0.0286308586691239,0.00917402866120051,0,-0.00926281663118289,0,-0.121651580263613,0,0,0,0,0,0,0,0,0.0161052313970653,0,0,0.143952203111044,0,0,0,0,0,0,0,0,-0.000947459534631045,0,0,0,0,0,0,0
X000858.SZ,0.0316880076624281,0,0,0.328833699003716,0,0.0324176995668025,0,0,0,0,0,0,0,0,0,0,0.0231369480818905,0.0665461972030291,0,0,0,0,0,0,0,-0.00559477991185869,0.0274169469083018,0,-0.0268410951228801,0,0,0,0,0,0,0,0,0,0,0,0.0570656490576086,0,0.139179488746959,0,0,0,0,0,0,0,0,-0.0437468831843433,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0323117800923701,0,0,-0.153700410540043,0,0,0,0,0,-0.155688475557239,0.286723983947307,0,0,0.196201004063147,-0.0310440726708744,0,0,0,0.291741040478376,0,0,0,0,0,0,0,-0.114713811819465,0,0.123930295159113,0,0.104352059950079,0,0,0.100214500663697,0,0.162199767114672,0,0,-0.147749880627991,0,0,3.46944695195361e-18,-0.0180825676957837,0,0,0,0,0,0
X000568.SZ,0,0.325488730482455,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0755218158866289,0,-0.0390058748865209,0,0,0,-0.0740351315725053,0,-0.0486558627113423,0,0,0.0483236490060058,0,0,0,0,0,0,0,-0.0384255696273326,0,0,0,0,0,0.310384156555974,0,0,0,0,0,8.67361737988404e-19,-0.0707756419882334,0,-0.00501739204696559,-0.0222238934853436,0,0,0,0,0,0
X600276.SH,0,0,0.107320759076066,0,0,0,0,-0.0217943858318581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067281132080221,0.155773460756854,0.0255143305403194,0,0,0.1001121179471,0,0,0,0,0,0,0,0.0927262115221053,0,0,0,0,0,0,0,0,0,0.231271043705631,0,-0.312482444106757,0.0415274743947855,0,0.0106087847762905,0,0,0,0,0,0,0
X600809.SH,0,0.0326326920106783,0,0.140544653307693,0,0,0,0,0,0.0344521145100607,0.0539597589147681,0,0,0,0,0,0,0,-0.193767861871666,0,0,0,0,0.145428918509921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900781654468857,0,0,0,0,0,0,0,-0.00919571024259928,0,0,0,0.523933255036185,0,0.000205065342794315,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.244430239799226,0,0,0.00171425088484891,0.639197354926344,0.211590623025401,-0.0221580822216427,0,0,0,0,0,0,-0.315713917056594,0.0469615281596023,0,0,0,0,0,0,0.0448912041680348,0.064789185388824,0.0723419654048225,-0.0103127120704334,0.00652520420119042,0,0,0,0,0,0,0,0,0,0.000140984154910211,-0.203908364094405,0,0,0,0,0,0,0,0,0,0.0707050317717118,0.0931429683837582,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0510829578277218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751960730435794,0,-0.016300229028176,0,0.0665775598508539,0,0.711872861288253,0,0.190710934434326,0,0,0,-0.110274524142328,0,0,0,-0.0557861322407556,0,0,0,0.0849062535021526,-0.218205775652912,0,0,-0.0125843091340729,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0125432440370368,0,0.0947314754984879,0.0955510358187203,0,0,0.0409225920010099,-0.0262859490168357,0,0,0,0,0,0.038175083334547,0,0,0,0,-0.0259484172028738,0,0,0,0,0,0,-0.0562551333153146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111161142523331,0,0,0,0,0,0,0,0,0,-0.0257094477667933,0,0,0,0,0,0
X000651.SZ,0,0,0,0.208014784319514,0,0,0.0515422538392509,0,0,0,0.199462513482611,0.228742100863916,0,0,0,0,0,-0.0508159882703456,0.0706765285189999,0,0,-0.430528423380173,0,0,0,-0.00871661707915722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3349184367485,0,0,0,0,0,0,0,0,0.0371182613931629,0,0,0,0,0,0,0
X000063.SZ,0,0,0.123767623269641,0,0,0,0,0,0,0,0,0,0,0.0963226245902078,0,0,0,0,0,0,0,0,0,0,0,0.304369856405698,-0.323003100403749,0,0,0,0,-0.058530119839223,0,-0.188863499047943,0,0,0,0,0,0,0.25666418025993,0,0.0933502474418821,0.00905916963740498,0,0,0,0,0,0,0,0.158101677607208,-0.19965043454539,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.160359871113694,0.0566587751743286,0,0.11519173627126,0,0,0,0,0,0,0,-0.0620390901443768,0.0834033279393979,0.119389930419097,0.0392665358260314,-0.102956472855078,0,-0.0254937845371635,0,0.0731763027533471,0,0,0.0212891731854365,0,0.239226507058922,0,0,0,0,0,0,0,0,-0.0730034670049526,0,0,0,0,0,0,0,0,-0.0926003700591663,-0.0139480136602622,0,0.0138604252613649,0,0,0,0,0,0,0
X600104.SH,0,0,0.00983631304327901,0.00993070628815313,0.0569768821680847,0,0,0,0,0.018564605847887,0,0,0,0,0,0.0356843297270978,0.23395591839204,0,0,0.0975144911405231,0,0,0,0,0,-0.0453826729191134,0,0.0974573737799012,0.00429097693839092,0,0,0,0,0,0,0,0,0,0,-0.0285082370117996,0,0,0,0,0,0,0,0,-0.00267259237294959,0,0.0063938196395595,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0325775594407968,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.150892699879618,0,0,0,-0.174954389983829,0,0.0451855045104206,0,0,-0.288082156518494,0.00961611291182542,0,0.199945296695834,0,-0.636493541622257,0,0,0,0.290238265538196,0,0.120812256440826,0.135404078561738,0.130690856848256,0,0,0,0,0,0,0,0,0.0236648693760323,0.0427614671622984,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0140305982852314,0,-0.0157746700884525,0,0,0.055364488705078,0,0,0,0,0,0,0,-0.0474009738867699,0,0,0.131915977418528,0,0,0.0662631056564173,0.0575320132675547,0,0,0.0251337592860849,0,0,0,0,0,0,0,-0.0222391513675129,0,0,0,0,0,0,0,0,0,0,0,-0.0380786491081476,0,0.169984798968651,-0.0245943196461314,0.0449127019444428,0.0974194256419942,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.201472413497256,-0.00509709337428052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166320191692555,0,0,0.0338195158878306,0.422465521549775,0,0,0,0,0.0335485982799201,0,0,0,0,0,0,0,0.0984696325812157,0,-0.0528230961902199,0,0,0,0,0,0.0719579772875402,0.0279782095501779,0.168500889940557,-0.00358951803120012,0,0,0,0,0,0,0
