,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X600741.SH,X002007.SZ,X300003.SZ,X600183.SH,X002371.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X000977.SZ,X002241.SZ,X601877.SH,X000625.SZ,X300142.SZ,X002236.SZ,X000157.SZ,X300124.SZ,X002463.SZ,X002129.SZ,X600498.SH,X002179.SZ,X002456.SZ,X002223.SZ,X600271.SH,X000066.SZ,X600118.SH,X300136.SZ,X600177.SH,X002414.SZ,X600487.SH,X600584.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.344287414433863,0.0834857972366466,0,0,0,0,0,0,0,0,0,-0.101437492935249,0,0,0,0.234712801977385,0,0,0,0,0,0,0.0285777157819007,0.134674659577303,0,0,0,0,0,0.181735976048272,-0.146279819495311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727020323183678,-0.0265213166968471,-0.0199685200631728,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0629307184402167,0,0,0,0.0764192297718833,0,0,0.0980712071959208,0.384594122218052,0,0,0,0,0,0,0,0,0,0.20689661906509,0,0,0,0,0,0.0454577741005944,0,0,0,0,0,0,0.00952027627165877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110313359829992,0,0,0,0,0,0
X600276.SH,0.0867538358545646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761159913995274,0.0500862606025082,0.0673594426089067,0,0,0,0,0,4.33680868994202e-19,0,0.00687726345528649,0,0.00350214677818085,0.119969164553899,0,0,0,0,0,0,0,0,-0.0334245514731018,0,0,0,0,0,0.0110742522538079,0,0,0,0,0,0,0,0,0,-0.00372287420808318,0,0,0,0,0,0
X000651.SZ,0,0.172210855863389,0,0,0,0.0545708224214862,0,0,0,0,0,0,0,0.0775527584349231,0.183599058259208,0,0,0,0,0,0,0,0,0.0548824997077203,1.73472347597681e-18,0,0,0,0,0,0.105146523306712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.118446108572374,0,0,0,0,0.160934939588876,0,0,0,0,0,0,0.214258154849104,0,0,0,0,0,0,0,0.0764443926874216,0.0193043489780072,0,0.0447564295881712,0,0,0,0,0.04473420849428,0,0,0,0,0,0,0.0241624881229969,0,0,0,0.0231241719709667,0.0752124540807876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.105255828536669,0,0.479258423551692,0,0,0.0479960853007858,0.0308603736316639,0,0,0.0978586375259167,0,0,0,0,0.0604912917490912,0,0,0.00721446099277119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650934662937034,0,0,0,0,0,0,0.00732647125989899,0,0.185862725000123,-0.0560345215699168,0.0361680202964324,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.31128726583089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194147793470088,0,0,0,0.0201150373598038,0,0.048765738866003,0,0,0.201503103574782,0,0,0,0,0,0,0,0,0,0,0,0.031095914954239,0,-0.0592681765101324,0,0.253531195742064,0,0,0,0,0,0,0,-0.0172015445281869,0.0201180507346945,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.111708277177125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496365564782585,0.197343056391156,0.0923080654639956,-0.17453387841417,0.0564467764905327,0.120843713535754,0,0,0,0,0.067925107559432,0,0,0,0,0,0,0.514013510870759,0,0,0.0640084099462349,0,0,0,0,0,0.00500606760591021,0,0,0,0,0,0,0.0662624372550312,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0648584573910062,0,0,0,0,0,0,0.172116081196801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161360441938184,-4.33680868994202e-19,0.0207948824012389,0,0,0,-0.0331350254069911,0,0.0949152549418602,0,0,0,0,0.113457124465538,0.0679857631299505,0,0,0,0.0854833602775937,-0.0132249305556034,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0151065649201597,6.93889390390723e-18,0,0,0,0,0,0.0327268805205591,0,0.0958535367686461,0,0,0,0,0,0,-1.73472347597681e-18,0,0.124586101114967,0,0.0723201333200987,0,0,0,0.102302880076211,0,0,0.413077501919371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765768252529929,0,0,0,0,0,0
