,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X002241.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X002180.SZ,X000661.SZ,X002074.SZ,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X600522.SH,X600779.SH,X002414.SZ,X002008.SZ,X000977.SZ,X601799.SH,X600584.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.668238261435266,0,0,0,0,0,0,0,-0.0190317271422088,0,0,0,0,0.0350115799648017,8.67361737988404e-19,0,0,0,0,-0.0282514765241029,0,0,0.0575539675732211,0,0,0,0,0,0.00444603216792077,0,0,0.0180095259607955,0,0.0156583753291899,0.0597957179947631,0,0,0,0,0,-0.0161482869397976,0,0,0,0,0,0,0,0,0,-0.0293102026960993,0,0,0,0,-0.0138523801257488,0,0
X000858.SZ,0.316228183238276,0,0,0.101840758590966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145113127895825,0,0,0.0561263707558674,0,0,0,0,0,0,0.0509914731744957,0.0576908310375033,0,0,0,0,0.0664746099074417,0,0,0,0.0250760958861769,0.0786120301879846,-0.1147799955834,0,0,0,0,0.0959972831737224,0,0,0,0,-0.0119569273298268,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0637495234045834,0,0,0.366412252202154,0,0,0,0,0,0,0.171696657470784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342189233943638,0,0,0,-0.0292693981884772,0,0,0.0964658519509737,0,0,-0.0673191169580772,0,0,0,0,0,0,0,0,0,-0.0136415973819067,0,0,0,0,-0.0242392059699854,0,0
X600809.SH,0,0.184152143356196,0,0,0,0,0,0,0,0,0,0,0,0,-0.055845469942858,0,-0.103115410236025,0,0,0,-0.199698058025649,0,0,0,0,-0.0959492536561094,-0.213587090596262,0,0,0,0.0958492824896535,0,0,0.0213694051994138,0,0.195563676344706,0,0,0,0,0.159730863055137,0,0,0.0776584228581047,0,0,0,0,0,0,0,0,0.0153486947027022,0,0,0,0,0,0
X000568.SZ,0.238424258462419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259738969040393,-0.0158593794077678,0,-0.113135829330693,0,0,0,0,0,0,0.104841888820635,0,0,0,0,0,0,0,-0.0328843151898616,0.36897244434166,-0.159385861153117,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00658619957450336,0,0,0,0,0,0
X002475.SZ,0.0182279227493595,0,0.134653566569014,0,0.082410049835148,0,0,0,0,0,0,0,0,0,0.354194495606078,0.0246554096405695,0.134799751791159,0,0,0,0,0.0499071220438417,0,0,0,0,0,0,0,-0.0131344880431281,0,0,0,0,0,0,0,0,0,-0.125606463103739,-0.0870461272007608,0.142376210090772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00326650826086167,0,0
X600690.SH,0,0.0366324556491937,0,0,0,0,0,0.0848559262909847,0.148857784694536,0.0919722770542748,0,0,0,0.322979134207395,0,0,0,0,0,0,0.128998034584398,0,0,0.0161655073184803,0,0,0,0,0,0.0686844886179667,0,0,0,0,0,0,0,-0.011065206065433,0,0,0.0269559274575338,0,0,0,0.0417013453234754,0,0,0,0,0,0,0,-0.0225010252688643,0,0,0,0,0,0
X600276.SH,0,0,0.0951066554652639,0,0,0.160135844716508,0.131385848653588,0,0,0,0,0,-0.115073383356771,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210579752886111,0,0,0.0858767546398319,0,-0.0555622487959104,0,0.0506834399638001,-0.0487595266977116,0,0,0,0,0,0,0.0879538646749852,0,0,0,0,0,0,0.0103445878402779,0,0,-0.0267769886968868,0,0,0,0,0.00965450289831686,0,0
X002304.SZ,0,0,0.111170653235109,0,0,0,0.14552981316974,0,0,0,0,0,0,-0.0140117609555098,0,0.0423346159323258,-0.0261891640319755,0,0,0.0045320566734999,0,0.0815338681051929,0,0.196219405628151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855276323396497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243704430775782,0,0
X000651.SZ,0,0,0,0,0.102097138256748,0,0,0,0,0,0,0,-0.0295047286298877,0.188330829099646,0,0,0.198750681841309,0,0,0,0,0,0,0.00761278550552988,0,0,-0.00313006852417073,0,0,-0.0212943299600104,0,0,0,0,-0.0375308659783633,0,0,0,0,0,0,0,0,0,0,0.0111533950237731,0,0,0,0,0,0,0,0,0,0,0.00971376883292564,0,0
