,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600703.SH,X600066.SH,X600741.SH,X002241.SZ,X002292.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000568.SZ,X000157.SZ,X002085.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002074.SZ,X600867.SH,X002294.SZ,X600089.SH,X002007.SZ,X002456.SZ,X002426.SZ,X000050.SZ,X000869.SZ,X002465.SZ,X002180.SZ,X600498.SH,X002508.SZ,X601877.SH,X600699.SH,X000981.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.343457514932266,0.1994083378184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127062725055287,0,0,0,0.00448825515165577,-0.158579658950102,0,0.0626859457322382,0,0,0,0.0459532740624506,0,-0.0694066502800117,0,0,-0.00227867631986827,0,0,0.0239157422459976,0,0,-0.0185946007391506,0,0,0,-0.0397967439118103,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.111318006801494,0,0.117451578613634,0,0,0,0.276399777424719,0,0,0,0,0,0.0458156262398806,0,-0.0614054430949853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00872520218242574,0,0,0,0,0,0,0,0,0.00682868779497405,0,0,0,0,-0.00622608997628558,-0.0456555873475846,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0764739162492473,0,0,0,0,0.0877101049450403,0.0629470041301747,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0611599414580861,0,0.00961657660616897,0,0,0.0559281628003023,0,0.165751591350587,-0.121879654395371,0.0217934909522627,0,0,0,0.0748393530489676,0.0862853761830443,0,0,0,0,-0.0171808245660956,0,0,0,0,0,0,0,0,0
X000651.SZ,0.0184190467731282,0,0,0,0,0,0,0,0,0,0.0353522148925096,-0.0116224997202911,0,0,0,0,0,0,0,0,0,0,0.00969020225868319,0.00472132892225223,0,0,0,0,0.0196293692456314,0,0,0,0.00378335730730009,0,0,0,0,0,0,-0.00698573748340775,0,0,0,-0.00512286055422327,0,0,-0.00589538983397354,0,-0.00628536889843436,0.014356787665776,0,0.0299588543272474,-0.0384209967119065,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.128377671077904,0,0,0,0,0,0,0,0,0,0,0.0920083020655483,0,0,0,0,0,0,0.0483576288368815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013871215997857,0,0.0811414307235251,0,0,0,0,0,0,0,0,0,0.0538036613811432,0,0.00170345729807612,0.00902901985644404,0,0,0,0,0,0
X002304.SZ,0.145272314840322,0,0,0,0.697566347244948,0,0,0,0,0,0,0,0,0,0,0,0.0683950599831272,0,0,-3.46944695195361e-18,0,0.017408300779527,-0.0366582090979519,0,0,0,0.0855761525330953,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0250861932421204,0,0,0,0,0,0,-0.0289025015783653,4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453592562275732,0,0,0,0,0,0,0,-0.122603493385464,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.203214339643461,0,0,0,0.0550654151914747,0,0,0,0,0.113030978115975,0,0.0163894671476679,0,0,0.0223874102893035,0,0.0376223724565813,0,0,-0.0151880518947328,-0.0195301076109893,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382513399495366,0.000664284115379734,0.148806646145705,0,0,0,0,0.0922011216222905,0.17328897308157,0,0,0,0,0,0.161297421575266,0,0,0,0,0,0,0,0.0625953625320882,-0.0113073437828763,0.0538085018491888,0,0,0,0.0320794902708012,0,0,0,0,0,0,0,0,-0.00426833611134775,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.249392808712278,0,0,0,0,0,0,0,0,0,0.157207133210692,0.08479233007196,-0.0691405829687503,0,0,0,0,0,0.0985477302186002,-0.129249144745603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029313330968314,0.140949248588534,0,0,0,0,0,0.0944145496732993,0,0,0,0,0,0.00884500181684863,0.129227254941763,0,0,0,0,0,0
X000063.SZ,0.00834491850989267,0,0,0,0.230281168823317,0,0,0,0.249748703545722,0,0,0,0,0,0,0,0,0,0.0501498594614297,0,0.343356389473593,0,0,0,0.106920164986452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.106237012544635,0,-0.0724821033595227,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.1286646516075,0.205364142407996,0,0,0,0,0.338976673094454,0,0,0,0,0,0,0,0,0.119469518884577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487475951502945,0.112956283479084,0,0,0,0,0.18589797297365,-0.185627504807403,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.0480044405726923,0,0,0,0,0,0,0,0,0,0,-0.38904974813268,0.13844823954732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617599754191596,0.177010077469978,0.0512565743879634,0,0,0,0.05330604142087,0,0,0,0.248452486151334,0,0,0,-0.00936022371044083,0.149854546885924,0.0671363138744634,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0576179337147855,0,0,0,0,3.46944695195361e-18,0,0,0.113072819011056,0,0,0.0311891257051539,0,0,0.0778670266314212,0,0.00267103596288611,0,0,0,0,0,0.142698511212469,0,0,0,0,0,0,0,0,0,0.0640180874957578,0,0.0535586965193751,0,0,0,0,-0.0476768030578189,0,0,0,0.130311530761286,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0733777784691276,0,0.126824746809771,0,0,0,-0.123152212023728,0,0,0.0718466347677983,-1.73472347597681e-18,0.18867499050506,0.0565572938131443,0,0,0,0,0,0,0,-0.126835317963974,0,0.111109197719688,0,0,0,0,0,-0.0168873266373596,0,0,0,0.0133344646993039,0.082213812204143,0,-0.0280322045297723,0.0364759807957004,0,0,0,0,0.0073508510881481,-0.0456314307280994,0,0,0,0,0,0
X600741.SH,0,0.17065299749094,0,0,0,0,0,0,0,0.00749687400476245,0,0.058223670774679,0,0,0,0,0,0,0.072395593301639,0,0.0321108912406831,0,0,0.0435155995807095,0,0,0,0,0,0.0402562801597497,0,0,0,0,0,0,0.116727519420013,0.045915107660759,0,0.112201088335888,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00580034814685105,0,0,0,0,0,0,0
X002241.SZ,0,0,-0.121536825943486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232251992805939,0,-0.156136015047376,0,0,0.052980078594066,0.161239957414986,0,0,0.26616079903702,0,0,-0.0261918539927053,0,0.0595661533995171,0.0372453036162434,0.117744842680272,0,0,0,0,0,0.130787009750082,0.0664803315823682,0,0.0102081259278797,0,0.115864137852944,0,0.157300481161293,0,0,0,0,0,0.0267091040200016,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1407446500588,0,0,0,0,0,0,0,0.0353275387803818,0.173326056834595,0,0,0,-0.10551575222709,0,0,0.034189505134867,0.219679827791055,0,0,0,0,0,0,0.22104826303393,0,0.488929432934559,0,0,0,0,0.0241251236297908,0,0.109437649451065,0,0,0.077457374454089,-0.102700823331612,0,-0.285854491316838,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231183439464605,0.0981114648291448,0.0591037030635511,0,0,0,0,0,0,0,0,0.00603720672774369,0,0,0,0.0605235399741304,0.219556298324503,0,0,0,0,0,0.126148915008509,0,0,0,0,0,0.00136815025702378,0,0.00617128235177976,-0.0130595598149271,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0685635406785305,0.106797310092618,0.0956008531821012,0,0,0.0150858373837935,0,0,0,0,0.0810728973694901,0,0.000884166115084899,0.0125341730010336,0,0,0.0826858586284753,0,0.374846385781827,0,0.127069164633035,0,0,0,0,0,0,0.0988129640709208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235269302633738,0,0,0,0,0,0.23515833503135,0.195621447675058,0.073952952134042,0,0,0,0,0.0205228511543913,0,0,0,0,0,0,0,0,0.0519088866436541,0.193466977792388,0,0,0,0,0,0,0,0,0,0.0902001192869103,0,0,0,0,0,0,0,0,0,0
