,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600703.SH,X600031.SH,X600372.SH,X600271.SH,X000157.SZ,X600839.SH,X000559.SZ,X000338.SZ,X002236.SZ,X002241.SZ,X600066.SH,X600089.SH,X600741.SH,X002475.SZ,X000016.SZ,X002129.SZ,X300124.SZ,X000547.SZ,X600435.SH,X002465.SZ,X600582.SH,X002506.SZ,X000568.SZ,X000800.SZ,X600177.SH,X300003.SZ,X000066.SZ,X002294.SZ,X000977.SZ,X600867.SH,X002456.SZ,X600252.SH,X600498.SH,X000869.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.050139087005143,0,0,0,0.00736093235522663,0.239623558215243,0,0.125771571595401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248190065437816,0,0.0436438002608387,0,0,0,0,0,0,0,0,0,0,0.0535983225750366,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0144661471943648,0,0,0,0,0,0,0
X600104.SH,0.173852538588794,0,0,0,0,0,0.325621906441628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646130413254966,0.0228171077876241,0,0.0657528982659134,0.0669527261705223,0,0,0,-0.0382744597229403,0,0,0,0,0,0,0,0,0,0,0,0,-0.00215603761783489,0,0,0,0,0,0.0359388914982716,-0.0078930114263746,0,0,0,0,0,0
X002415.SZ,0.0784124404918535,0,0,0,0,0,0,0,0,0,0,0.134111945822269,0,0,0,0,-0.041465839022579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311727500121782,0.0324699385466353,0.0987254896604971,0,0,0,0.134747149936103,0.161338522104241,-0.117463972896345,0,0,0,0,0,-0.0528437000195655,0,0,0,0,0,0,0
X000725.SZ,0,0,0.00392368995427817,0,0,0,0,0,0,0,0,0.0656474800173075,0,0.20460060323503,0,0,0,3.46944695195361e-18,0,0,0.299735734378336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353366172745547,0,0,0,0,0,0,0,0,0,0.0380187663392972,0,0,0,0,-0.0350066343560059,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.020906806176245,0,0,0,0.0445557035633881,0.0492916274450198,0,0.074014597171487,1.73472347597681e-18,0,0.118338406768893,0.0384663888645764,0,0,0,0,0,0,0,0.0260834761197044,0,0,0,0,0,0,0,0,0.369105441904696,0,0,0,0,0,0,0,0,0,0.0057676738497975,0,0,0,-0.0199088083613615,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.196419506600047,-8.67361737988404e-19,0,0,0,0,0,0,0.102506465933545,0,0,0,0,-0.0803917057528942,0.199654921472934,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492070159467701,0,0.401106386163899,0,0,-0.0442513993326657,0,0,0,0.0227987347034288,0,0,0,0.0418782580146929,0,0,0.0218331608401458,-0.0470588773205161,0,0,0,0,0,0
X002304.SZ,0,0.205555610410791,0,0,0,0.349016561564185,0,0,0,0,0,0,0,0,0,0,0,0,0.0125567038655582,0,0,0,0,0,0,0,0,0,0,0.0762341604926267,0,0,0,0,0,0,0,0,0,0,0.0447777356495088,0,0.0554445841184036,0,0,0,0,0,-0.0689823394810671,0.0172590549915912,0.0126704036862185,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0572387102926979,0,0.130539574214712,0,0,0,0.0286191798585301,0.0346831280113122,0,0,0,0,0,0.0529308300079061,0.178430440639452,0,0.0996233642954807,0,0,0,0,0,0,0,0,0,0,0,0.120047074345555,0,0,0,0,0,0,0,0,0,0.171051673352794,0,0,0.0329592983700969,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.164277269793097,0,0,0.0691714063051358,0,0.0134049136393979,0,0,0,0,0,0.0601192740761421,0,0.220681962755085,0.0882735330934156,0,0,0,0,0,0.0714458694738985,0,0,0,0,0,0,0,0,0,0.00837928873444851,0,0,0,0,0,0,0,-0.00421402553322524,-0.00800978287206643,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0436171072156677,0,0,0.001878568747068,0,0,0.0806284676745584,0,0.125259672780179,0,0,0.0360340952968494,0,0,0,0.0166761833784849,0,0,0,0.0378959188939027,0,0.0888761716880759,0,0,0,0,0,0,0,0,0,0.196333947712604,0.0530350619290044,0.0299273019245528,0,0,0,0,0,0,0,0,0,0.0949974172595365,0,0.00346706838736296,0,0,0,0,0,0,0
X600690.SH,0,0.000943929420517327,0,0,0,0,0.049661213819459,0,0,0.113323655107704,0,-0.00256995233046273,0.0442795993383511,0,0,0,0,0,0,0,0.25121713906835,0,0,0,0,0,0,0,0,0.172494337582225,0,0,-0.0920801323018586,0,0,0,0.146165656078732,0,0,0,0,0,0,0,0,0,0,0,0,0.0204025403922786,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735706851735441,0.247473810686298,0,0,0.132403165068614,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.45606772963053,0.083511788946809,0,0,0,0.0298038651490086,0,0,0,0,0,0,0.0464322943381821,0,0,0,0,0,-0.00122877469714209,0.0335831982250162,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191126084005546,0,0,0.069791091391758,0.0395702095507351,0,0,0,0,0,0,0.215894306737221,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.148841796946029,0,0,0.27375789312445,0,0,-1.38777878078145e-17,0,0,0,0.0503271008350489,0,0,-0.0168640702748285,0,0.0500076840673915,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.24509483413949,0,0,0,0,0.0469988412886002,0.0832507780456918,0,0,0,0.174671544703359,0,0,0,0,0,0,0,0.00177458223134857,0,0,0,0,0,0,0.0227069034383207,1.35525271560688e-20,0,0,0,0,0,0.251067998455101,0.0396517554950325,0,0,0,0,-0.0245276567707211,-0.0295264802583633,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.282074587709845,0.0177009284871024,0,0,0.00387233114646834,1.0842021724855e-19,0.0498335324632676,0,0.180686370402892,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0757076471861043,0,0.0163688815752549,0,0.0368717414683736,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.00579924774754523,-0.00630393539009924,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.283935837354113,0,0,0,0,0.0973084586989993,0,0,0.228123610641109,0,0,0,0,0,0,0,0,0,0.112496708770601,0.0887703492640068,0,0,0,0.103634568068051,0,0.0624684995194617,0,0,0,0,0,0.043482486026932,0,0,0,0,0,0,-0.00175441835783962,0,0,0,0,0,0,0
