,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000100.SZ,X300003.SZ,X600271.SH,X600703.SH,X002236.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X600177.SH,X600498.SH,X000977.SZ,X300146.SZ,X002371.SZ,X600487.SH,X600066.SH,X002506.SZ,X600867.SH,X600522.SH,X000050.SZ,X600566.SH,X002241.SZ,X600118.SH,X600776.SH,X002129.SZ,X600089.SH,X600183.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0612100796553097,0,0,0,0,0,0.127939597583801,0,0,0,0,0,0,0.0537971028227432,0.133619901328165,0,3.46944695195361e-18,0,0,0.0516138951545433,0,0,0,0,0,0,0.0370107202470674,0.0961064701435826,0,0,0,0,-0.0349677670763025,0,0,0,0,0,0,0,0,0,0.0829692606823071,0,0.0308891147818962,0,0,0,0,0,0.0137270023401837,-0.0619639778962775,0.04173703432366,0,0,-0.0183213361967483,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.222156981490503,0,0.21534590029493,0,0,0,0,0.234352134909854,0,0,0,0,0,0.0888398603350268,0,0,0.00432246621980204,0,0.117422943726302,0.023549655845377,0,0,0,0,0,0,0,0,0,0,0,0.0131275114687829,0,0.100278302688728,0,-1.73472347597681e-18,0,0,0,0,0,-0.0332875290132382,0.0587928299151162,0,0,0,-6.93889390390723e-18,0,0
X000651.SZ,0,1.73472347597681e-18,0,0,0,0,0.121869802860849,0,0,0,0,0.297104146455303,0,0,0.129478248201375,0.0564342805141124,0.0745012372893094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760521743925028,0,0,0,0.0744426878995772,0,0,-0.0224099628969526,0,0,0,0,0,-0.0446927182934587,0,0,0,0,0,0,0
X600104.SH,0,0,0.079330012490171,0,0,0,0,0,0,0,0,0,0.119574143577359,0.0169511721684153,0.132292792865917,0,0,0,0,0,0,0,0,0,0,0,0,0.18660949793801,0,0,0,0,0,0.0349219300799374,0,0.0290180818196389,0,0.052933309544821,0,0,0,0,0,0.0469698885054793,0,0,0,0,0,0,0,0,0,0,0,0,0.0451286562101186,0,0
X600276.SH,0,0,0.11003811685065,0,0,0,0,0,0,0,0,0,0,0.0584916521234168,0.0379286418105556,0,0.121993976535891,0,0,0,0.120866953149656,0,0,0,0,0,0,0,0.0866508792521257,0,0,0,0,0,0.00784963257588899,0,0,-1.73472347597681e-18,-0.0663682883419485,0,0,0,0,0.113039326941229,0,0.0597790531137577,0,0,0,0,0,-0.00551380780027035,0,0,0,0,-0.0060457054616262,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.128483658095772,6.93889390390723e-18,0,0.203066933440347,0.120815920881579,0,0,0,0,-0.0727773890171394,0,0,0,0.257956254835706,0,0,0,0,-0.0233002490014323,0.025374595025734,0,0,0,0,0,0,0.204474526067135,0,0,0,0,0,0,0,0,0.00506069006170799,0,0,0,0,-0.0477886598598506,-0.031013984264932,0.0467232312750683,0,0,0,-0.0141086009205553,0,0
X002304.SZ,0,0.331895934533392,0.0549294063444354,0,0,0,0,0,0,0,0,0,0,0.0424766650704318,0,0.122521268811187,0,0.0174924956690057,0,0,0,0,0,0,0,0.0929236440912718,0,0,0,0,0,0,0,0.0361164401842178,0,0,0,0,-0.018715355234734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000293170780655705,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741389699458127,0,0,0,0,0,0,0,0,0.102781373627512,0,0,0,0.0433420776511049,0,0,0,0,0,0,0,0,0.120139579925009,0,0,0.103617982591959,0,0,-0.0276290135414383,0,-4.33680868994202e-19,0,0.160441012833686,0,0,0.198071302993194,0,0,-0.0372629112313396,-0.0842316787426292,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00437412341491067,0,0,0.0522184408321311,0,0,0,0,0,0.236911138008248,0,0,0,0,0,0,0,0.0230325335251546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216578208392709,0,0,-1.73472347597681e-18,0.023265264548737,0.0971179095660798,0,0.132883523557622,0,0,-0.0579705324251774,0,0,0,0,0.0173002540972768,0,0
X000568.SZ,0,0.316716359906351,0,0,0,0,0,0,0,0,0,0,0.192102743888657,0.0348888017031035,0.0173231334233307,0.118302352364218,0,0.0813092584332271,0,0,0,0,0.0537018948885257,0,0,0,0,0.0498903084912972,0,0,0,0,0,0,0,0,0,0.00673915571637345,0,0.0469241551214434,0,0,0,0,0,0,0,0,0,0,0,-0.0201135104593553,0,0,0,0,-0.00747916353005901,0,0
X600690.SH,0,0.087726982275198,0,0,0,0.308934913880477,0,0,0,0,0,0,0.104498211409726,0,0.0319171717933851,0,0,0,0,0,0,0.0660234170022584,0,0,0,0,0.145504290211608,0.120588808681948,0,0,0,0,0,0.0160565187184269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228726050894904,0,0,0,0,0.030022717289918,0,0
X600031.SH,0,0,0.259545932061942,0.0572433979592861,0,0,0,0,0,0,0,0,0.165217502471141,0,0,0,0.0342705765715388,0.0663632788979488,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0256458740949821,0,0,0,-0.111313603287404,-0.0134041955719933,0,0.0554819491878837,0.438108360742383,0,0,0,0,0,0,0,0,-0.0443242893791756,0.0891196857749965,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0910452477054463,0,0,0,-0.0513006597549364,0,0.0707586552184155,0,0.323713619235684,0,0,0.246705169021433,0,0,0,0,0,0,0,0,0,0.0195673870452507,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.103115264114601,-0.112086518193925,0,0,0,0.11533285838452,0,0,0,0.163785665487945,0,0,0,0,-0.0980891568375322,0.0884879510129759,0,0,0,0.0206975887205349,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139301498796566,0,0,0,0,0.0222152924610949,0.199814517429672,0,0,0,0,8.67361737988404e-19,0,0,0.141736023199973,0,0,0.0163143480457351,0,0.0151748020403222,0,0.0417283885351246,0,0,0,0,0.108094338552039,0,0,0.0150045605375026,0,0,0,0,-0.0696432072219538,0,0
X600741.SH,0,0,0.104447927712525,0.305583963602314,0,0,0,0.000943406631164757,0,0,0,0.0964273470453055,-3.46944695195361e-18,0,0,0,0,0,0,0.0456102612101685,0,0,0,0,0,0,0,0,0,0,0.130606336912843,0,0,0,0,0,0,0.207945947628309,0,0.0283054660666668,0,-0.00203142356343003,0.203283422616603,0,0,0,0,0,0,0,0,0.0178078554041297,0.103848593564688,0,0,0,0,0,0
X000596.SZ,0,-1.73472347597681e-18,0,0,0,0,0,0.0511982065062492,0,0.574693196920248,0,-0.093027783157117,-0.013838060146868,0,0,0,0.126402757100613,0.380741085371021,0,0,0,0,0,0,0,0,0,0,0.00279919031713069,0,0,0,0,0,0,0,0,0.186228592411298,0,0,0,0,0,0.104550017168062,0,-0.05897104979169,0,0,0,0,0,0,0,0,0,0,-0.044539289609484,0,0
X000661.SZ,0,0,0,0,0,0,0.0171096679536915,0,0,0,0,0.10887167159446,0,0,0,0.285568933718988,0,2.16840434497101e-19,0,0,0.120723737402603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870294766081134,-0.0209814779012797,0.0313591542903216,0,0,0.0114134117907839,0,0,0,0,0,0.0348766060225644,0,0,5.42101086242752e-20,-0.0441046880529997,0,0,0,0,0,0
X600809.SH,0,0.315042520711923,0,0,0,0,0.0428543775277815,0,0.100085369153253,0,0,0,0.171656368104161,0,0,0.175531174078293,0,0,0,0,0,-0.0901390125232862,0,0,0,0,0,0,0.0438299122799764,0,0,0,0,0.0490405409931846,0,0,0,0,0,0,0,0,0,0,0,0.0435728414613747,4.33680868994202e-19,0,0,0,0,-0.0420463455172478,0,0,0,0,-0.00847750941257249,0,0
X601877.SH,0,0,0,0,0.395604547322974,0,0,0,0,0,0,0,0,0.0021421200671319,0.0184010647851597,0,0,0,0,0.0690430996713033,0,0,0,0,0,0.0476282690138357,0,0,0,0.0472730620960566,0,0,0,0,-0.311085426215758,0,0,0.148495889248011,0,0,0,0.036233096566568,0.0410871611197251,0,0,0,0,0,0,0,0,-0.00991640319223885,-0.00497711134046799,0,0,0,8.67361737988404e-19,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.158670898633861,0,0,0,0,0,0,0,0,0,0,0,0,0.0412346494135466,0,0,0,0,0,0.163167497869807,0,0,0,0.268211433773872,0,0.0579589381153488,0,0,0,0,0,0.0546550708922094,0,0,0,0,0.0597201386438571,0.0279948340129793,0,0,0,0.072971815341304,0,0.0341205754255548,0,0,0,0,0.0726817519439768,0,0
X300003.SZ,0,0,0,0,0,0,0,0.110240679940182,0,0,0,0,0.0622611283077952,0,0,0,0,0,0,0.0189571920302796,0,0,0,0,0.0707657510197574,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0717107667278086,0.0895169070854523,0,0.0586925031233667,-0.0102035095852546,0.0780154364416089,0,0,0.0843866823101688,0,0,0,0,0,0,0,0,-0.0247540738981839,0,0,0,0,0.0366028496233378,0,0
