,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X002129.SZ,X003816.SZ,X000725.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000661.SZ,X002180.SZ,X600460.SH,X000733.SZ,X600522.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600884.SH,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X002176.SZ,X600779.SH,X600563.SH,X600372.SH,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.187769131888344,0,0,0,0,0,0.0657012742929366,0,0,0,0,0.177469471384074,0,0,0.102045308458811,0,0,0,0.184864047654437,0.0216828071756799,0.00336380291960072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370711546120378,0,0,0,0,0,0,0,0.00591906949689187,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.337829404157045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27538565494269,6.93889390390723e-18,0.0149483146122296,0,0.0518840478468664,0,0,0,0,0,0,0,0,0,0,-0.0297832127701105,0,0,0,0.132224212969946,0,0,0.0182034625957268,0,0,0,0,0.0592723646413336,0,0,0,0,0.0142093457087952,-0.0387846022788308,0,0,0,0,0,0
X600809.SH,0,0.158782557958604,0,0.0479427283110517,0.367514279360428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187122700274578,0,0.0339544005548088,0,0,0,0,0.130248889960969,0,0,0.0736520806223824,-0.0876893457273872,0,0,0,0.0141562689765452,0.0664668215506289,0,0.103233377011337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179178895202915,0,-0.0423752052688547,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0795580048345293,0,0,0,0,0,0.162517768611873,0,-0.271455351293645,0,0,0,0,0,0,0,0.060553554064041,0,0,0,0,0,0,0,0,0.254531527245294,0,0,0.108890372063984,0.563900387678907,0,0,0,0,0,0,0,0.0865460035893204,0,-0.0471474551078357,0.140692931735546,0,0,0,0,0,0
X000568.SZ,0,0.203541289232509,0.333136813111379,0,0,0.20922174498577,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0677600886199843,0,0.192558872685687,-0.0679474303755835,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192223843043975,0,0,0,0,0,0,0,0,0,0,0,0,-0.133221039569153,0,0,0,0.044872419503514,0,0,0,0,0,0
X002304.SZ,0.00128958887357443,0,0.000124048069480133,0.0745518713759483,0.162792323589126,0,0,0,0,0,0.113344166969563,0,0.185954027099636,0,0,0.275094953331,0,-0.0209084906716095,0,0.0284343102924064,0,0.0687380622834268,0,0,0,0,0,0,0,-0.0271465779263122,0,0,0,0,0,0,0.0322351292384721,0.223767437319599,0,0,0,0,0,0,0,-0.0485703890034103,0,0,0,0.004747072476867,0,0,-0.0538575739725979,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00668368434082098,0,0,0,0,0,0.0514535471057978,0,0,0,0,0,0,0,0.132829399890213,0.415208704022831,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0172862483881265,0,0,0,0,0,-0.00472350191949036,0.0375701642145535,0,0,0,0,0,0.106647793397146,0,0,0,0,0,0,0,0,0,-0.00122097161501553,0.0192840089866283,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.274157350479024,0,0,0,0,0,0.332026166214151,0.0389655269544101,0,0.0224215135210432,-0.114584511928583,0,0,0,0,0,-0.0761354481472928,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104221524173061,0.0119338053450628,0,0,-0.00514349240558046,0,0,0.105618278748544,0,-0.0236816897078053,-0.0731455981759117,0,0,0,0,0,0
X600104.SH,0,0,0,-0.0203268261605196,0,0,0,0,0,0,0,0,0,0,0,0.139652673588565,0,0,0,0,0.14111470484728,0,0,0,0,0,0,0,0,0,0.205490735958057,0,0.0313099720379819,0,0,0.0448762981057986,0,0,0,0,0,0,0,0.000261100031609568,0.0484782904907618,0,0,0,0,0,0.0151952262451597,-0.00957985545465694,0.0138879366909262,-0.0549012294461424,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.12385379402068,0.0377378724626959,0,0,0,0,-0.0677030067378323,0,0,0,0,0,0,0,0.147314316610197,0,0,0,0,0,0.143507337738233,0,0,0.0242438919464507,0,0,0,0,0,0,0,0.219555507778114,0,0,0,0,0,-0.025718626035054,0,0,0.0390029146864648,0,0.222187520070164,0,0,0,0.0233046284033966,0,0.224759786929186,0,0,0,0
X000651.SZ,0,0,0,0,0,0.116010420808805,0,0.0672393109117785,0,0,0,0,0,0.207322578642645,0,0.137398651558566,0,0,0,0.0377089528646872,0,0.0233714692383618,0,0,0,0.0995172089280465,0,0,0,0,0,0,0,0,0,0,0.034548711351595,0,0,0,0,0,0.0290779825970417,0,0,0,0,0,0,-0.0594674527077534,0,-0.024237768745849,-0.0173357749407307,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0950020288176204,0,0,0,0,0,0,0,0,0,0.177862725193318,0,0,0.050764770884154,0,0,0,0,0,0.127262507675278,0.205898630107868,0,0.0755412104434019,0,0,0,0,0,0.153592022548689,0,0,0.0363211535231611,0,0,0.0692719891743136,0,0.043082043668905,0,0,0,0,0,0,0,0,-0.143054485710072,0,0,0,0,0,0
X300124.SZ,0,0,0,0.12360245428668,0,0.118238491285988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120885766245298,0,0,0,0,0,0,0,0,0.190070355347042,0,0,0.125036522052436,0,0,0,0,0,0,0,0,0,0,0.0260964632182726,-0.0366263345910811,0.0150211473868669,-0.11432517380312,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.204219544146947,0,0,0,0,0,0,0,0,0.0661481791686868,0,0.0228113040025488,0,0,0.129923677269176,0.00064619730961634,0,0,0,0,0.0646041078923974,0,0,0,0,0,0,0,0,0,0.356910159149874,0,0,0,0.047522277040157,0,0,0,0,0,0,0,0.0203312243906005,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00206570104043899,0.149171192799061,0,0,0,0,0,0,0,0.0716607916632948,0,0,0,0.190080314747711,0.103904350261782,0.0747200898543974,0,-0.0288515436367496,0,-0.196413978513718,0.0565516171534783,0.0105885826734849,0,0,0.0856434544343041,0,0,0,0,0.253855105994568,0,0,-0.0583710234290255,0,0.0547325896144457,0,0,0,2.16840434497101e-19,0,0.0510224499717521,-0.010237768480649,0,0,0,0,0,0
X003816.SZ,0.209946361758544,0,0,0,0,0,0,0.153224695472124,0,0,5.42101086242752e-20,0,0,0.0992582642433147,0,0,0,-0.0186866097310519,0,0,0,0.045856041134969,0,0,0,0.0620515186035369,0,0,0,0,0,0,0,0,0,0,0,-0.0529170393789968,0,0,0,0,0.165334558195981,0,0,0,0,0,0.0199302896577737,0,0,0.0388582057647993,-0.0716739865410724,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0380418911567089,0,0.0359109429297385,0,0,0,0,0,0.0226227926437789,0,0,0,0.0888032623927636,0,0,0,0,0,0,0,0.169112637366155,0,0,0,0,0,0.0319848642541193,0,0,0,0,0,0,0,0,0,0,0,0,0.000526709273693811,0,0.176040287529508,0,0.0115584130999049,0,0,0.00730924532565543,0,0,-0.0610008829997928,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0909926271212878,0,0,0,0,0,0,0,0,0,0,0,0.10563477048613,0,0,0,-0.000638393487704454,0,0,0,0.122962364823821,0,0,0,0.125768104412755,0,0,0,0,0,0,0,-0.0295558897840636,0,0.55009126026243,0,0,0,0,0,0,0.00980791968151833,0,-0.127756602881147,0,0.00527597920235746,0.111724404950326,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.069834141964582,0,0,0.377542776653845,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.103233110208596,0,0.156782088556496,0.00719706694619832,0,-0.10209543772948,0,0,0,0,0.0970348338573992,0,0,0,0,0,0.355925980562588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102547003529161,0,0,0.011591907136928,0.00424933574489279,0,0,0,0,0,0
X000596.SZ,0,0.189080784069227,0,0,0.456448275274558,0,0.161610196992548,0,0,0,0,0,0,0,0,0,0,-0.0196569946913939,0,0,0.00921005200931541,0,0,0,0,0,0,0,0,0,0,0.0655263116381744,0,0,0,0,0,0,0,0,0,0.0730936515646935,0,0,0,0,0,-0.0449061272391865,0,0,0,0,-0.0870287775501848,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-0.114744375103374,0,0,0,0,0.0548908200484434,0,0,0.00984196200496042,0,0,0,0,0,0,0,0,0.59838120477249,0,0,0,0.0828289824753885,0,0,0.0621709508413782,0,0.0625490859110217,0,0,0,0,0,0,0,0.143851090943362,0,0,0,0,0,0,0,0,-0.0822442319770903,0,-0.0501728761090951,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0259356891040906,0.327739454522349,0,0,0,0,0,0.029974598557023,0,0,0,0.0162333980204058,0,0,0,0,0,0,0,0.0915863850694312,0.0975980268918881,0,0.0307568272673802,0,0,0,0.212990332028561,0,0,0,0,0,0,0,0.170664361277531,0.0145808719512197,0,0,0,-0.0926213493862407,0,0,0,0.0916396019574887,0,0.023555822690763,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0.225736099753797,0,-0.20346840612319,0,0,0,0,0,0,0.0817678456468939,0,0,-0.000189595442535188,0,0,0,0,0,0,0,0,0.362501395266148,0,0,0,0.106688908482155,0,0,-0.00125953039976041,0,0,0,0.158404183707583,0,0,0,0,0,0,0,0,0,0.164219880558321,0,0.0485579639333946,0,0,1.73472347597681e-18,0.0295441032434669,-0.00198736353899473,-0.143889114252667,0,0,0,0,0
