,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X000157.SZ,X600089.SH,X300124.SZ,X600522.SH,X600177.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X600699.SH,X000981.SZ,X300003.SZ,X600487.SH,X000066.SZ,X002294.SZ,X600867.SH,X002074.SZ,X002008.SZ,X000559.SZ,X002180.SZ,X600566.SH,X000623.SZ,X002426.SZ,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.221189842465629,-0.1147623154538,0,0,0,0,0.0638104117059106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558666565321236,0,0,0,0.0795912870442508,0,0,0,0,0,0,0,0.00497522858341913,0,0,0,0.0185300625160554,0.00347972287469228,-0.00188719616478832,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283910893142046,0,0,0,-0.0765613458495096,0,0,0,0,0,0,0,0,0.249109167021547,0,0,0,0.0276340274518439,0,0,-0.0111866258957078,0,0,-0.0128063336322307,0.256324601903014,-0.0580581602137038,0,0,0,-0.117228723851342,0,0,-6.93889390390723e-18,0,0,0,0,0.00862346463872729,-0.00810951404923977,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0909305294899101,0,0,0,0.0809004470760864,0,0,0,0,0,0,0,0,0.256382224988897,0,0.295887628813451,0.13592581735593,0,0,0,0,0,0,0,0,0,0,0,0.00245453715294669,-0.241116829472252,0,0,0,-0.0453394642907283,0,-0.106028570630594,0,0,0.244058376984094,0,-0.106927465363786,0,0,0,0,0,0,0,-0.0166523865628734,0.0025787510805579,0,0,0,0,0,0
X000651.SZ,0,0.0183260611401767,0.121529501295693,0,0,0.109348810144621,0,0.021521469103337,0,0,0.0606974248275339,0.00510639510376634,0.211103132080223,0,0,0,0,0,0,0,0,0,0,-0.147689033913725,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0130291384874216,-0.015899137034214,0,0,0,0,0,0,0.0488669668428379,0,0,0,0.0406262416995067,0.00441838022949397,-7.02387155453299e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0641017853934978,0,0,0,0,0.120383435859582,0,0,0.0430631068928942,0.338058926451154,0,0,0,0,0,0.000778442535114352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579008362454331,-0.0431625560172547,0,0,0,0,0,0,0,0,0,0,0,0.00681456695235518,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.109135542897343,0,0,0,0,0,0,0,0,0.344224971098588,0.157599318808613,0,0,0,0,0.0135058642363714,0,0.103843185418542,0,0.0161924931459237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442567978272956,0,0.0215601033378412,0,0,0,0,0,0.0640630934096058,0,0,0,-0.00134032128589949,-0.00068122615935949,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0284256960463897,0,-0.0247074183848551,0.242532116535575,0,0,0,0,0.0649584368589073,-0.0347952486719401,-0.0764357776926634,0,0,0,0.11925776561028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391474342236721,0.0453782464289368,0,0,0,-0.118835285419864,0,0,0,0,0,0,-0.0981205247009192,-0.00259120672132788,0.00452507764720762,0,0,0,0,0,0
X000725.SZ,0,0,0,0.276124720810199,0,0,0,0,0,0,-0.0219740520678363,0,0,0,0.052283833419014,-0.404869760167709,0,0,0,0,0.0682994242377478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35928561653796,0,0,0,0,0.278288196266945,0,0.0707122518500705,0,0,0,0.169435925758131,0,0.216547197339116,0.151462077118272,-0.0448167190230128,0.0194493007534015,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0345759915319798,0,0,0,0,0,0,0,0,0,0,0,0,0.196986480731585,0.152512621381075,0,0,0,0,0,0,0,0,0,0,0.087077407522779,0,0,0,0.175982560075192,-0.10305364414369,0,0,0.0492652153542319,0,0,0,0,0,0,0,-0.0922687875608271,0,0,0,0.150594823754575,0,-0.0325816484666489,0.00506912063266545,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.259821654839922,0,0,0.0202199124938939,0,0,0,0,0,0,0.162285589995676,0,0,0,0.026716365055685,0,0,0,0.0702140151281875,-0.18474243807831,0,0.0892248883772093,0,0,0,0,0,0,0,0,-0.0241138463618875,0,0,0,0,-0.02468100854221,0,0,0.12134114166251,0,0,0,-0.030625662044306,0,0,-0.1163085596211,0,0.000975626995781184,-0.00104799378904476,0,0,0,0,0,0
