,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X000725.SZ,X003816.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X000063.SZ,X300014.SZ,X002049.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X300142.SZ,X600703.SH,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600741.SH,X600460.SH,X600522.SH,X000157.SZ,X002180.SZ,X002236.SZ,X600702.SH,X000733.SZ,X000799.SZ,X600884.SH,X002074.SZ,X600584.SH,X002432.SZ,X000800.SZ,X600183.SH,X000977.SZ,X002414.SZ,X600779.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0345793262527546,0,0.162652355416686,0,0.0885418654450042,0.114483574972445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180757720521665,0,0,0,0,0,0,0,0,0,-0.0298637585105777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602745461180814,0,0,0.136567789493929,0,0,-0.0368591207623211,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.183374053224396,0,0.206766615693499,0,0,0,0,0,0,0,0,0,0,0.146202313763598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735938044644688,0,0,0.0199923836944179,0.0864924955214919,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.00355749536219131,0,0,0,0,0,0
X002415.SZ,0,0,0,0.10734849773105,0,0,0,0.0408148450362463,0,-0.0235807545711293,0,0,0,0,0,0,0,0,0.0407902058986093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482802721458258,0,0.144023517519753,0,0,0,0.0510777104854307,0,0.00817806219545833,0,0,0.201810380314668,0,0,0,0.157746751860164,0,0.0105224894396286,0,0,0,0.0357556049964095,0,0
X600809.SH,0,0.0311351627092691,0,0,0.698930305989516,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.022882232648266,0,0.10005486691566,0,-0.0247717923510351,0,0,0,-0.00878989878527573,0,0.0351225944365012,0,0,0,0.164106396213211,0.100473469309842,0,0,0,0,-0.0293158841770503,0,0,0,0,0,0,0.0201246514105162,0.0137760176957294,-0.00408751135708515,0,0,0,0,0,0
X000568.SZ,0.200257293994716,0.258458344778989,0,0.0503005085045573,0,0,0,0,0,0,0,0,0,0,0,0.0402892180744009,0,0.0443157058293015,0,0,0.180557162137216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322011013970664,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484474615903935,0,0,0,0,0,0
X600690.SH,0,0.326922513661902,0,0,0,0,0,0,0,0.119975015478805,0,0,0,0,0.0444829952497557,0,0,0.00320957386794423,0.0728261072682322,0,0,0,0.0870530242617575,-0.0385294486501239,0,0,0,0,0,0,0,0.222332872702451,0,0,0,0.0212934950984888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252775211061481,0,0,0,0,0,0,0
X002304.SZ,0.197878227061776,0,0,0.073522419817484,0.0218739401042236,0,0,0,0,0,0,0,0.0818086891154293,0.143553554733243,0,-0.13667625402678,0.126872461477095,0,0,0,0.216042967573207,0,0,0,0,0,0,0,0,0,0,0.0728805036878863,0,0,0,0,0,0.17445013422914,0,0.0670875250064251,0,0,0,0,0,0,0,0.0305052630707494,0,0,0,-0.0172365040777694,0,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.149548879251094,0,0.0907360780921027,0,0,0,0,0,0,0,0,0,0.333318839864851,0,0,0,0,0.156989354370527,0.313812135483401,0,0,0,0,0,-0.0686286098219187,0,0,0,0,0,0.0519677033898661,-0.017897190292874,0,0,0,0,0,0,0,0,0,0,0,0.0168296884681428,0,0,0,0,-0.0494636645935547,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.146507829417463,0,0,0,0,0,0.0970372011494944,0.0633068737790936,0.180072693310648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265807167896605,0,0,0,0,0,0,0,0,0.00983867225925121,0,0,0,0.121824974908943,0,0.062367926276777,0,0,0,0,0,-0.032884578431733,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0414233489159626,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.2132901770894,0,0.0805325936503609,0,0,0,0.130887431684256,0,0,0,0,0,0,0,0,0,0.150935549803584,0,0.108736357509845,0.104586530603571,0.194730514485365,0,0,-4.33680868994202e-19,0.027502894640661,0,0,0,0.00663409038981492,0,0,0,0,0,0
