,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600702.SH,X600522.SH,X600741.SH,X002074.SZ,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002007.SZ,X600779.SH,X300146.SZ,X002294.SZ,X600563.SH,X600487.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.136166349651537,0.152958814256654,0.152081537907362,0,0,0,0.084857045937247,0.026093573302286,0,0,0,0,0,0,0,0,0,0,0,0,-0.101802020440278,0,0,0,0,0,0,0,0,0,0.00247476790205042,-0.000487328773988147,0.0740495643323763,0,0,0,0,0,0,0.0688077634283773,0,0,0.0347915206340677,0.0531472025696945,0,0.0431424387432419,0,0,0,0,-0.0209696585685815,0.0294717147241716,0,0,0,0,0,0
X000858.SZ,0,0,0.149961021489279,0.299353330106729,0,0.180444671027481,0,0,0,0,0,0,0,0.0461137121268072,0,0.132966161704332,0,0,0.0266251996980537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206432161022726,0,0,0,0,0,0,-0.088038940167236,0,0,0,-0.015798960209844,0.00689597164968841,0,0,0,0,0,0
X600809.SH,0.150496662349401,0,0,0.523820191100644,0,0,0,0.0156944350048689,0,0,0,0.0694309984082888,0,0,0,0.103572582667417,0,0,-0.00351929144092802,0,0,-0.0218624337286271,0,0,0,0,0,-0.0419195018437533,0.0544484987986669,0,0.0803093953777208,-0.0371241964057951,-0.176301478333512,0.0479199527173726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127575673539654,0.00401609214174043,-0.0263119415542504,0,0,0,0,0
X000568.SZ,0.142357527375892,0.652606902008536,0.384737134913924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167784388457052,0,0,0,0,0,0,0,0,0.0687202613293388,0,0,0,0,-0.0590250385992456,0,0,0,-0.085593361927859,0,0,0,-0.0283492487972948,0,0,0,-0.0169674330391869,0.00517815875107832,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0990792808625517,0,0,0,0,0,0,0.0561003853465908,0.00038168674452536,0,0,0,0,0,0,0,0,0,0,0.0484685539154188,0.115908757745052,0,0,-0.0447808769636628,0,0,0,0,0,0,0,0.090299574022521,0.0238605213432311,0,0,0,-0.0466418167263719,-0.0566122881426236,0.171114546258415,0,-0.00611682311496056,-0.00552002878112267,0,0,0,0,0,0
X002304.SZ,0,0.0694780839980554,0.0472066998743083,0.409952400416131,0,0,0,0,0,0,0,0.0304486662582922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346075590354791,0,0.00176118738722739,-0.0121051948626353,0,0,0,-0.043750211209205,0,0,0,0,0,0.106184105354072,0.0558135013410495,0,0,0,0,0,0.0146483410197631,0.0109618863008099,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230619876852326,0,0,-0.261861991990644,0,0,0.02084510326519,0,0,-0.0776899090705682,0.331639552772684,0,0,-1.73472347597681e-18,0,0,0.0813680565161554,0,0,0,0,0.122939399097219,0.0190909057837281,0,0,-0.0489385302572137,-0.0134806896176383,0,0,0,0,0,0,0
X600690.SH,0.175402622929629,0,0,0,0,0.0832889083669078,0,0,0,0,0,0,0,0.0655986872638429,0,0.132596080452601,0,0,0.144520210165328,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-0.0146070730361239,0,0,0,0,0,0,0,-0.00743500437048879,0,0,0,0,0,-0.019327232654441,-0.159352103609959,0,0,-0.00503444372536014,0.0048351205267204,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.343368125854213,0.0974424603870621,0,0.0436566918286698,0,0,0,0,0,0,0.249330353244721,0,0,0,0,0,0,0,0.270682112677923,0,0,0.270310247148219,0,0,0.0207720301272531,0.105707142554353,0,0,0,0,0,0,0,0.0557298134588788,0,0,0,0.144369487424311,0,0,0.274526618769082,-0.009536621061889,-0.0440965115534399,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0532659162763773,-0.0467633191769264,0,0,0,0,0,0,0.163346788520075,0,0,0,0,0,0,0,0,0,0.237601213132428,0,-0.0427513677692524,0,0,0,0,0,0.0285604001197181,0,0,0,0,0,0,0,0,0,0.0144679483513212,0,0,-0.0430359814210167,-0.070572030140646,0,0,0,-0.00190125931677389,0.0104880269654402,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.140724067930508,0,0,0.113110100884361,0,0,0,0,0,-0.0586208061532074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147787798009118,0,0.0423328391341968,0,0,0,0,-0.0548315709329833,0,0,-0.0130402465580602,0,0.0817787834316428,0,0,0,0,0.0392518521006971,0,0,0.0263419417198833,-0.0313838125214909,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0.374065768179758,0,0,0,0,0,0,0.150346205342776,0.0961609267390429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299129812616528,0,0,0,0,0,0.301717883986023,0,0,0,-0.0856387704096261,0,0,0,-0.0681597476016364,-0.0563944547518976,-0.00647333786728334,0,0,0,0,0,0
X600104.SH,0,0,0,0.05824016911044,0,0,0,0.0174171735550469,0,0,0,0,0,0,0,0.128440612955806,0,0.00999180891291288,0,0,0,0,0,0,0,0,0,0,0,0.0914724182306797,0,0.0403853528079411,-0.0866071808013843,0,0,0,0,0,0,0,0.0198444996362951,-0.0234186223742528,0,0,0,0,0,0,-0.0346017814149888,0,0,0.025177165439083,0,0,0,0,0,0,0
X000596.SZ,0,0.170949450129918,0.00123266779627388,0.0214804096052668,0,0,0,0,0,0,0,0.00751441280054952,0,0,0,0,0,0,-0.0146817162352766,0,0,0,0,0,0,0.0424659923733394,0,0,0.0904246498996907,0,0,0,0,0,0,0,0,0,-0.0182526030279965,0,0.266888524029153,0,0,0,0.0988578530901674,0,0,0,0,0,-0.0613272001403683,0,0.00815292824524284,0,0,0,0,0,0
