,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X600741.SH,X600183.SH,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002236.SZ,X300142.SZ,X000625.SZ,X000157.SZ,X300124.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002223.SZ,X002456.SZ,X600498.SH,X600118.SH,X002179.SZ,X000066.SZ,X002049.SZ,X300136.SZ,X600271.SH,X002414.SZ,X600584.SH,X002180.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.249236240536766,0.129314057171184,0,0,0,0,0,0,0,0,0,-0.154343983142167,0,0,0,0,0,0,0,0,0,0.0125989759901804,0,0.0837358434191327,0,0.227480071875049,0,0,0,0,0.0336960235042053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379621599856217,0,0,-0.0186263225419142,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.204906674028096,0,0,0,0.0516051798495623,0.316427277501335,0,0,0,0,0,0,0,0,0,0,0,0,0.235357958986818,0,0,0,0,0,0,0.0554593113335885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000548263659336523,0,0.0252850020758702,0.0184993911773334,0,0,0,0,0,0
X600276.SH,0.00546750022881092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136302934441353,0.00769556080458068,0.0528770019687728,0,0,0,0,0.0358019021224568,0,0,0.0622291391481629,0,0,0,0,0,0,0,0,0,0,0,0,0.00248799911680659,0,0,0,0,0,0,0,0,0,0,0,0.009041947499094,0,0,0,0,0,0
X000651.SZ,0,0.120602627071813,0,0,0,0.04673287930532,0.0536577728366361,0,0,0,0,0,0,0.169651680279984,0.0167351656128581,0,0,0,0,0,0,0,0,0,0.0146323591007641,0,0,0.0657725910040227,0,0,0.180382242218725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966946734061297,0,0,0,0,0,0,0
X002415.SZ,0,0.0429714220087541,0,0,0,0,0.181222449627986,0,0,0,0,0,0.00508271637061127,0.284829000511961,0,0,0,0,0,0,0,0.0995663039684484,0.0175735625714709,0,0.0669706860234321,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00904992703274858,0,0,0.090745822076516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0.234252719717066,0,0,0,0,0,0,0,0,0,0,0,0,0.111218104354551,0,0,0,0,0,0.117836667977344,0,0,0,-0.0222227090387803,0,0.03182824548699,0.110930760117397,0,0,0,0.081040243347908,0,0,0.193118844023178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123672717743248,0.0241099319175817,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.323644988158709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165034014355574,0,0.0682643411760665,0,0.110897395771684,0.124204860534604,0,0,0,0,0,0,0,0,0,-0.00362249759399421,0,0.0166171830638378,0,0,0,0,-0.040884459646362,0,0.281529464040533,0,0,0,0,0,0,0.00873303281149067,-8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.127300553764845,0,0,0.176532219423343,-0.159238645960316,0,0.0176332369064539,0,0.125533152819229,0,0,0,0,0.231267283754309,0,0,0,0,0,0.156585840852053,0,0.502958119067561,0,0,0,0,0,0,0.0269676570191208,0,0,0,0,0.0493756564252041,0.0522796748948559,0,0,0,0,0,0
X600031.SH,0,0.0184105583374617,0,0,0,0,0.00429326960290303,0,0,0,0,0,0.157301399799172,0,0.0749893535024419,0,0,0.053598455703344,0,0,0,0,0.0523301520718237,0.0600509907718102,0,0,0,0,0,0,0,0.041462954272646,0.209932566846236,0,0,0,0.0378322879688693,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0537459423810968,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.188620270755325,0.0667789682729001,0,0,0,0,0,0,0,0,0,0,0.00437005505965591,0,0,0,0,0,0,0.111151710828492,0,0,0,0.0536504873972616,0,0,0,0,0,0,0.131556774525864,0,0,0,0,0.140302101362087,0,0.0199286621793484,0,0.042189150549262,-0.0170175634120377,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.100250278833001,0,0,0,0,0,0,0,0,0,0.0179016891781657,0.517625845143547,0.0307079086320734,0,0,0,0,0,0.0945777560053346,0,0,0,0,0,0,0,0.037127937910578,0.0248332332970587,0,0,0,0,0.00459728833097946,0,0,0,0,0,0,0.0156846156081697,0,0,0,0,0,0,0
