,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X000100.SZ,X002241.SZ,X600118.SH,X002236.SZ,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002074.SZ,X002506.SZ,X002475.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X002456.SZ,X300124.SZ,X000050.SZ,X002426.SZ,X002007.SZ,X002085.SZ,X002294.SZ,X002508.SZ,X000869.SZ,X002180.SZ,X600867.SH,X600089.SH,X002249.SZ,X000981.SZ,X002179.SZ,X601877.SH,X600498.SH,X600435.SH,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.180314038995361,0,0,0,0,0,0,0.179058576465207,0,0,0,0,0,0,0,0,-0.193755605305967,0,0.256601220401585,0,0,0,0,0.0727732004726381,0,0,0,0,0,-0.163378484128669,0.277206074291263,0,0,0.112666708691087,0,0,-0.105620075751896,0,0.0600609625840727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0841034088795306,0,0,0,0.0643943702240083,0.179348632199826,0,0,0,0,0.0332385133579218,0,-0.0916997580830587,0,0,0,0,0,0.029530512849981,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0566852142732255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00745828408566062,0,0,0,0.0707489167787776,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595994796016891,0,0,0,0.0550046154879809,0,0,0,0,0.0776871545359699,0,0.0580412351129374,0,0,0,0.078582959874253,0.0333920909841689,0,0,0.119608744306557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106840097863694,0.0473663263250625,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.300067518640639,0,0,0,0.135562019805087,0,0,0,0,0,0.05771374570217,0.00499680931152736,0,0,0,0,0,0.0552616082726789,0,0,0,0.0552829283824063,0,0,0,0,0,0,0,0.0495795627280306,0,0,0,0,0,-0.0137555854081279,0,0,0,0,0,8.67361737988404e-19,0.0190573933599153,0.0127057517380089,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.709747290931393,0,0,0,0,0,0,0,0,0,-0.0233053140853823,0.117454093134363,0,0,0,0,-0.0138465590472876,0,0,0,0,0,0,0,0,0,0.184126975908356,0,0,-0.0629796967958615,-0.00191146679122986,0,0,0,0,0,-0.0777509858653963,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0458423166465743,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.019220808020314,0.174635445914658,0,0,0,0.0761459965412396,0.0204136073354545,0,0,0,0,0,0,0,0.0969002973917457,0,0,0.0294372226719738,0,0,0,0,0,0.056476392523227,0,-0.0110080838771412,0,0,-0.130428891956256,0,0,0,-0.0479765209296559,0,0,0,0,0,0,0.147221603213936,0,0,0,0,0,0.0340998781983559,0,0,0.0139834900025754,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0490994283603276,0,0,0.0219560940906264,0,0.0316770643872926,0.305931203256612,0,0,0,3.46944695195361e-18,0,0,0.168630698541455,0,0,0,0,0,0,0.0242926137839254,0,0,0,0,0,0,0,0,0.00776085471966703,0,0,0,0,0,0,0,0,0.0944675123836094,0,-0.0268718688011372,0.0190764099686944,0,0,0,0,0,0
X000625.SZ,0,0.188741137294586,0,0.0465001680849872,0,0,0,0,-1.73472347597681e-18,0,0,0.435518512168383,0,0,0,0,0,0.250260396438843,0,0,0,0,0,-0.127467522206782,0,0.122371773630705,0,0,0,0,0,-0.138051788779612,0,0,0,0,0,0,0,0,0,0,0.115410282340882,0,0,0.120180322708951,0,0,0,0,0,0.214930793029557,0,0,0,0.0526460270328463,0,0
X600690.SH,0,0,0.0878457028238846,0.171188413668272,0,0,0,0,0,0,0,0,0,0,-0.158951137114353,-0.0307989064857856,0,0,0,0,0,0,0,0.220017088656858,0,-0.0298453300029728,0,0,0,0,0,0,0.0826743196569203,0,0.023009720467234,0,0,0.0586850013513911,0,0,0,0,0,0,0,0,0,0,0,0,0.00725804021768844,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0325620677913044,0,0,0,0,0.159395336480729,0,0,0,0,0,0,0.0406610967435462,0,0.167803967788221,0,0.013866215761266,0,0,0,0.0608830090155856,0,0,0,0,0,0,0.0467893191137269,0,0,0,0.0645640016761441,0,0,0,0,0.0165436876033768,0,0,0,0,0,0,0,0.11267009174769,0,0,-0.00385354560011549,0,0,0,0,0,0,0
