,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X000625.SZ,X002456.SZ,X600487.SH,X600066.SH,X600566.SH,X000661.SZ,X000100.SZ,X002294.SZ,X002007.SZ,X002179.SZ,X000157.SZ,X002241.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X600177.SH,X002508.SZ,X600522.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.246897171606976,0.0543427699665908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317128295151543,0,0,0,0,0,0,0,0,0.044865262580182,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0472337439712958,0,0.0365277889439039,0,0.112474090799411,0,0,0,0,0,0.0103413562159164,0.0136304576339307,0,0,0,0,0,0
X600104.SH,1.73472347597681e-18,0,0,0,0,0,0,0,0.276950658268821,0,0,0.277439582547254,0.0561806891538011,0,0.0966559811800426,0,0,0.0247855442194689,0,0.13398090333378,0.086151302329937,-0.0682232817226354,0,-0.0522268858401122,0.0506059466678,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140605683797407,-0.114981841029546,0,0,-0.0250968255935871,-0.134788836700999,0,0,0,0,0,0,0,0.0374280095282766,-0.0365814339030272,0,0,0,0.175451616996668,0,0
X002415.SZ,0,0,0,0,0,0,0.0413542031207026,0,0,0,0,0,0,0,0,0,0.356833840928946,-0.0532399513751039,0,0.118268235051505,0.01041772141964,0,0,0,0,0,0,0.0452743300478112,0,0.184158484413535,0,0,0,0,0,0,0.05620428068681,0,0,0,0,0,0,0,0,0,0,0.168360424230728,0,0,0,-8.67361737988404e-19,-0.014103382492699,0,0,0,0,0,0
X000858.SZ,0.201041404445663,0,0,0,0,0,0.309068932095376,0,0,0,0,0,0,0,0,0,0.22707133801936,0,0.0474620612310464,0.0188245132027068,0,0,0,0,0.0593793535502738,0,0,0,0,0,0,0,0,0,0.0249178309472913,0,0,0,0,0,0,0,0,0,0,0,0,0.00927531247015685,0,0.0771108433337288,0,0,0.0300492495873108,0,0,0,0,0,0
X000651.SZ,0,0,0,-2.77555756156289e-17,0,0,0,0,0.250875626133195,0,0,0,0.153025440993144,0,0,0,0,0,0.0735971090060605,0,0,0,-0.0355743919934627,0,0,0,0.164351341901696,0,0,0,0,0,0,0,0,0,-0.0690125745786447,-0.0397645396268551,-0.0385511463835644,0,0,0,0,0,0,0,0,0,0.161807301360772,0.147094766981271,0,-0.0811182052512766,0.117168188458191,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.250114226803278,0,0,0,0,0,0.00298784352116423,0,-0.0943436793497286,0,0,0,0,0,0,0,0,0,0,0,0.140468941486725,0.21292808440704,0,0.0585960119158464,0,0,0,0,-0.0794831597251916,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.259959082525503,0,-0.00859840704350297,0,0,0,0,0,0,0
X002304.SZ,0,0,0.112250796389255,0,0,0,0,0,0.263607153949991,0,0,0,0,0,0,0,0,-0.0864224918350005,0.297882700352724,0,0,0,0,0,0,0,0,0,0,0.0774851224861859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527847200663833,0,0.0354273484167685,0.0110509144755604,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593961752091053,0,0,0.0223401655895991,0,0,0,0,0,0,0.0514148257361807,0,-0.0627798706322106,-0.216789399046712,0,0,0,0,0,0,0.0473838929957415,-0.120595709201105,0,0.159117182338089,0,0.228658222784609,0.171227259579477,0,0,0,0,0.119492879036421,0,-0.028745428810427,-0.000356918055610334,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.238842395374415,0,0,0.228502985935118,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.153487277603502,0,0.0848060407571371,0.00816795051511686,0,0,0.0305248360455702,0,0.0178770107355054,0,0.141463289867024,0,0,0,0,0,0,0,0,0,0,-0.14053016404108,0,0,0,0,0,0,0,0.0020685004688195,0,0,0,0,0,0,0.0439906806619995,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.124635205906563,0,0,0.0851233666516246,0,0.023283482653755,0,0,0,0.0214928389326597,0,0,0.0277109518154383,0,0,0,0,0,0,0.242100327915273,0,0,0.045958249966049,0,0,0,0,0,0,0,0,0,-0.0167888920545976,0,0,0,0,0,0,-0.0822029580312637,0,0,0,0,0.0768630517537167,0,0,0.0507551471677398,0,0,0,0,0,0
