,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X002508.SZ,X300124.SZ,X601877.SH,X300136.SZ,X300003.SZ,X600089.SH,X600177.SH,X600271.SH,X002008.SZ,X002294.SZ,X002085.SZ,X600522.SH,X000157.SZ,X002007.SZ,X600118.SH,X600487.SH,X600867.SH,X000981.SZ,X600809.SH,X600699.SH,X600566.SH,X600372.SH,X002074.SZ,X000559.SZ,X300115.SZ,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.0774178470229189,0,0,0,0,0,-0.0279022634621242,0,0,0,0,0,0,0,0,0,0,0.144624018290686,0,0,0,0,0.171366266651614,0,0,0,0,0.0450410449337497,0,0,0.152618155328149,0,0,0,0,0,0.106115425281849,0,0.281677758025125,0,0.0161877714024267,-0.0156639405316317,0,0,0,0,0,0
X600104.SH,0,0,0,0.174241882125929,0,0,0,0.0136000875104695,0,0.0500547160154093,0,0.445529888984857,0,0.107971993452062,0,0,0,-0.0542094707006346,0,0,0,0,0.0330225941642554,0,0,-0.0711769385537079,0,0,0,-0.144174331198153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372946473183247,0.00163202219066582,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0639642535922824,0.0484674921786436,0,0,0,0,0,0,0.0871526546596879,0,0.426413077842778,0.0582748518640223,0,0,0,0,0,0,0.246036560244062,0,0,0.0116411467329669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195059146528408,0,0,0,-0.0826438233135844,0,-0.0256906042789051,0,0,-0.00155306872796329,0,0,0,0,0,0,0
X000651.SZ,0,0.0955153773291048,-1.73472347597681e-18,0,0.132519298301972,0.0586625736399067,0,0,0,0,0,0,0.000593605509000141,0.00808363471875478,0.147998907492727,0,0,0,0,0,0,0,0.10472033086822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118377063570729,0,0,0,0,0,0,0
X000858.SZ,0.0552136308548383,0,0,0,0,0,0,0,0,0.0127367601982684,0,0,0.647366172902264,0,0.0206039573739067,0,0,0,0,0,0,0,0,0,0.0701995081384541,0,0,0,0,0,0,0,0,0,0,0,0,0.0411526867290561,0,0,0.0498429240422114,0,0,0,0.0474460470887223,0,0,0,0,-0.0180793835297419,0.00782923781229278,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0962160313110523,0,0,0,0,0,0,0,0,0,0.157728502576844,0,-0.0455186446352263,0,0,0,0.30155201601095,0,0,0,0,0,0,0,0,0.266739382421088,0,0.405258424105385,0,0,0.305818121026994,0,0,0,0,0,0,0,0,0,0,0.11697396697086,0,0,0,0,0,0,-0.00434411991159027,0.0304926297208355,0,0,0,0,0,0
X600276.SH,0,0.166903446611169,0.126712957761112,0,0.0487773708072963,0,0,0,0,0,0,0.163225731335884,0,0,0,0,-0.252315037317446,0,-0.0145901192723734,0,0,0,0,0,0,0,0,0,0,-0.125729370377225,0,0,0,0.0266979692766909,0,0,0,0,0,0,0,0,0,0,0,-0.0760521490550997,-0.0390739121823695,0,0,0,0.0107483764645197,0.00631605045361798,0,0,0,0,0,0
X002304.SZ,0,0.0945338666241259,0,0,0.0960163128722984,0,0,0,0,0.417372992255399,-0.0574563829322214,0,0,0,-0.140771593194706,0,0,0,0,0,0,0,0,0,0,0,0.140528861544904,0,0,0,0.0608798811458828,0,0,0,0,0,0,0,0,0,0,0,0,-0.0671341820208687,0,0,-0.209471084729088,0,0.713488814938353,0,-0.0415085420041653,0.0293872046236211,0,0,0,-0.300346899016904,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0349033068503093,0,-0.0360764440695137,0.10314603469895,0.0241241414017654,0,0,0,0,0,0,0,0,0.201514239453745,0,0,0.287928637090391,0,0,0,0,0,0,0.0409952110671797,0,0,0,0,0,0,0.0641584135411381,0,0,0,0.0137856364054025,0,0,0,0,0.202567491022061,0,0,0,-0.00567995335544798,-0.0156880644716757,0,0,0,0,0,0
X600690.SH,0,0.31356423978827,0.00151253294809942,0.0780221705814413,0,0,0,0.0461254016861615,0,0,0,0.287674449136134,0,0,0.180185992143141,0,0,0,0,0,0,0,0,-0.0503914486385534,0,0,-0.155886540809725,0,0,0,0,0.0369919094050205,0,0.0162327840845917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220823426875173,0,0,0,0,0,0,0
