,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600372.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X000100.SZ,X600089.SH,X002236.SZ,X000581.SZ,X600118.SH,X000559.SZ,X002475.SZ,X000050.SZ,X601877.SH,X000550.SZ,X600066.SH,X002129.SZ,X002294.SZ,X000568.SZ,X600271.SH,X600435.SH,X002456.SZ,X600839.SH,X002292.SZ,X000869.SZ,X300124.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X002007.SZ,X000623.SZ,X002049.SZ,X002038.SZ,X000977.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.0436110387008214,0,0,0,0,0,0,0,0,0,0,0,0.413204718553965,0,0.0248144959299106,0,0,0,0,0,0,0,0.0232798300391852,0,0.0385985747157456,0,0,0,0,0,0,0,0,0.0848523680942144,0,0,0,0,0,0,0,0,0.0356359866529595,0,0,0,-0.00412170142760501,0.00337853467559609,0,0,0,0,0,0
X600519.SH,0,0,0,0,0.000718963496778261,0,0,0.166446618137745,0,0,0,0.00253448262146759,0,0,0,0,0,0.00439242079715285,0,0,0,0,0,0,0,0.000942482539837772,0,0,0,0,0,0.0395186782660335,0,0,0,0,0,0,0,0,0,0,-0.0398543837552918,0,0.100419666067039,0,0,0,0,-1.73472347597681e-18,0,-0.00939303171342432,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202935450364902,0.0563711981439878,0.0634366089944135,0,0.016296891517136,0,0,-0.0102147969742863,0,0.0751260716250734,0,0.169504113630986,0,0,0,0,0,0,0,0,0,-0.0935049405425357,0,0,0.0796470028800036,0,0,0,0,0,0,0,0,0.00583141490527822,0,0,0,0,0,0,0
X000651.SZ,0,0,0.110909083450387,0,0,0,0,-0.0678063791780259,0,0,0.237082851595581,0,0,-1.73472347597681e-18,0,0,0.0791412442496465,0,0.0250063750859043,0,0,0,0,0,0,0,0.331036443820656,0.0140563879724496,0,0,0,0,0,0.0287627904960909,0,0,0.048391587595529,0,0,0,0,0,0,0,0,0,0.142409085810245,0,0,0,0,0.0157282180028116,-0.0224211718422834,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0883883702329437,0,0,0,0,0.189103161903574,0,0,0,0.264310723915263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488241779344653,0,0,0.0700835068645932,0.239277330963309,0.0298976004643058,0.226205175928741,0,0,0,-0.0272084762974683,0.0261031117969849,0,0,0,0,0,-0.0105800498317264
X000625.SZ,0.249864650607035,0,0,0,0,0,0,-0.0578508302418026,0,0,0,0,0,0,0,0,0.0791733162337734,0,0,0,0,0,0.0222128207704249,0.0728535777255916,0,0,0,0,0,0,0,0,0,0,0.267412492249844,0,0,0,0,0,0,0.0515077118425718,0,0,0,0,0,0.115895017571086,0,0,0,-0.0180472485955295,-0.00800443910611488,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0446790507093359,0,0,0,0,0,0.116457447027561,0.0490928661146248,0,0,0,0,0.0379540764941389,0,-0.00875922216437942,0,0.116123642202828,0,0,0,0.262869690498676,0,0,0.0115881357309494,0,0,0,0,0,0,0,0,0,0.0618477559377261,0,0,0,0,0,0,-0.00708295388485243,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310203178736051,-0.0379511592028787,0.226871575460569,0,0,0,-0.243145208683436,0.319937658739291,0,0,0,0,0,0.0514128729897537,-0.000597781837593028,0,0,0.0780090398102447,0,0,0,0.376368084195557,0,0,0,-0.0194628631920412,0,-1.73472347597681e-18,0.0177302317436743,0,0,0,-0.131709623900998,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427731043238372,0,0,0,0,0,0,0.12917336465915,0,0,0,0,0,0,0,0,0,0,0,-0.0828721904603266,0,0,0,0,0,0,0.091627648390683,0,0,0,-0.0469804322835889,0,0,0,0,0.0115046611198851,0.00922498500530374,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.107238399586708,0,0,0,0,0,0,0,0,0,0,0,0.0751094477715439,0,0,0.0534600511330511,0,0,0,0,0.00756378927566283,0,0,0,0,0,0,0,0.0416688709485356,0.138024225269299,0,0,0.0125476609035883,0,0.098090331299323,0.0114455241177274,0.0150840726659202,0.0508961808370813,0.00765044801966837,0,0,0,0.0233094010615823,0,0,0,0.00580608398417212,0,0,0,0,0,0,0
X600690.SH,0.0323942789711155,0,0,0.473037477767555,0,0,0,0,0,0,0,0.0980350994585094,0,0,0,0,0,0,0,0,0,0,0,0,-0.056360548241739,0,0,-0.087768980424649,0,0,0,0,0,0.0406133914056467,0,0.0101835010154659,0,0,0,0,0,0.0935824760316313,0,0.12950732073272,-0.0245781749035613,0,0,0,0,0,0,-0.0581292795755281,0.149878642052618,0,0,0,0,0,-0.2193803341905
X600372.SH,0,0,0,0,0,0,0,0.198525111536566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982360274766132,0,0.185887406986406,0,0,0.00164540655439683,0,0,0,0.1526598080631,0.177472566067245,0,0.229002392317044,0,0,0.110725670706265,0,0,0.161413800009216,0,0,0,-0.0362711347948991,0,0,0,0.0237274231219129,0,0,0,0,0.00452882045413334,0.0591697370821495,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0814456919529895,0,0,0,0,0.465293814182805,0,0,0,0,0,0,0,0,0,0,0,0.0575605022102098,0,0,0,0.238670943524106,0,0,0.0114704106888465,0,0,0,0,0,0,0,0,0.0940706169379894,0,0,0,0,0,0,0,0.00873048320991889,-0.0246691403782878,0,0,0,0,0,0
X002241.SZ,0,0,0,0.117526344001235,0,0,0,0,0,0,0.0210237167073043,0,0,0,0.0629580467701024,0,0,0.0939063772051387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336698248161551,0,0,0,0,0,0,0,0.0114284454751198,0,0,0.180304200527117,0.0562004940295139,0,0.200567845859293,0,-0.0158721715808503,0.0200380346622463,0,0,0,0,0,0
