,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X002475.SZ,X000581.SZ,X000800.SZ,X600582.SH,X000568.SZ,X000623.SZ,X600177.SH,X300124.SZ,X000559.SZ,X002129.SZ,X600060.SH,X000050.SZ,X002294.SZ,X000977.SZ,X000400.SZ,X300003.SZ,X002465.SZ,X002292.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002049.SZ,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.258118951017075,0,0,0,0,0,0,0.0465833126854537,0,0,0,0,0.381613042701641,0,0,0.260953812669148,0,0,0.00511414285077149,0,0,0,0,0,0,0,0.124574245992535,0,0,-0.0525678912288703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220269224001552,0,0,0,0,0,0
X600519.SH,0,0,0.1704912095735,0,0,-0.0338104764374733,0.149022134504401,0.19873198509902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126243752993474,0,-0.0275287974884414,0,0,0,8.67361737988404e-19,0,0.0533074261957901,0,0,0,0.0128979560781224,0,0,0.0218316836989121,0,0,-0.0495397027222861,0,0.0131799180882571,0,0,0,0,-0.0652625071628909,0,0,-0.00259501498178638,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.197364158126322,0.30708892410404,0,0,0.0749743260158421,0,0,0,0,0,0,0,0.0269478796494419,0,0,0,0,0,0,0,0,0,0,0.0499892396206446,0,0,0,0,0,0.0560336222018181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266787479785875,0,0,8.67361737988404e-19,-0.0129673808562993,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.214115440209731,0.0896355859689592,0,0,0.0948417952689954,0,0,0,0,0,0,0,0,0,0.00648957182986262,0,0,0,0,0,0.282170393502521,0.0717338150167659,0,0,0,0,-0.00753971096921919,-0.00873675415658796,0,0,0,0,0,0,0,0.0571023038148128,0,0,0,0,0,0,0,0,0,0,0.00606321532851588,0.00101494011606456,-0.0654857372780167,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.185567345430542,0,0.0885196230346336,0,0,0,0,0,0,0.0792588121054571,0.0840212756673869,0,0,0,0,0,0.059994257335065,0,0.151021148929598,0.0353335750295149,0.186281674091885,0,0,0,0,0,0,0,0,0,0.0881505631713435,0,0,0.103653684545941,0,0,0,0,0,0,-0.00917156314702117,0,0,0,0,0,0
X000625.SZ,0.541999495432185,0,0,0,0,0,0,0,0.0690384018321952,0,0,0,0,0,0,0,0,0.299425965543713,-0.063485938169561,0,0,0,0.0206661968285098,0.058991282987591,0,0,0,0,0,0,0,0.0189037330402724,0,0,0,0,0.0302473000260513,0,0,0,0,0,0,0,0,0,0,-0.125466044736653,0,0,0,0.0237473913763796,0.0143718582346816,0,0.0431810547258713,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.226521661057396,0,0,0,0.0396184451195664,0,0,0,0,0,0,0,0.266761277845317,0,0,-0.0900089805752568,0.0813289250650116,0,0.045260417133666,0,0.102037642549134,0,0,0,0,0,0,0,0,0.0871251997212395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143715996605535,0,0,0,0,0,0
X000858.SZ,0,0,4.33680868994202e-19,0,0,0,0.0089978622835689,0,0.0780095505714117,3.46944695195361e-18,0.080359706043629,0,0.0458729744242502,0.272839889203947,0,0.0184602183624256,0,0,0,0,0,0,0,0,0,0,0,0,0.0362421900490151,0,0,0,0,0.0230952261710873,0,0,0.0533882864417528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169118378409522,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0777452813441571,0,0,0,0,0,0.109176463732161,0,0,0.0594894554827926,0,0.0442644745379315,0,0,0.0258364627291425,0,0.0847744398718307,0,0,-8.67361737988404e-19,0,0,0,0.152819463131205,0,0,0,0,0.180453636501951,0.0288783260123444,0,0,0,0,0,0,0,0,0.0540053495511899,0,0,0,0,0.102125466331675,0,0,0,0,-0.0052375652439464,0,0,0,0,0,0
X600690.SH,0.10833077640804,0,0.161824250979453,0,0,0,0,0.0218675202199958,0,0,0,0,0.213949975495587,0.117512053540387,0,0,0,0,0,0,0,0,0,0.0965258651362615,0,0,0,0.167828309785439,0,0,0,0,0.0297778953214698,0,0,0,0.0280744370053026,0,0,-0.0169277200225365,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X600031.SH,0.155250494959035,-2.16840434497101e-19,0,0,0,-0.0544155703214603,0,0,0.0062280883808838,0,0,0,0,0,0,0.879135241065127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278415854754805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258447640331974,-0.00462376511016878,0,0,0,0,0,0
X600276.SH,0,0,0,0.00288523059682389,0,0,0.0457453233307176,0,0,0,0,0,0,0,0,0,0,0,0.186361011525832,0.261991720091201,0,0.0173559859489467,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0264524143260653,0,0,-0.00731583480780891,0,0,0,0,0,0,-0.0189982764332377,0,0,0,0,0,0,0,0,0,-0.0219143449808712,0.0101853917596132,0,0,0,0.0337042074748585,0,0
