,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X002236.SZ,X300142.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002506.SZ,X002179.SZ,X600498.SH,X000977.SZ,X000625.SZ,X600487.SH,X600177.SH,X002371.SZ,X600183.SH,X600867.SH,X600066.SH,X600776.SH,X600522.SH,X300146.SZ,X000066.SZ,X000050.SZ,X002129.SZ,X002049.SZ,X600089.SH,X600118.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0917095316836246,0,0,0,0,0,0,0,0.0859490499498254,0,0,0,0,0,0,0,0,0,0,0.043369414844546,0,0,0.157920999398905,0.11221199882634,0,0,0,-0.0370839864842166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648643388783881,0,-0.0392191006017208,0,0,0.00338296753375123,0,-0.0110986297503107,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.134613843808775,0,0,0.0991149891126766,0,0.178685597357515,0,0,0,0,0,0.0948656425769895,0,0,0,0,0,0,0,0,0.0808301429526316,0,0,0,0.131213235921469,0,0,0,0,0,0,0,0,0,0,0,0,0.129808537491725,0,-0.0528810018632733,0,0,0,0,0.0209602154975923,0,0
X000651.SZ,0,0,0,0,0,0,0.0926803204247876,0,0,0,0.326091580116945,0,0,0.291993617743578,0.138916642008944,0,0.123987305011986,0,0,0,0,0,-0.0260329033086845,0,0,0,0,0,0,0.0466236202583916,0,0,0,0,0,0,0,0,0,0,0,0,0.0081842892405531,-0.0536073098728782,-0.087583820493803,0,0,0,0,0,0,-0.0227900817249444,0,0,0,0,-0.0118636593230294,0,0
X600104.SH,0,0,0.165257278765396,0,0,0.00295639159709151,0,0,0,0.0605435693148666,0,0,0.0200957156002885,0.0205016698298755,0.0990005897912349,0,0,0,0,0,0,-0.0332952306854282,0,0,0,0,0,0,0,0,0,0,0.00487881921142332,0.225570952788465,0,0,0,0,0,0,0,0,0,0.0520945814284172,0.0682241180510097,0,0,0,0,0,0,0,0,0,0,0,0.00278596017823852,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160875809309154,0.0209593590516165,0,0.118882400001345,0,0,0,0,0,0,0,0.253281413569766,0,0.202549469349123,0,0,0,0,0,0,0,0,0,-0.0243337464218345,0.0295865864028757,0,0,0,0,0.0216732571563668,0,-0.0404100569052131,0,0,0,0,0,0,0,0.00547115373286708,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0513011028931229,0,0.240664300993572,0,0,0,0,0,0,-0.0139302884729796,0,0,0.586009412986917,-0.07144707940728,0.117083997820874,0,0,0,0,-0.0348913325971012,0,-0.112116614767594,0,0.177096904095685,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593095420417398,0,0,-0.0021953095060371,0,0,0,0,-0.000544123854062297,0,0
X002304.SZ,0,0.185273227112054,0.241375605976885,0,0,0,0,0,0,0,0.0838361724571405,0,0,1.73472347597681e-18,-0.034625839456489,0.110537348875333,0,0.114360062850664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633188027484744,0,0.0762040131932001,0,0,0,-0.0437163270079555,0,0,0,0,0.00932399028020508,0,0,0,0,0,-0.0134494017142117,-0.0197981620630561,0,0,0,0.0178568359625347,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204005471018883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928838768309878,0,0.179191634296356,0,0,0,0,0,0,0,0.265224452954516,0,0,0.248340105140627,0,0,0,0,0,0.108500435642576,0,0,-0.14065319169726,0,0.0139809764360827,0,0,0,0,-0.00220723588841729,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228733243993876,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.086545305804405,0,0.0660176232477846,0,0,0,1.38777878078145e-17,0.0274953105592976,0,0,0,0,0.308689969007497,0.0211485840353006,0.0964850372778939,0,0.0329881895299398,0.0347088101242515,0,-0.000189328962077403,0,0,0,0,0.0272625899255875,0,0
X000568.SZ,0,0.281262035608785,0,0,0,0,0,0,0,0,0,0,0,0.0322313383687842,0,0.00282640766806519,0,0.137360631067318,0,0,0.076501418986204,0,0,0.0419640154205308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.168402592202105,0,-0.0339508666529593,0,0,0,0,0,0,0
