,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X002241.SZ,X600809.SH,X300014.SZ,X002371.SZ,X002236.SZ,X000596.SZ,X600183.SH,X000977.SZ,X300003.SZ,X601877.SH,X002007.SZ,X300124.SZ,X002129.SZ,X000625.SZ,X002180.SZ,X000157.SZ,X600584.SH,X002456.SZ,X300142.SZ,X000066.SZ,X300136.SZ,X600271.SH,X002008.SZ,X002179.SZ,X600118.SH,X002463.SZ,X002049.SZ,X002414.SZ,X000050.SZ,X600699.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0313920044706832,0,0,0,-8.67361737988404e-19,0,0,0,0.354019972402075,0.0418847796944403,0,0,0.0541726521609267,0,0,0.184407862015372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157661486164138,0,-0.0252955113218062,0,0,-0.160148166452073,0,-0.045817202568943,-0.0345340670628881,0,0,0,-0.118789870925118,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0799054725613353,0,0,0,0,0.419674345890851,0.00281609371762376,0,0,0,0.0336002082072342,0,0,0,0.0415812091178959,0,0.156662518566533,0,0,0,0,0,0,0,0.0674795131314418,0,0,0,0,3.46944695195361e-18,0.0325452831752661,0,0,0,0,0,0,0,0,0,0.0418151902893177,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X600276.SH,0.176063272565739,0,0,0,0,0,0.0257737056878548,0,0,0,0,0,0,0,0,0,0.124391099590431,0,0,0,-1.73472347597681e-18,0,0.0213618145899673,0,0,0,-0.0891228343947223,0.151089535042125,0,0.10458161822221,0,0,0,0,0,0,0,0.0216608393460189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139349710181382,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14581010197136,0,0,0,0.0193011150387966,0,0,0.110304902204611,0.0164098154659298,0,0.0708139589874444,0,0,0,0,0,0,0.0628452243603439,0,0.0885964924982315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441150584916325,0.0415653210464614,0,0,0,0,0,0,0.00816051776126296,0,0
X002415.SZ,0,0,0,0,0,0,0.19604301416791,0,0,0,0,0,0,0.242198955820201,0,0,0,0,0,0,0,0,0,0.310045977922967,0,0,0,0,0,0,0.0826767853297516,0,0,0,0,0,0,0,0,0,0,0.0174775876782817,0,0,0,0,0,0,0,0,0,0,0.0360150016841889,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.238687779978007,0,0,0.0489931193562827,0.0470632201026754,0,0,0,0,0,0.1691889038484,0,0,0,0,0,0,0,0,0,0,0,0.137039202493142,0,0.0774526466932998,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0365059116353304,0.00497949758804529,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174812056011413,0,0,0.147116092837563,0,0.0841711543023261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352504446428402,0,0,0,0,0,0,0,0.0377519099793242,0,0,-0.00114387720954104,0,0,0,0.0156152397960483,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211619458151123,0,0,0.033833061405998,0,0,0,0,0,0,0,0,0,0,0,0.095037687654131,0,0,0,0.00518436495886778,0,0,0,0.176258903466529,0.235008926396572,0,0,0,0,0,0,0,0.109353719490731,0.0942281431740696,0,0,0,0,0,0,-0.0277731630778781,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.15203917417892,0,0,0,0,0,0.0148304481534341,0,0,0.416704587217937,0,0,0.0325718347879889,0.0302817611087328,0,0,0.00181765690059846,0,0,0,0,0,0,0,0.0400292924985919,0,0,0,0,0,0.112692992238967,0,0,0,0,0,0,0,0,0,0.016672529761546,0,0,0,0,0,0,0.0266594382999522,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.09925846386997,0,0,0,0,0,0,0,0,0,0,0,0.113845605290145,0.0555447943199271,0,0,0,0,0,0,0,0,0,0,0.169039137575992,0,0.21098668593951,0.16866687823023,0,0,0,0,0,0,0,0,0,0.0100416571834957,0,0.0189222512810205,0,0,0,0,0,0,0
