,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000063.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X600460.SH,X002463.SZ,X600702.SH,X300003.SZ,X300142.SZ,X002007.SZ,X000988.SZ,X000800.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.305863891588215,0,0.106263288707345,0.114253575566413,0,-0.0830091665015842,0,-0.0422613673528968,0,0,0,0,0,0.0526949737378701,0,0,0,0,0,0.020906795501246,0,0,0,0,0.0026597855658229,0,-0.00550515895741849,-0.0295324496880341,0,-0.0226768772090899,0,0,0,0,0,0,0,0.0555057739594169,0,0,0,0,0.0263122793988516,0,0,0,0,0,0,0,0.00108188424400598,0,0,0,0,0,0,0
X000858.SZ,0.273301202862607,0,0,0.314216631253941,0,0.0385715896280067,0,0,0,0,0,0,0,0,0,0,0.131030662449048,0,0,0,0,0,0,0,0,0,0,-0.00350983979184304,-0.0381328639977955,0,0,0,0,0,0,0,0,0,0,0,0.0583154497042324,0,0,0.0237491656706688,0,0,0,0,0,0,0.0285516563277655,-0.0166664844097241,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149029200176504,0,0,-0.137626409460379,0,0,0.309657771950873,0,0,0.191891203399218,0,0,0,0.339663821453141,0,0,0,0,0,0,0,0,-0.109702073089678,0.208508168906703,0,0,0.0551068606311275,0,-0.106217254662096,0,0,0,0,-0.0331594503505846,0,0.00828328347753435,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.470512408599883,0,0,0,0,0,0,-0.00135827783069557,0,0.154875612613936,0,0,0,0,0,8.67361737988404e-19,0,0.0524160902718289,0,0,0,0,-0.0672207997143901,0,0,0,0.016819367528223,-0.0360981676414641,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.179561579690797,0,0,0,0,0,-0.0124403227209013,0,5.42101086242752e-20,-0.0288260759472769,0,0,0,0,0,0
X600276.SH,0,0,0.184382724187307,0,0,0,-0.065321236667973,0.05884489210903,0,0,0,0,0,0,0,0,0,0.134573860667065,0,0,0,0,0,-0.114910244725115,0,0.121478192065286,0,0.0683658499492883,0.0174335532758753,0,0,0,0,0.0212661673192021,0,-8.67361737988404e-19,0,0,0.00348037659281626,0,0,0,-0.360573465077122,0,0,0,0,0.154431361177237,0,0,0,8.67361737988404e-19,0.0537533944289299,0,0,0,0,0,0
X600809.SH,0,0.124041397612472,0,0,0,0,0,0,0,0.034419808629141,0.102584809487992,0,0,0,0,0,0,0,0,-0.189117207950316,0,0,0,0.0146205639082695,0,0,0,0,0.0120862137713303,0,0,0,0,0,0,0,0,0,0,0,0.0538862333371013,0,0,0,0,0,-0.104201337282099,0,0,-0.0765326432949101,0.531289306234424,0.017086849595749,0.0246513955521722,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.146191389643789,0,0,0,0,-0.150805085444945,0,0,0,0,0.151277487257382,0,0,-0.298882667783271,0,0.0334276466358664,0,0,0,0,0,0.79687893944425,0,0,0,0,0.144993247013013,-0.00970928233716072,0,0,0,0,0,-0.00483658385363295,0.0189206930064581,0,0,0,0.150261698906726,0,0.124385415240821,0,0.0180415582639404,-0.0821249687147878,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.16164151858785,0,0,0,0,0.182740877729562,0.356549934197924,0,0,0,0,0,0.0133077630665603,0,-0.338188313879166,0.0619013006824828,0,0,0,0,0,0,0,-0.0466892097336427,0.0484642906799115,0,0,0,0,0.11206075139892,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329196921723166,0,0,0.196205627642564,0.113569259738899,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0458048172787751,0,0,0.174660418754079,0,0,0,0,0,0,0,0,0,0,0,-0.0281352400526199,0,0,0,0,0,0.122626372135271,0.123804686632524,0,0,0,0,0,0,0,0.142851470155587,0,0,0,0,0,0.0122104170909708,0,0,0,0,8.67361737988404e-19,0,0.0831387185377372,0,0.134465937714516,-0.180517675237351,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0830737630042693,0,0,0,0,0.295073145362141,0,0,0.0613178298184845,0,0,0,0,0,0,0,0,0,-0.447404813706566,0,0,0,0,0,0,0,0.0935047870201647,0,0,0,0,0,0,0,0,0,0,0.00649196216150206,0,3.46944695195361e-18,0.444706640908391,0,0,0,0,0,0,0,0.0116840669261683,0,0,0,0,0,0,0
