,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600031.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X300124.SZ,X600703.SH,X000338.SZ,X002371.SZ,X000063.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X601877.SH,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X000157.SZ,X600702.SH,X000799.SZ,X002074.SZ,X600741.SH,X002414.SZ,X002007.SZ,X600089.SH,X600584.SH,X600183.SH,X002236.SZ,X600779.SH,X601799.SH,X000800.SZ,X600884.SH,X300146.SZ,X000733.SZ,X000066.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.299860654502441,0,0.0210929192211088,0,0,0,0.0424872377057183,0.0951388714241602,0.0643271780155073,0.0659756043896914,0,0,0,0.0168722826655867,0,0,0,0,0,0.0178753557022923,0,0,0,0,0,0,0,0,0,-0.00343067945692497,0,0.101146218202537,0,0,0,0,0,0,0,0,0,0.0116464654120783,0,0,0,0,0,0,0,0,0,0.0437921777854647,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.140908321101461,0,0,0.206817243198594,0.282488127654432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082453572562759,0,0,0,0,0,0,0,0.0550673006848528,0.00879535339506247,0.0178121449359485,0,0,-0.0720897862247813,0.0531525189684744,0,-0.0665888464725375,0,0,0.149429265144929,0,0,-0.045490874757888,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0411653545864894,0,0.0339358195939161,0.0582707870106811,0.0980110962718958,0,0,0,0,0.14447851577812,0,0.122001541072748,0,0,0,0,0,0,0,0,0.0481105878850481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333757577242037,0,0,0,0.0839851628637198,0,0.0803606430703703,0,0.0122903096478708,0,0,0,0.00715948686099251,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.101893920278353,0,0.251009775132652,0,0,0,-0.0089443119546641,0,0,0,0,0,-0.0550630211069161,-0.124618201948953,0,0,0,0,0,0,0.0561828701498673,0,0,-0.0136909883186253,0,0.0283814310407856,0.421664509582074,0,0,0,0,0,-0.0213883278084729,0,0,0,0,0,0,0,0,-0.151385145161442,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0528953397021017,0,0,0,0,-0.234833800084241,0,0.134214980896305,0,0,0,0,0,0.0473562706457891,0,0,-0.00852779438596618,0,0,0,0,0,0.103387341472708,-2.16840434497101e-19,0,6.93889390390723e-18,0,0,0,0,0.0645815889189001,0,0,0,0,0.240619171052768,0,0,0,-0.175383817046637,0,0,0,0,0.0661599908977394,0,0.0266253239209304,0,0,0,-0.00644632997479543,-0.0516268883344157,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0161774247258024,0,0,0,0,0,0,0,0,0,0,-0.0698078956129716,0.0892238561689873,0,0,0,0,0.0883510620741927,0,0,0,-0.0521159887979903,0,0,-0.00986058507650406,0,0.0606941782825963,0,0,0.00985752875995317,0,0,0,0,0,0,0.0744137587318247,-0.0501744231667128,0,0,0,0,-0.0337011482429178,0,0,-0.0645302004685917,0.168550928763982,0,0,0,-0.0493479655638211,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0260391002967021,-0.130688327679584,0,0,0,0,0,0,0.0650862858233596,0,0,0,0.381336464093936,0,0,0,0.055837724196568,-0.0243608777366075,-0.0145958145352348,0,0.0177281232292537,0.0912651439240283,0,0,0,0,0,0,0,-0.144607296263049,0,0,0,0,0.207280536358755,0,0,0.0524270443539892,0,0.0129502649584876,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.492223097631921,0,0.0955671413253684,0,0,0,0,0,0.086580414174284,0,-0.181239404009883,0,0,0,0,0,-0.033199924268576,0,0,0,0,0,0,-0.0273540920452953,0,0,0.120454413070595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750756374229809,0,0,0,0,0.0315395243405521,0.0133254894278995,0,0,-0.00442923848987073,0.0270964709863419,0,0,0,0,0,0
X600031.SH,0,0.0432655974504419,0,0,0.145969118958532,0,0,0,0,0,0.0226716467793066,0.0549473122124305,0,0,0.0260112495057805,0.107606876322349,0,0,0,0,0,0.0154741699393404,0,0,0,0,0,0,0,0.0159371695314995,0,0.153350672181471,0.0677449455285232,0,0,0,0.0391924964995674,0,0,0,0,0,0,0.0238823440423039,0,0,0,0,0,0,0,-0.0522662401011989,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.367034456655208,0,0,0,0.324367799130931,0,0,0.0275983768184514,0,0,-0.230553444745007,0,0.203931203004298,0,0.0517226511335973,0,0,0,0,0,0,0,0,0,0.0260126344521416,0,0,0,0,0,0,0.0737999790279689,0,0,0,0,0,0,0,0,0,0,0,0,0.163041087874564,0.134247180489473,0,0,-0.0645869885518045,0.0419547812150221,0,0,0,0,0,0
