,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X002049.SZ,X000661.SZ,X002236.SZ,X600372.SH,X000100.SZ,X002241.SZ,X601877.SH,X002180.SZ,X000157.SZ,X600741.SH,X600522.SH,X600702.SH,X600584.SH,X000977.SZ,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X300146.SZ,X002294.SZ,X000800.SZ,X600487.SH,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.185216166352563,0,0,0,0.20997186645578,0,0,0,0,0,0,0.0785625441009681,0,0,0,-0.0300600650852684,0.051989712637387,0,0,0.0241047652331128,0,0,0,0,0,0,0,0,0,-0.0591546635780035,0,-0.0313358766217095,0,0,0.0452335883846448,0.0635364625672322,0,1.0842021724855e-19,0,0,0,0,0,0,0.0644537736885843,0.0464245476490788,0,0,0,0,-0.0767243830276963,0.0445631496813975,0,0,0,0,0,0
X000858.SZ,0,0,0,0.200175136233172,0,0.0815777133895767,0.052586684858796,0,0,0,0,0,0,0,0,0.0433647149961752,0,0,0.0659197340468177,0,0,0.0350276342521824,8.67361737988404e-19,0,0,0.0103554017512807,0,0,0,0,0,0,0,0,0,0,0.0843963233162301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351812275877076,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.108057437177827,0,0,0,0,-0.143919520959422,0,0,0,0.00261804858503752,0.274282848451412,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.186882426863016,0,0,0.119155937260463,0,0.111164252655404,0,0,0,0,0.0577340263706798,0,0,0,0,0,0,0.0500239912057694,0,0,0.0623961753007531,0,0.0859415660711349,0,0.0247465022179081,-0.0158001488330762,0,0,0,0,0,0
X000568.SZ,0,0.255307587505715,0,0,0,0,0.460735761156923,0,0,0,0,0,0.0628778464434002,0,0,0,0,0,0,0,0,0,0,-0.0722848049353415,0.00353784057545406,0,0,0.107995921662128,0,0,0,0,0,0,0.0801033513619791,0,0.0828889821431062,-0.161786954729426,0.000877709839521256,0.00532316987405217,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0840362905889479,0.0483136294105077,0,0,0,0,0,0
X600276.SH,0,0,0.0566677467631891,0,0,0.146513981664337,0,0.134328291561811,-0.0510033368999649,0,0,0,0.0263527607574517,0,0,0,-0.0703437767175195,0.0911629419448859,0.214870427943905,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0381575680147788,0,0,0,0.047786060912481,0.509037576070178,0,0.00208834727834441,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0261327430404078,0.212076798429495,0,0,0,0,0.228372351583259,0,0,0.196799961140385,0,0,0,0,0,0.0928307965213366,0.0237092930498596,0,0,0,0,0,0,0,-0.124286610077158,0.0483838735509695,0.0880373993100819,0.00394233655822356,-0.0100274779201368,0,0,0,0.127135281054208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406465380208495,-0.0730438635138,0,-0.053849486342827,-0.00749274851962343,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.24815368143185,0,0.100678931191756,0,0,0,0,0,0,0,0,-0.035905983946118,0,0,0,0,0,0,0,0,0,0,-0.0461540279959945,0,0,0,-0.0567294627763078,0,0,0,0,0.160823640489072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156929069078721,0.0219981079789867,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0535605118086918,0,0,0,0,0,0,0,0,0.103947646585841,0,-0.523103291893412,0,0,0.283209818019084,0.123847319108936,0,0,0,0,0,0,0,-0.172185187664834,0.0330656542918327,0,0,0,0,0,0,0,0,0.013860663586088,0,0,0,0,0,0,0,0.25995914566955,0,0,0,0.138050125130691,0,0.0162386848916258,0.00717081159188471,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0312846605052779,0,0,0,0,0,0,0.188107289563126,0,0,0,0,0,0,0,0.0254956870110253,0,0,0.16247521792782,0,0,0,0,0,0,0.0974873621606144,0.104939099360108,0,0,0,0,0,0,-0.173649048492741,0,0,0,0,0,0,0.047405714684014,0,0,0,0,0,0
X000651.SZ,0,0,0,0.180957869990007,0,0,0,0,0,0,0.0776804960616164,0,0.0476044744697374,0.0855768533907936,0,-0.261087535348276,0,0,0.335472106156164,0,0.230333613373172,-0.508039480957003,0,0,0,0.0600425387711633,-0.0162283132030141,0,0.0905262710321078,0,0,-0.175457576965678,0,0,0,0,0,0,0.0634874113266528,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326149041046675,0.0960427273054966,0,0,0,0,0
