,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X003816.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X000157.SZ,X600460.SH,X000733.SZ,X000799.SZ,X600884.SH,X600702.SH,X600522.SH,X002074.SZ,X002236.SZ,X600584.SH,X600779.SH,X000800.SZ,X002414.SZ,X000977.SZ,X002432.SZ,X600183.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0991850313152955,0,0,0.0631645950261431,0.296424201644998,0.0314109627269017,0.0911525739561528,0,0,0,0,0,0.036323352016169,0,0,-0.0993657025981008,0,0,0,0,0,0.0773119495679368,0,0,-0.0142134219569619,0,0,0,0,-0.0631714124396005,0,0,0,0,0.121519341227331,0,0,0.119769617339703,1.73472347597681e-18,0,0,0,0,0,0,0.0375295854664775,0,0,0,0,0,-0.0224677546825293,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.207461352546032,0.210266391147263,0,0.13758849918398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0961549072628393,0,0.0764535117196501,0,0,0,0,0,0.078692701766348,0,0,0.028960698596199,0,-0.0190333748567675,0.0130506218192784,0,0,0,0,0,0
X002415.SZ,0,0,0,0.141587051724876,0,0,0,0.0192980314273313,0.0842479587186913,0,0,0,0,0,0,0,0.091648181116605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631108300996066,0,0,0,0,0,0.0586951715015629,0,0,0,0,0,0,0,0.19071065749499,0,0,0,0.106804843531455,0,0.00766976838219069,0,0,0,0.0167653293541429,0,0
X600809.SH,0,0.18908885900512,0,0,0.568236746426697,0,0,0,0,0,0,0,0,0,0,0,0,0.0235741937247297,0,0,0,0,0,0,-0.0295101144511461,0,0,-0.0144584585630133,0,0,0,0,0.0727921488797576,0,0,0,0,0,0.205099834688967,0.00542690820968541,0,0,0,0,0,0,0,-0.0382241471221287,0,0.0177416891367469,0,0.0574722196040646,-0.0358569763896629,0,0,0,0,0,0
X000568.SZ,0.258286669493311,0.0508510671289768,0,0,0,0,0,0,0,0,0,0,0,0,0.107790824206063,0,0,0,0,0,0,0,0.192231197698377,0,0.00555111675775448,0,0,0,0,0,0,0,0.0974744494668135,0,0,0,0,0,0.0170281266164582,0,0,0,0,0,0,0,0,0.0257509071354003,0,0,0,0,0.0479848700720018,0,0,0,0,0,0
X600690.SH,0.0148827427134825,0.215447012588054,0,0,0,0,0.198500997398347,0,0,0,0,0,0,0,0,0,0.0506923303331175,0,0,0,0,0,0.196844314946201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862462276101479,0,0.119538353202108,0,0,0,0,0,0.0411485247059076,0,-1.35458474915122e-05,0,0,0,0,-0.00688081275865877,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.29318124513652,0,0,0,0,0,0,-0.151502330621031,0,0,0,0,0,0,0.0333756006248442,0.209946209047509,0,0,0,0,0,0,0,0,0,0.0704251315421425,0,0,0,0,0,0.0432571442866377,0,0,0.0529677307659615,0,0,0,0,0,0,0.0317929957546603,0.0397595324058477,0,0.0187067551702842,0,2.16840434497101e-19,-0.0214327209308189,0,0,0,-0.0724293091079094,0,0
X002304.SZ,0.17223778090917,0,0,0.0819296645984668,0.0518634386038955,0,0,0,0,0,0,0,0,0.232180287466917,-0.062957709303014,0.149954384214567,0,0,0,0,0,0,0.204159527467226,0,0,0,0,0,0,0,0.00763156701737396,0,0,0,0,0,0,0,0.180972786927544,0,0,0,0,0,0.00842401168234447,0,0,-4.33680868994202e-19,0,0,0,-0.0513084441154164,0.0175953568712041,0,0,0,0.0172619666920747,0,0
X002475.SZ,0,0,0,-0.0680577944828955,0.172740402599418,0.0564062096081578,0,0,0,0,0,0,0,0,0.205941603781338,-0.337511655111817,0.00819541913784777,0,0,0.349487483014314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959182908582058,0,0,0,0,0,0,0,0,0,0,0,-0.0431255231061949,-0.00503069892627049,0,0,0,0,0,0
X600104.SH,0.0421582031750669,0,0,0,0,0,0,0.0645193603406468,0,0,0,0,0.00612707406388774,0,0,0.143246257828817,0,0,0.0927334210175081,0,0,0,0,0,0,0,0.144557585055557,0,0,0,0,0,0.02938652309736,0.0908804251744356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885485154784318,0,0,0,-0.0100610243598955,0,0
