,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600690.SH,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300142.SZ,X300124.SZ,X000157.SZ,X002007.SZ,X300014.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X300136.SZ,X000625.SZ,X000977.SZ,X002463.SZ,X002008.SZ,X600271.SH,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600498.SH,X002129.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0747145224017587,0,0,0,0,0.240892574023791,0,0,0,0,0.140383020262656,0.368169708247702,0,0,0,0.0108593872867396,0,0,0,0.167526057813415,0,0,0,0,0,0,0,0,0,-0.11649274935627,0,0,0,0,0,0,-0.0606194472158197,0.021697344815284,0,0,0,0,0,0,0,0.0571036303790019,0,0,0,0,-0.0186787907458977,-0.00683298635558586,0,0,0,0.0243084381144036,0,0
X000858.SZ,0.0460429181865747,0,0,0,0,0,0.0212236114606228,0,0,0,0.0690042511582234,0,0.688478238528841,0,0,0,0.0498594482187086,0,0,0.0217059548896576,0,0,0,0,0,0,0,0,0,0,0,0,0.0327616572236491,0,0,0,0,0,0,0,0.0130323966801801,0,0,0,0,0,0,0,0,0,0,0.00417134478700551,0.0115088276917261,0,0,0,-0.00659738496018649,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.0621052376918777,0,0,0,0,0,0,0.479538459999771,0,0,0.122450853913409,0,0,0,0,0,0,0,0.00994718531931906,0,-0.0388499539865029,0.00680703521420472,0,0,0,0.132256220235516,0,0,0.0583260966093355,0.0815638570600224,0,0,0,0,0,0,0,0,0,0,0,0.0213991514774047,-0.016118570313051,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288827154828892,0,0,0.228697975772202,-0.126442581845002,0,0,0,0,0.0757708923050636,0,0,0,0,0,0,0,0.0876628424996267,0,0,0,-0.142656758323449,0,-0.133793870221293,0,0,0,0.0467288125722132,0,0,0,0,0.0663458448384293,0,0.133203065316842,0,0,-0.00325396664143766,0.00281901631747566,0,0,0,-0.0161238093433773,0,0
X002415.SZ,0,0,0,0,0,0,0.0719655827255198,0,0,0,0,0,0,0,0.0192087391005648,0,0,0,0,0,-0.00896326111258892,0.0208982351175195,0,0,0.542740615404991,0,0,0.100923381073566,0,0,0,0,0,0,0,0,0.0262693217010245,0,0.0319405589912269,0,-0.112230081728093,0,0,0,0,0,0,0,0,0,0,0.06679398880597,-0.0690963527239061,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0645830512133185,0,0,0,0.0706900529238152,0,0,0.0307803263819436,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555864620957329,-0.00575308522296229,0,0,-3.46944695195361e-18,0,0.0830953120316428,0,0,0,0.00469615075557443,0,0,0,0,0,0,0.0829675440054537,0,0,0.0248192781360432,0.0106973408779131,0,0,0,0,0,0
X002475.SZ,0.0209130766967203,0,0,-0.0838538758268914,0,0,0,0,0.0694483399112726,0,0,0.00404631198421566,0,-4.33680868994202e-19,-0.104581483393867,0,0,0,0,0.0711712657229699,0,0,0,0,0,0,0,0,0,0,0,0.215864465141322,-0.0120220478297178,0,0.21673056898196,0,0,0,0.296290495642729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366263798270591,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.109023642935252,0,0.101174731567869,0,0,0,0.236810216979398,0,-0.0582643057607596,0,0.125023805982685,0,0,0,-0.0737951123731484,0.0378498441293412,0,0,0,0,0,0,-0.151604771408677,-0.00312335444981962,-0.17319180707392,0,0.0794708258554203,0,0,0,0,0,0,0.0354822350641928,0,0,0.084912875414441,0,0,0,0,0,0,0.0682795162174753,0.0510802603641977,0,0,0,-0.10000238480967,0,0
X002304.SZ,0,0.165161990422367,0,0,0,0,0,0.127577679171446,0,0,0,0,0,0,0,0,0,0,0,-0.0172779722711784,0.217424153917693,0,0.0712974417405246,0,0,0,0,0,0,0.0322865057295515,0,0,-0.00955343623222317,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100559734333038,0,0,0,0,0.00229053533218946,0.0323266329887089,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443071366680549,0,0.0151900396546427,0,0,0,0,0,0,0,0.118451130210372,0,0,0,0,0,0,0.0193997216132787,0.0501030431884427,0,0,0.0191934490714683,0.00447968282322023,0,0.00899613976771242,0,0,0,0.0807297798377414,0,0,0.145718542824355,0,0,0,0,0.0438728737814109,0,0.0204285636571913,0,0,0,0,0.00794445569400306,0,0
