,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X000063.SZ,X000338.SZ,X300003.SZ,X600031.SH,X600809.SH,X002236.SZ,X002008.SZ,X600867.SH,X601877.SH,X300124.SZ,X000596.SZ,X002456.SZ,X600271.SH,X600566.SH,X000661.SZ,X600487.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X002180.SZ,X002241.SZ,X000977.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X002049.SZ,X000869.SZ,X600779.SH,X600522.SH,X600177.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.190136295862203,0,0.128973677772855,0,0,0,0,0,0,0,0,0,0,0,0.0251669411057608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663010515073338,0,0,0,0,0,0,0.055396545831561,0,0,0.112493810313763,0,0,0,0,0,0.0120978658504429,0.00664819023876134,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0783789139152143,0.1738619561809,0,0,0,0.197371774809064,0,0,0,-0.022334070876717,0,0.0488460425548943,0,0,0,0,0,0,0,0,0,-0.0302316187809208,0.0268018612378214,0,0,0,-0.0216625823647775,0,0,0,0,-0.0892638689139602,0,-0.0276126532854804,0,0,-0.0580598498811548,0,0,0,0.0235701841607524,0.0273776104611928,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00914646288786649,0,0,0,0,0,0.0290811016381663,0,-0.134778607325665,0,0,0.0105786353635981,0,0.175653735941271,0,0,0,0,0,0,0,0,0,0.102844669344545,0,0,0,0,0.109920179080338,0,0.0412891331314559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12606591802859,0,0.02028612340701,0,0,0,0,0,0,0
X000858.SZ,0.073180687536902,0.0327287287237878,0,0,0.0690502743344952,0.0990704881204112,0.0563808684709653,0,0.147641979434615,0,0,0.0572530866992679,0,0,0,0,0,0.0737858939742069,0.149994056562298,0,0,0.133874673140686,0,0.219379091723618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590083087107694,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0827360156131004,0,-0.0966179698139261,-0.0292427813987365,0,0,0.0925144258381434,0,0,0,0,0,0.00894104672874829,0,0,-0.0649105822568612,0.178391147226709,0.0393939141433698,0,0,0,0,0.174925374762454,0,0,0,0,0,0,0,0,0,0.129532011350767,0,0,0,0.228930473369488,0,0,0,0,0.0299878767077689,0.0319886232256682,0,0,0,0,0,0
X000651.SZ,0.212394379219727,0,0,0.41402022606708,0,0,0,0,0,0.4132123140996,0,0,0,0,0,0,0,0.0101678419444857,0,0,0,0.023599930200379,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144740108388421,0,-0.215459128033667,0,-0.0650081736836897,0,0,0,0,0.153467891742954,0,0.0165854327119609,0.0902610443642622,0,0,-0.0460800508405809,-0.0229943139242891,0.0268192143486376,0,0,0,0,0,0
X002304.SZ,0.124029461493002,0,0,0,0,0,0,0,0.159695791361013,0,0,0,0,-0.0696593901581056,0.0641016599462912,0.149284984188595,0,0.355576149567726,0,0,0,0.102323877676926,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0456232722569956,0.0299178950405901,0,0,0,0,0,0,0,0,0.129408711613952,0,0,0,0,0.0194865965936732,0.0425869863371251,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320032501556605,0,-0.00629413673378781,0,0,0.00587038130685257,0,0,-0.141749788637175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157882697082881,0.0762316366954579,0,0,0,0.279663117816248,0,0,-0.039088342480324,0,-0.0729383040772494,0,0,0,0,0,0
X600690.SH,0,0,0,0.32218820580459,0,0,0.183142656906217,0,0,0,0,0,0,0,0,0,0,0,0.0405561392654742,0,0,0,0,-3.46944695195361e-18,0.102863939689131,0,0,0,0,0,0,0,0,0,0,0.0335961546310153,0,0,0,-0.0575549569466348,0,0,0,0,-0.0158209420004747,0.126443232631215,0,0,0,0.0931111834298488,0,0.000168876516656303,0.0246990104501977,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0308140889541879,0,0.0636875470145739,0,0,0,-0.343446513801833,0,0,0,0,0,0,0,0,0,0.00707955061474522,0,0,0.50005944255393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.16185390220281,0,0,0.226025320777319,0.042732994167072,0,0,0,0.00320607059155307,0,0,0,0,0,0,0
