,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600690.SH,X600809.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X600741.SH,X002129.SZ,X601877.SH,X000625.SZ,X002179.SZ,X002236.SZ,X002007.SZ,X002371.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X000799.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600089.SH,X600707.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.255083822541624,0.00304388023818706,0,0,0.127702515233231,0.0417814546908251,0,0.158364072277575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158651586844334,0,0,0,0,0.049738583677941,0,0,0,0.104468917501242,0,0,0,0,0,0,0,0,-0.00532402836507075,0,0,-0.0120976638995884,0,0,0,-0.0163751762817643,0,0
X000858.SZ,0.022793880308001,0,0,0,0,0.356965176329394,0.0180606279506372,0.157205225868694,0,0.116274241555035,0,0,0,0,0,0,0,0,0,0,0.0571428376580542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622761152971094,0,0,0,0.0715878733315232,0,0,0,0,0,0.0201827209285558,0,0,0,0,-0.0171637615287816,-0.0027970254642323,0,0,0,-0.0500524094285599,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.166441985234868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041625635695996,0.325455765862058,0.20947402962117,0,0,0,0,0,0,0,0,0,0.125365463417503,0,0,0,0,0,-0.032331171638828,0,0,-0.00554428440657794,0,0.0533261479139978,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0495752182980561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172650314420288,0,0,0,0,0,0,0,0.175715634396278,0,0,0,0,0,0,0,0,0.0924021315456298,0,0,0,0,-0.148798482731454,0,0,0,0,0,0.130276361844646,0,0,-4.33680868994202e-19,0.0191175355257158,0,0,0,-0.0163244922114496,0,0
X000651.SZ,0,0.0631875544276969,0,0,0,0,0.0876001935895514,0,-0.0205128252330827,0.124869315984651,0,0,0,0,0,0.0492889352801752,0,0,0,0.115122130466495,0.069566852364893,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.170878829773684,0,0,0,0.0387943424467224,0,0,0,0,0,0,0,0,-0.0192977204427195,-0.0199494682808538,0.0111181842729391,0,0,0,-0.00124727782027387,0,0
X000568.SZ,0.098758397222387,0.223239021819132,0.0089223310742668,0,0,0,0,0.0799449755373254,0,0,0,0.0457025131960858,0,0,0.0798122177402036,0.0233817961155415,0,0.100022236410373,0,0,0,0,-0.161224396603295,0,0,0,0,0,0,0,0.0725326712691492,0,0,0,0,0,0,0,0,0,0.262238650310959,0,-0.042645395486922,0,0,0,0,0,0,0,0,0,-0.0405180569268878,0,0,0,0.0185015212985714,0,0
X600690.SH,0,0.246974734111853,0.0269530998890906,0,0.0764925254975757,0.0989973653876588,0,0.235456268848926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319990739567242,-0.0190785719064365,0,0,0.105075897870902,0.0644736635250425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137047784371812,0,0,0.0261855347287606,0,0,0,0,-0.0170578318097859,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.223726184970588,0,0.100871601882171,0,0,0,0,0.0291068433581761,0,0.0931912757228655,0,0,0,0.157744480227186,0,0,0,0,0,0,0.0124704871843202,0,0,0,0,0,0,0,0,0.235062299396659,0,0,0.116302338249597,0,0,0,0,0,-0.0146606159309303,0,0,0,0,0,-0.0798458680836826,0,0,0,-0.0926550870558325,0,0
X600031.SH,0,0,0,0,0,0,0,0.279685361771657,0,0,0,0,0,0,0,0,0,-0.123590209964643,0,0,0.0820347216234332,0,-3.46944695195361e-18,0,0,0.267410918832017,0,0.0389381227378534,0.100671222492128,0,0,0,0,0,0,0,0,0.083947084149171,0,0,0,0.0746098722663179,0,0,0,0,0,0,0,0,0,-0.0729128687421035,0.050820430594148,0,0,0,0.0837242228876889,0,0
X002304.SZ,0,0.329622127820323,0,0,0,4.33680868994202e-19,0.0180590104561276,0,0,0,0,0,0,0,0,0.070283377081154,0,0,0,0,0,0,0.00391127430966191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392116156630387,0,0,0.0917924518086074,0.152418447252471,0,0.077031510954912,0,0,0.0127540657387942,0,0,0,0,-0.0268170111800315,0,0,0,0,-0.106105116089081,0,0
